path	bytes	sha256	first_commit	first_date	last_commit	last_date	current_control	current_frontier	founding_source	frozen_manifest	historical_or_pre_july	active_regrade	hits_broad_phi_depth	hits_pointwise_or_physical_phi	hits_independent_phi_variation	hits_endpoint_difference	hits_selection_or_ownership	hits_presentation_or_factorization	hits_stationary_killing	hits_supplied_conditional	hits_placeholder_or_arbitrary
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/PRODUCTION_STDOUT.txt	522	4d6e2e96c8bd6a2aa40b646c7928443517deae9599f856f3eb556254bcc0d1b5	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/PROFILE_COMPATIBILITY_LEDGER.tsv	1054	914963de914f18e5e5d30e6cf40521bf1d27fa39c48533d43266d6ef7f266f34	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	11	0	0	0	2	0	0	3	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/SHAPE_INVARIANT_LEDGER.tsv	196	802c1c2551ef94967f1d97ae7e12216806554c8c0f5a597a25f4c192c352d800	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/SOURCE_LINEAGE.tsv	2439	69916098d18679824b3d3adec24adc5639b23ae9be7573a3807596606a8d15f9	f17dd4a5d27746e71b7c5152ae6c4deb4ec384eb	2026-07-24T14:49:36-04:00	f17dd4a5d27746e71b7c5152ae6c4deb4ec384eb	2026-07-24T14:49:36-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/STATUS_LEDGER.tsv	1132	a944f0e3abcbbb9e80722d9f5af8649694afa3b520ebd84713f3749730e4b659	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	1	0	0	3	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/derive_profile_compatibility.py	20182	3a2f06b53f8b2afc7d41545a354608d8a4e117c55bc52cd593f0fb4bcdde17c3	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	67	0	0	0	1	0	0	4	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/verify_profile_compatibility_independent.py	10693	357a93afcfe3aa26f758dd6fec515926d0b18828c928500522ae7e1a8917f184	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/verify_repository_gates.py	14230	cf5547493681d1c5d937cef91a4f3d239efd5961b9ec1c51e12654cb156a0be9	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	1	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/AUDIT_REPORT.md	4658	f2a1498d40f48ca5a3f7c92c77ad44e8997fd70ad7877fc6926d9fa1e18b2f9b	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/CATCH_PROOFS.tsv	398	3980901e908655ff454ffaa3b6cb2825f73d8f23f0914959fb4a02f101f31cdf	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/COUNTERMODEL_MATRIX.tsv	973	fd01bd347b2d7a5d3ebe5ec84dc7f5e894f83e404fc04228f7d0a9657f760597	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	2	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/DEPENDENCY_GRAPH.json	10781	b5528c220d6161265b6b2eeacbda68980dfd05cdedd06dc63fc3f24d0f6e7020	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	5	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/DERIVATION_RESULT.json	3548	e787a481934813a420740e52d91236bd493f1deef6eaf1356328374b8c209ef8	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	1	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/DERIVATION_STDOUT.txt	3548	e787a481934813a420740e52d91236bd493f1deef6eaf1356328374b8c209ef8	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	1	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/EDGE_ADJUDICATION.tsv	2757	7f31fadf8de948b0733f92446be7d1a872e51db052797921db84c6694ba290ac	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	3	0	0	2	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/EDGE_UNIVERSE.tsv	1533	8e52ff32b1507703e7759810dfabdbfc3153242a6fb65e8d3636102a85dcfa6c	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	2	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/EXACT_ARCHITECTURE.md	4636	f577e1da9baa83f7d3527f9d0d5c192f19e072d107c5b112d6a0716659dd7754	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/FALSIFICATION_CONTRACT.tsv	1750	d2a905817ff33da3fd6bd0032413ee736518abd191fd8cc3ab5ace234d011fd1	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/FIXED_POINT_READINESS.tsv	706	7a0e2098aca173f0ebd50f65ff5d9b38cf5ab3d45c42967335617181bb667810	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/INDEPENDENT_RESULT.json	2026	dee58d98d8255b89e2965b5c1d29f1c48bc5a338c71700f7d81137147567ff36	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/INDEPENDENT_STDOUT.txt	2026	dee58d98d8255b89e2965b5c1d29f1c48bc5a338c71700f7d81137147567ff36	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/LAY_REPORT.md	1571	4e2ff3776119af15022d0bd49c1781f0661b45febb9fffc3447ca10987dd1375	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/NEXT_STEP.md	1074	6b23d242177f560f923a00f7c235c3d7db1cc80b6f9dfc686989580e53cd126d	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	3	0	1	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/OBJECT_TYPE_OUTCOMES.tsv	2222	ec811b9beb5c2f67d767192a27d6629809a168aadc5e6be19dcae5a1c3214408	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/OBJECT_TYPE_UNIVERSE.tsv	1601	9c0ac0a59636c1c233ccfb3ebf84a75ec6470bb42f8dc0f8cdfd6fda919ce6dc	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/ONE_FORM_TYPE_COMPARISON.tsv	663	8f8b99ccd77ee9a8d4e66c4b2e7314b5bcf18b38ded38b59cdffd00612eb8126	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/PREMISE_LEDGER.tsv	1135	7d9700da3f2c63ac1dd5368de27217252345791cf1456c3382e942f8dbcf0334	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	2	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/PREREGISTRATION.md	4375	87e84d89b1bfd0bfcccad665f8f18b232280f5567323e61f4e2467a959ae1099	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	1	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/SOURCE_MANIFEST.tsv	2214	0839ce29719df65824a19d34972517ec86304eddf73bf694c9419b1108e5de63	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/SOURCE_SCOPE.tsv	1916	0d2fabc62efaba8505e84943c894c9b6a3c8aeedebefd79da0b7ed111bcc48a7	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	b35d8d1cc1198d30691a5560cf889693cc955bba	2026-07-26T21:53:19-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/STATUS_LEDGER.tsv	1449	89f30ec892685bd43064ccce6cd00c18739e2e282c231581b28dffe32d78184b	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	1	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/VERIFICATION_RESULT.json	1175	496d459520323e205f477e2dbf0f632db6aa12c863d4dead332792eb78e2d675	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/VERIFICATION_STDOUT.txt	1175	496d459520323e205f477e2dbf0f632db6aa12c863d4dead332792eb78e2d675	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	1	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/derive_relational_fixed_point.py	15377	073fa40a324be3746b852c819a1d5bc36cea90320040121049965879fa2383dd	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	26	0	0	0	5	0	0	6	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/verify_audit.py	10240	0f2f95d097bc40869cf57b30c45570f9ba1eff6a56e371898e09dbfe3544c088	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_metric_fixed_point_typing_audit_2026-07-26/verify_relational_fixed_point_independent.py	5467	218140705f316e9c04ac178dcdf62455759ca60cbcc76e2942dc5cf419136067	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/ADVERSARIAL_REVIEW.md	2065	86b1b5b2fb5e1778f08886ea7103299142cff1c4d437f7e1966aae2f60ac464c	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	6	1	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	5663	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	21	1	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/CANDIDATE_REGISTRY.tsv	1058	296cdcca64dc51dc55b38ab96e68ed611063508855a1cc33b5a528dd1d64dcf6	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	NO	NO	NO	NO	NO	YES	4	0	0	1	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/COMMANDS.txt	430	5de2703b73dd364d8a3736016a8ee934b3ef2dfe0c8fc5b8afb496c543bffb1d	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/COMPOSITION_DOMAIN_LEDGER.tsv	935	6423f01064b5abaec3e6a0ee9bd0ae71e8866b295e35b5071245a62beb9b900a	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/DEPTH_TYPE_RULING_LEDGER.tsv	1796	6fe21732265dd5e484190e2d989e4462c1709ac6d128b54762e3d11078f0fcb7	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/DERIVATION_RESULT.json	5618	e736e164c9f392992207028f13f12f64987ab7520d3cb1a46447d481a8d7bd3d	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	12	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	10179	9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	37	1	0	3	1	1	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/FALSIFICATION_CONTRACT.tsv	854	718dc038cc924c64eb349eb94ec7f4717bdfbc07dec861b36131832103091f3f	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/FOUR_GATES.md	953	59ec8a940146b155ac286527f402c4a95c76752bb97d0101dd07ca16b3611c9a	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	3447	441a6808ba1356f873745d87b4eb41a09d76c4c7f04e45fdb7bce23c13898432	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/LAY_REPORT.md	2766	98fbaeef9018065e902c178d1fc8db9401c7834107350634869041c45d74b161	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	9	1	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/NEXT_STEP.md	1309	0825c2846e2cdc7ff4b28bfa1a96fc82984df441badf77d23d876620edb67be7	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/OWNER_FRAME_LEDGER.tsv	605	258eb026d29121bb80d07c16e3bf47d0bb174eead668812a3cde67828fc54fb3	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/POST_PREREG_OWNER_FRAME_CLARIFICATION.md	2131	21e079a53972f48c1e702973246481fa9329fd1e9f0f74b6d734fe723a165381	4c0ef55b0d92b974f7ec1dda680acb3a8939b083	2026-07-24T13:46:33-04:00	4c0ef55b0d92b974f7ec1dda680acb3a8939b083	2026-07-24T13:46:33-04:00	NO	NO	NO	NO	NO	YES	2	0	1	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/PREMISE_LEDGER.tsv	1987	e74c7d9b6d1d60e9f09560ebd0cd8eb031e94daa0df4c5263911978665139f82	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	NO	NO	NO	NO	NO	YES	11	1	0	1	2	0	0	3	0
udt_relational_pair_depth_realization_audit_2026-07-24/PREREGISTRATION.md	3333	5dc35441f7adb47e6d7d2cf2aab3dc8c635e6b490a6d6dded9fc83d38c8f7175	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/PRODUCTION_STDOUT.txt	833	77735931dda61019564b70e9b6e0e109b96241acb80212f91e3b45d28e7fbece	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/REPOSITORY_GATES.json	6706	de8b98b1b41c556b2b8b2dd69dc3262fc59f8fbc992640c32abba2d881e2250b	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	37	0	0	0	2	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/RUN_ENVIRONMENT.json	952	a0a1d7be49a5352c230975b250c7bca1a803f3dd9f3993a07af697ca77f67354	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/SCALE_GATE.tsv	613	d8423850e34515a34407d7b0dd2bbea22a7d785760a4decfd143ae8f6048fc47	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/SHA256SUMS.txt	3174	3d6668d1beb524628358bcb3a372209013ed2cdb10b1f1cbdb1752598de70af6	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/SOURCE_ADDENDUM.tsv	227	5b42d50f17daa895ddb9ca30141b00028804d3e77af198a7de11f3ff3a6b9d1b	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/SOURCE_LINEAGE.tsv	1500	a180b7274fd442fe7d7eb99541cad3a35759764ebde5a4ea95ab09148ff09433	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	bc5a0a92e2285dbf326f426cd1c705b341e0b691	2026-07-24T13:39:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/STATUS_LEDGER.tsv	1428	b4e60868e8940abf7804ac5b789775d93355af5c8a71c32e37bab47c98ea559f	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	6	1	0	0	0	1	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/derive_relational_pair_depth.py	26641	fb65fc288cadfb95873d84c0aad924be1f14b148794685b679ff2e788f4b1a5d	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	59	1	0	0	1	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/replay_and_capture.py	2134	355e2d496f4061b36ed99ad66df1537fd8dfe0c07213b99f55dca3d9739899eb	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
udt_relational_pair_depth_realization_audit_2026-07-24/verify_relational_pair_depth_independent.py	11255	6772b75267b4a2c0889cb512693e12161485e2e90a30103b460965079ff3abda	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	NO	NO	NO	NO	NO	YES	27	0	0	0	0	0	0	2	0
