path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	3	pointwise_or_physical_phi;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/COMPLETENESS_MAP.md	98207612f4f3baccc6dfb321525ba2489de3a6e247ec9db80f7573747c75f3c7	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	1	supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/CONSTRUCTION_OBLIGATIONS.tsv	48e8c33cfa0e7314f3d2b837db6ee983f202cb6a67874f38be54066b41ad0d44	2026-07-28T07:25:16-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/COUNTERFAMILY_ATLAS.tsv	927fac28ed2d4b63df82e5a22df12b00b57ceefad2132688ff0e5ab325ad1ef1	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	4	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/DERIVATION_RESULT.json	35b4005150aa4e00475e175ae8c3ce9306973001f49ca1995cc826648c135481	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_global_coframe_definition_audit_2026-07-28/EXACT_DERIVATION.md	40aac5529d0bd36d5b3aac0051cfdf1870d4fea27d14e1a66825048870941bed	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	6	endpoint_difference;selection_or_ownership;stationary_killing;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/FALSIFICATION_CONTRACT.tsv	b9d9d407a70dc6ac98e41c453b85d9ecf8e981a15815198406cb80d26ce5bc5f	2026-07-28T07:25:16-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/LAY_REPORT.md	1dc67988c6b0e9de11e396ccade6cd6e9620f61a9511701c8daac03f378671dc	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_global_coframe_definition_audit_2026-07-28/MINIMAL_SELECTOR_SET.tsv	ec752e3edbcd6f7b4a18282a38c1b495340c8df4427d16a2b1c2b9ef20376909	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/NEXT_STEP.md	dae18af1458f1f706059ff7d0c6e474fc8a63a5663d2dade7638a45ab5244b7d	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_global_coframe_definition_audit_2026-07-28/P03_CORRECTION_LAYER.md	e6205fa00f6c83f43da60e720efc2bbbb1458c5cad85be82183f98ac3dad2c58	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/PREMISE_LEDGER.tsv	ed024c5e863c40250a0884904aec1e328b9acc23e29a38cecfb20237955f9ed4	2026-07-28T07:25:16-04:00	NO	NO	NO	NO	3	selection_or_ownership;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/PREREGISTRATION.md	2ccb66a5cfe4f41ab397d35a74d95e8f6ea07b5bb895dc9193b3d52548eccaa0	2026-07-28T07:25:16-04:00	NO	NO	NO	NO	4	pointwise_or_physical_phi;independent_phi_variation;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/SOURCE_ADJUDICATION.tsv	ddfa2525d317608e8d87e2433b3f24fc38d89017343785fdfaa9acee24987d91	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	9	independent_phi_variation;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	3a41dcce02ea1b49acc3ddf38da5e914672f65193bee2a7be0ac92d0e1c7f3f8	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	3	selection_or_ownership;stationary_killing;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/derive_global_definition.py	ef22faf033fcbab34aac933f11d2f7e6a7eb29a1af0305f00fd4a92c5cbb56fb	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	9	independent_phi_variation;selection_or_ownership;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_coframe_definition_audit_2026-07-28/verify_global_definition.py	768e8aef7b2622b60ead83fd607722f1851fd10f150ff51582830bb87bc079b9	2026-07-28T07:34:59-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_global_observable_closure_census_2026-07-26/ADVERSARIAL_CORRECTION.md	147cbfac90959ec6e7c6d9257b740974a4c2093ab04fb86c3fe95258cc5d180d	2026-07-26T08:44:55-04:00	NO	NO	NO	NO	1	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_observable_closure_census_2026-07-26/AUDIT_REPORT.md	8df87a2d5d99f9f95fe60e8987348f61575f593b53a19a0a4a99093a76e68114	2026-07-26T08:44:55-04:00	NO	NO	NO	NO	1	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_observable_closure_census_2026-07-26/OBSERVABLE_DEFINITION_LEDGER.tsv	f16aa34b79aef478dd4a5b182016c79bc24141a0d2ae3ca9dec9c0aa3cd82e33	2026-07-26T08:44:55-04:00	NO	NO	NO	NO	1	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_observable_closure_census_2026-07-26/OBSERVABLE_GATE_MATRIX.tsv	edbdcb0970a3bb1f07ee21ceb09e0beb139985525bf716dc7a88e7f46b898569	2026-07-26T08:44:55-04:00	NO	NO	NO	NO	2	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_global_observable_closure_census_2026-07-26/derive_observable_census.py	44e7fd0ab41585255834380d5abd2371dfb8b9fa828953834ea057c33a60e99a	2026-07-26T08:44:55-04:00	NO	NO	NO	NO	2	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/AUDIT_REPORT.md	c77b8db2cd0737bfde8f7fa1bfe2672068202ef2cabba6dcfcd5cb7cc9e55a70	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/EXACT_DERIVATION.md	45c857e4ba0ac34f6b1c2f2d1f4e91c733a484fcb238be6e1d1091775a8dbf7f	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	1	supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/FALSIFICATION_CONTRACT.tsv	e0272c52b4a4cb971e11089aec38a50ba346fdfd8a4246dd42d284649d722eb9	2026-08-04T13:58:02-04:00	NO	NO	NO	NO	2	pointwise_or_physical_phi;selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/FOUNDATIONAL_ENTAILMENT_MATRIX.tsv	51340f825b04407f84128b9e7b751c62847dc491f501ea63304e18af70ba76e1	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/FRESH_ADVERSARIAL_REVIEW.md	c779c2dd54e5af9f39a491d0f382ad70f1b83925452852c3cd0c8d3e8d2dd3b8	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_law_home_codomain_ownership_audit_2026-08-04/FRESH_ADVERSARIAL_REVIEW_RAW.txt	5264e8a11b293890212bcb21f35883d83b6c1c7dcf38bf5e55c53ba32ac82276	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	103	pointwise_or_physical_phi;independent_phi_variation;endpoint_difference;selection_or_ownership;presentation_or_factorization;stationary_killing;supplied_conditional;placeholder_or_arbitrary	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/HOME_CODOMAIN_ATLAS.tsv	59d0b21ed42c43d9ff528bd5aee394826f22bf673b7213b9c5f72cbed8aadee1	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	2	independent_phi_variation;selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/LAW_CLASS_UNIVERSE.tsv	9c2e3ac8ff9013b8d09b24bcf129436e8d96b8db02122b29900d253900cd9604	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_law_home_codomain_ownership_audit_2026-08-04/PREMISE_LEDGER.tsv	20defb8e396f2f3066259c592b597375018db79e725b6ac178dfe3bb6d590d55	2026-08-04T13:58:02-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/PREREGISTRATION.md	89f434dcfc50fe0a9d14f4509a4c72a9103764875fbf01066d978057ff770488	2026-08-04T13:58:02-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/REVIEW_DISPATCH.md	869762b46acaf41170418f9ae8fc3ed6eb244ea08965254400f33af7d7f209e1	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_law_home_codomain_ownership_audit_2026-08-04/STATUS_LEDGER.tsv	807f9d07befe53ca4d76720969e1b8e94ded80d7ce525aca2932754cb2f2629a	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/STRATIFIED_OWNERSHIP_LEDGER.tsv	d14dfca27230ea55b1e3ffd14db99c7c37eb9d5b7cdbc95105924a5bb2998448	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/derive_native_law_architecture.py	03920d0a0b16ffb24459229a90d41d416c0b590ca9a80ed90d70b9da1645e085	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	4	independent_phi_variation;selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_law_home_codomain_ownership_audit_2026-08-04/verify_audit.py	cc8636f1802b92ddd606e43cdd75e414240e818b12dd1d67254e1bf784f36769	2026-08-04T14:14:12-04:00	NO	NO	NO	NO	3	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/AUDIT_REPORT.md	2d8fa2fe1838fc0175d352766ee11edfcbf8f770a81dfa0c539a4c064d17016c	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	0	NONE	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	MECHANICAL_BROAD_ONLY
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	101980f913929396f240dc79a9d9b34cb75b0f143692e291fba760c37d5f4fed	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	3	selection_or_ownership;presentation_or_factorization;supplied_conditional	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/EXACT_DERIVATION.md	3a81c5c5b6c23218d9bfe26135c6b8225e0e41235aac712dfbdae5b53b4006fe	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/NEXT_STEP.md	8a69150143767ba85fbd7a63161fc51a6cf5b118bcc6389a89dc36b7a5a6d25d	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	0	NONE	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	MECHANICAL_BROAD_ONLY
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/PREMISE_LEDGER.tsv	c58075df263e48bdec393f3fe0fe6d8626896d05ef3843cdf7b74f49306d1712	2026-07-27T19:37:39-04:00	NO	NO	NO	NO	0	NONE	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	MECHANICAL_BROAD_ONLY
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SOURCE_MANIFEST.tsv	9d90dc6382c7dba77a5b11f69edc3e122c7b45d4fa02abcee5892f506f524105	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	0	NONE	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	MECHANICAL_BROAD_ONLY
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SOURCE_SCOPE.tsv	427dcd479290a3b01b373777c0cfc016c910167f2695d683ef9f9c5a25a7af40	2026-07-27T19:37:39-04:00	NO	NO	NO	NO	1	selection_or_ownership	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/STATUS_LEDGER.tsv	7452054a8bd6c78a001cffcbb778a6fbcee9daaea5193cfca9b482db6f9d5249	2026-07-27T19:48:51-04:00	NO	NO	NO	NO	3	selection_or_ownership;supplied_conditional	F06_OBSERVER_PAIR_AND_STATIONARY_BRANCH	OPEN_DEPENDENCY_ALREADY_STAMPED	RELATIONAL_DEPTH_LAW_EXPLICITLY_OPEN	These families already distinguish the abstract character, supplied endpoint potentials, path arrows and the conditional stationary Killing owner. Their exact results survive with delta_K=log(Np/Nq).	Reuse within the stated typed/stationary scope; do not promote endpoint exactness universally.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
