source	immutability_class	forensic_occurrences	operational_occurrences	candidate_targets	root_basename_occurrences	qualified_suffix_occurrences	source_sha256_at_base
native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	0	2	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc
native_action_arm_c_2026-07-18/LAUNCH_SCRIPT.sh	HARD_FROZEN_SOURCE	4	4	CANON.md;udt_field_equations_derivation_results.md	0	4	1b57d681fdd49a216bdc726e2debac2a79f0bc09c891ac6b8f4f5a8ab9624dc9
native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	HARD_FROZEN_SOURCE	84	84	AUDIT.md;CANON.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;F2_matter_action_forcedness_results.md;GR_NUMERICS_RESEARCH_2026-06-29.md;LIVE.md;PROVENANCE.md;TRACTABILITY_ROUTES.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;cognitive_corral_triggers_results.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md	52	32	9fd7b15007125cb94a9cc621c189997065aa05cff1c733ee59d461ba9dfb5b14
native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	44ef90293f3ade58c1b58186602a8ae3ec2d18efe85d28da1acee4a64f479317
native_action_stage1_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	93c137b21c50f7f1126b2d3f8c939a56ce656f728cecdaa77b9d7a8bbe67a2fb
native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0
native_action_stage1_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	dc5a4526b7bab08ce537a1baa29c9189609ab99f40d074a299a77da8e30c3004
native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0
native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	3380ace0a38f46eaff2401213cab12aa13750be1df38f61211435caf73d6bd93
native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	39a20fe10d4d87b426e6dbe85a3086237664ae97eb9f50fc57161314e650b227
native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7
native_action_stage2_2026-07-18/arm_A/LAUNCH_PROMPT.txt	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	e0ca11ae3011d321a4b8598a2848329e4997b434e79796c450aaf5fd63c8349d
native_action_stage2_2026-07-18/arm_A/LAUNCH_SCRIPT.sh	HARD_FROZEN_SOURCE	4	4	CANON.md;udt_field_equations_derivation_results.md	0	4	f93face54d32cdaa22786d890ee99d6f74d4b8d99badeb8dfadc4fc95eb569ad
native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	HARD_FROZEN_SOURCE	431	431	AUDIT.md;CANON.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;F2_matter_action_forcedness_results.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;LIVE.md;PROVENANCE.md;TRACTABILITY_ROUTES.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;cognitive_corral_triggers_results.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md	410	21	a9e137093369780c3072ef2d30c36deeafcca4d317bba21b8267600d0b3f9ffd
native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6.md	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	8675e851e9f39f9a60130fbffc9522a1ce01a3728db8a29a54095bdef7bd9d2a
native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	a7ac3adecf2200e058b3f960d7f76c5d53e70e3d5c89004a0c4cce40d75a5a7f
native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7
native_action_stage2_2026-07-18/arm_B/LAUNCH_PROMPT.txt	HARD_FROZEN_SOURCE	2	2	CANON.md;udt_field_equations_derivation_results.md	2	0	8ba485a7041455694f5ec64fba307a66a6874d89a6efc50a9dce745a4a573426
native_action_stage2_2026-07-18/arm_B/LAUNCH_SCRIPT.sh	HARD_FROZEN_SOURCE	4	4	CANON.md;udt_field_equations_derivation_results.md	0	4	a5e57830403805980541bd3da3ba1c2c8d447bef4a4f6e9d50b47c716fd6e7f5
native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	HARD_FROZEN_SOURCE	126	126	AUDIT.md;CANON.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;F2_matter_action_forcedness_results.md;GR_NUMERICS_RESEARCH_2026-06-29.md;LIVE.md;PROVENANCE.md;TRACTABILITY_ROUTES.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;cognitive_corral_triggers_results.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md	110	16	e56c5196e6aaf23da82dcf6a8acf17d2bcfb3921e4b19612dfc3f6c96bd34172
native_action_sync_audit_2026-07-17/round1_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	15	15	CANON.md;LIVE.md;udt_field_equations_derivation_results.md	15	0	bc2c1ab6f9963c15d5e083b225d3a0d880dfff402ea2f35bb32dcc4fc804176f
native_action_sync_audit_2026-07-17/round2_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	34	34	CANON.md;HANDOFF.md;INDEX.md;LIVE.md;udt_field_equations_derivation_results.md	34	0	97bf7e29ac97f3cb034d02078dd9463d36d26f82cc768139a66f22e72a3498ee
native_action_sync_audit_2026-07-17/round3_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	18	18	CANON.md;HANDOFF.md;INDEX.md;LIVE.md;udt_field_equations_derivation_results.md	18	0	91e52fe95bd005d844171f63ed61affa5583f8b36bfa4e8858aa731cd367f2f3
native_action_sync_audit_2026-07-17/round4_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	18	18	CANON.md;HANDOFF.md;INDEX.md;LIVE.md;udt_field_equations_derivation_results.md	18	0	ac3cc3c559aa3c9172b37f7ca4b71fcd8e9d9e7f3de36e1f7eb85fe7a2945d3d
native_action_sync_audit_2026-07-17/round5_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	25	25	CANON.md;HANDOFF.md;INDEX.md;LIVE.md;udt_field_equations_derivation_results.md	25	0	7ceadb615144326fbcab6afe485e64f507c8b181a5ce10537d7be2821b736833
native_action_sync_audit_2026-07-17/round6_final.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CANON.md	1	0	41b49d93ce05e806d348ef10ff2f70201c95c3184bae4e5488dfe334d72e0cb4
native_action_sync_audit_2026-07-17/round6_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	24	24	CANON.md;HANDOFF.md;INDEX.md;LIVE.md;udt_field_equations_derivation_results.md	24	0	3d45cda6de94832e597d96337170e79f65dd87fb1b7b3328868c36c21291b86d
native_action_sync_audit_2026-07-17/round7_final.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	3	3	CANON.md	1	2	ad0af2efaf49f01ddaa6b99b029a474eab644bd7ba6758276478a8a932ba365a
native_action_sync_audit_2026-07-17/round7_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	53	53	AUDIT.md;CANON.md;HANDOFF.md;INDEX.md;LIVE.md;PROVENANCE.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;external_input_notes.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_field_equations_derivation_results.md	51	2	70998f26c25639e1e6327065a13d4cb78a63e484af07186b0859e9f32b36e279
native_action_sync_audit_2026-07-17/round8_final.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	5	5	CANON.md	3	2	202fa6f1552ccf1e63629c24a2cacdd671819ca76c26c484c65780cf77be3271
native_action_sync_audit_2026-07-17/round8_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	65	65	AUDIT.md;CANON.md;HANDOFF.md;INDEX.md;LIVE.md;PROVENANCE.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;external_input_notes.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_field_equations_derivation_results.md	63	2	e53ac04fc0de235d1cdbe5b5bcd8506d1007204ddbd7d896d56edbe4bc6fdb55
native_action_sync_audit_2026-07-17/round9_banked_final.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CANON.md	1	0	af414263e730afd6c4e448047eecbe0ab8e725b73ed499950a0a1c95759c4c12
native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	48	48	AUDIT.md;CANON.md;HANDOFF.md;INDEX.md;LIVE.md;PROVENANCE.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;external_input_notes.md;native_stabilizer_results.md;ns_scan_results.md;ns_scan_verifier_results.md;relativistic_metric_rederivation_results.md;seal_junction_condition_results.md;solution_space_map.md;udt_field_equations_derivation_results.md	48	0	067fff3c30dd235041b393e91643132d4b64b358d6cd129433dc93b5a434db0b
native_dilation_weight_derivation_results.md	HARD_FROZEN_SOURCE	2	2	relativistic_metric_rederivation_results.md	2	0	07a03015b74f072d1710316e4554e513a4bffc587326885a0efffc03775bb5d9
native_hopfion_route_MAP.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CANON.md	1	0	360122f58ad563fa0671d4ea09dcd6556a2444686bfb744b316956f50cf01b1b
native_stabilizer_results.md	HARD_FROZEN_SOURCE	1	1	native_stabilizer_verifier_results.md	1	0	c818b7de35cea070cfb963089f4df2b1dc0c1b858735766759587eeba4d99389
native_stabilizer_verifier_results.md	HARD_FROZEN_SOURCE	1	1	native_stabilizer_results.md	1	0	74d3e388d4cbf008ba725a32f45246ca199703330c67672235de0c7dd8712d87
negative_phi_native_geometry.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	2	2	negative_phi_native_geometry.md;udt_canonical_geometry.md	2	0	5d42d320946d611be360eb0910aa16802211577a0438661b9eb1c2b18a30e4b3
negatives_premise_sweep_2026-07-03.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	NEGATIVES_REGISTRY.md	1	0	e3d90bd450dd96b133b5a6cb63421589aeb8c76594d8fe62904899a24e3e5f85
noNull_hess_h2fit_log.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	LIVE.md	1	0	716d1fc61f77c55e155eb837a70d64374652ab4ae491fc7bd4052634fe53d17d
no_selector_audit_results.md	HARD_FROZEN_SOURCE	3	3	angular_lagrangian_results.md	3	0	a9090655f52f9c73a2d428c0eb23623a96c559d1f6baa847d378b4a9230e4a3e
node05_seal_parity_regrade_results.md	HARD_FROZEN_SOURCE	7	7	CANON.md;F4_seal_boundary_MAP.md;seal_junction_condition_results.md	7	0	74607c0edc00866686fe155dfae8032511f0138713bada3cd871575c9bae9520
node1_seal_spin_verdict_results.md	HARD_FROZEN_SOURCE	1	1	angular_lagrangian_results.md	1	0	de598bec4192559fb79ca999ea91d71a9ecbc9f171c2cd0f243ffb366ddcb3d1
node_H1_hopfion_compactification_results.md	HARD_FROZEN_SOURCE	1	1	CANON.md	1	0	2ee5874db4c7911a9e0dc09ea92661f9670065b4bb06a0657a45414e3104a4c6
nonstationary_opener_results.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	pde_p1_results.md	1	0	1347caa34e9cb868246e77dd5e565f37eb3017a0674bd98717ceb46b2d8f8836
ns_scan_results.md	HARD_FROZEN_SOURCE	3	3	CLAUDE.md;nonstationary_opener_results.md	3	0	a2e2936ce97bdb95055fdc22d02e3aa5eb55dbc2a9d9545040eb4f5b28e1784a
p16_phi_sourcing_decision_note.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	LIVE.md	1	0	6c0bec7b0708fb0c1fcacca55cdd016bf19c75d9dccc63fc53f0127ef8525dc7
p1_VERIFIER.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	p1_VERIFIER.md	0	1	297c0d8fd02e79f031d3bef3bc8ac1622bb0b97e05ac2b622d5394beae6d5245
p1_purity_harness_results.md	HARD_FROZEN_SOURCE	1	1	P1_PURITY_HARNESS_MAP.md	1	0	a1682e6622930c5064acef7af65b8b726c8fc5dc5afccc6bd7a37cf20d104e0a
p1_residual_general_einstein.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	D1_FIX_DESIGN.md	1	0	7ad1bb9cb96290272458ab19b3b04677946d7aa414e0a5ec96e57b35e2ab550e
p2_matter_fullmetric_results.md	HARD_FROZEN_SOURCE	2	2	CLAUDE.md;p1_VERIFIER.md	2	0	0e561abee1148c8b1eb6790864a3d3579c9f577162830812cadee52430c0dd6c
p2_operator_from_action_results.md	HARD_FROZEN_SOURCE	2	2	CLAUDE.md;LIVE.md	2	0	6405129efc37d4f1843e4d5d148797ca217d784826f35471437519f619235ae9
p3_VERIFIER.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	p3_aphi_coupling_results.md	1	0	6a8614a4861a4f8acd805c96cd99aea58b9d2ad1f97e3059c9d9f1f411e7afb4
p3_aphi_FIX_results.md	HARD_FROZEN_SOURCE	2	2	p3_VERIFIER.md	2	0	456debd7a51efbead5b23c0acdfdb3298df5db1bd15eda6d753a226a1639b3b6
p3_aphi_coupling_results.md	HARD_FROZEN_SOURCE	3	3	p2_VERIFIER.md;p2_matter_fullmetric_results.md;udt_field_equations_derivation_results.md	3	0	15025ccb8055ce20de6fc5b29cdc6a2ee99562e1380dff9880ee835f3a580a98
p3_discipline_skills_results.md	HARD_FROZEN_SOURCE	6	6	CLAUDE.md;LIVE.md	6	0	8d20526d864fca72627d330b633579fe79ad965dadae67f8d2308e7865659907
p4_VERIFIER.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	p4_time_live_results.md	1	0	d79cf4a1f3ead7c0a8ee704179ca6191fab9fbd968374c44f4f907d4169985fb
p4_cross_model_verify_results.md	HARD_FROZEN_SOURCE	4	4	CROSS_MODEL_VERIFY.md;LIVE.md;matter_regrade_derived_operator_results.md	4	0	d4f5cbeb6e79df2e83242e39e46da995dfcceb613b74c8d74244dfa19cf651ca
p5_live_state_shrink_results.md	HARD_FROZEN_SOURCE	21	21	CLAUDE.md;HANDOFF.md;INDEX.md;LIVE.md;STATE.md	21	0	53097c8d7f45bba9dfe4ffa414a85955f7e7469de63a95acbcea39f9c2ccf0f9
p_domain_closure_attempt_results.md	HARD_FROZEN_SOURCE	2	2	negative_phi_native_geometry.md	2	0	82b595d6ba312691ce27865f1c7758c1f4b6431c24fb1ddf32055ec311832e8c
particle_spectrum_native_geometry.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	negative_phi_native_geometry.md	1	0	3c49c3f6e8965c4ec81e3d7ebc36f43399bcf3551c7ba8ccc1adce20ea94128b
phase2a_rotation_results.md	HARD_FROZEN_SOURCE	1	1	phase1_geon_results.md	1	0	9e6e5bc4a9a02047c059d99faa9038bb3293d062552147f2ca76583a38cc2210
phase2b_ensemble_results.md	HARD_FROZEN_SOURCE	1	1	phase1_geon_results.md	1	0	a1082b1658311220e9047c62e376f8922c720648b44bdf1ab6ff0290844925db
ponder_emergence_directions_2026-07-04.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	2	2	CANON.md;LIVE.md	2	0	b889acdfba8871933850f43619b9ade064c4cb34985b3b54f0e1e482d8c828c1
pre_native_era_census.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	9	9	AUDIT.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;GR_NUMERICS_RESEARCH_2026-06-29.md;TRACTABILITY_ROUTES.md;cognitive_corral_triggers_results.md;exterior_cavity_results.md;kap8_characterization_complete_solver_results.md;solution_space_map.md	9	0	de9eaa2b4804c61465f837c771fd639357da8074891505d33d973033803ab2ec
r1_route_fork_native_derivation.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	4	4	native_dilation_weight_derivation_results.md	4	0	dd8d84bf68cbf40e6fcdbbb3de8244089feed83af3a48634a721740728e951f9
r2_final_cas.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	native_dilation_weight_derivation_results.md	1	0	9f5f05d5ff329d9c46e5f473cebe54ee57a86429474fc461ef40303b35117d94
r2_prereg_s_cas.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	native_dilation_weight_derivation_results.md	1	0	10b5329f4a88e673f955c61d74fcbdda438f1b1101fd8e76fc83fe5117f5e515
r2_prereg_s_dependence.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	native_dilation_weight_derivation_results.md	1	0	80debed3da89cc92f816046f5587452f9fb1f9623198ff73137ca5d8bb9d477c
regrade_S2_defect_2026-07-04.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	12	12	CANON.md;LIVE.md;NEGATIVES_REGISTRY.md;native_stabilizer_results.md	12	0	b6a56829341c14e3e4d5ba1abfb37b40487e2c4b276108a10e2a5e55861bf3ab
reorganization_r0/DEPENDENCY_MAP.tsv	HISTORICAL_SNAPSHOT_SOURCE	3549	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;QUANTIZATION_MAP.md;SOLVER_INTEGRITY_UPGRADES_SPEC.md;STATE.md;STEP2_timelive_matter_MAP.md;TRACTABILITY_ROUTES.md;angular_completeness_results.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;cognitive_corral_triggers_results.md;dimension_ladder_null_audit.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;legacy_hadron_survivor_filter.md;lepton_ladder_falsification_contract.md;mass_emergence_canonical_geometry.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;measure_fork_results.md;n_derivation_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;native_stabilizer_verifier_results.md;negative_phi_native_geometry.md;nonstationary_opener_results.md;ns_scan_results.md;ns_scan_verifier_results.md;open_domain_discreteness_results.md;p1_VERIFIER.md;p1_purity_harness_results.md;p2_VERIFIER.md;p2_matter_fullmetric_results.md;p2_operator_from_action_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p3_discipline_skills_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p5_live_state_shrink_results.md;p5_solver_survey_results.md;p_domain_closure_attempt_results.md;particle_spectrum_native_geometry.md;pde_p1_results.md;phase1_geon_results.md;phase2a_rotation_results.md;phase2b_ensemble_results.md;relativistic_metric_rederivation_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;sector_weight_spectral_probe_results.md;solution_space_map.md;sourced_second_jet_results.md;tier_d_round2_results.md;tier_d_round3_results.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md;udt_gravity_sector_rederivation_results.md;w2_uncovering_results.md;w3_results.md;w4_results.md;w5_results.md;w6_results.md;w7_results.md;w8_results.md;w_alg_results.md;w_stiffness_results.md;w_whole_results.md;weld_interface_mode_results.md;weld_status_results.md;weld_two_sided_results.md;winding_amplitude_gauge_derivation_results.md	3527	22	ad32e0f5f52dd4df1fd68eb1899f437449fdb00257e5687a32ce3941643266bc
reorganization_r0/DEPENDENCY_SUMMARY.md	HISTORICAL_SNAPSHOT_SOURCE	13	0	CLAUDE.md;LIVE.md	13	0	b0b14989a8b56bd7830e1cd36dd98f9310dc00d7e18b66607c8e7207fb36effe
reorganization_r0/PROPOSED_DIRECTORY_TREE.md	HISTORICAL_SNAPSHOT_SOURCE	16	0	CANON.md;CLAUDE.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md	16	0	3971a782ce0bbe0ca374d06c8bfcaabf3110238f3d89237566856122f725ad62
reorganization_r0/R0_AUDIT_REPORT.md	HISTORICAL_SNAPSHOT_SOURCE	5	0	CANON.md;CLAUDE.md;HANDOFF.md;INDEX.md;LIVE.md	5	0	908f0a47dc4e5f8d7dc0c7dd0751077d168adbb35efc48ec6ac717c3455de43a
reorganization_r0/ROOT_FILE_INVENTORY.tsv	HISTORICAL_SNAPSHOT_SOURCE	814	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;QUANTIZATION_MAP.md;SOLVER_INTEGRITY_UPGRADES_SPEC.md;STATE.md;STEP2_timelive_matter_MAP.md;TRACTABILITY_ROUTES.md;angular_completeness_results.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;cognitive_corral_triggers_results.md;dimension_ladder_null_audit.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;legacy_hadron_survivor_filter.md;lepton_ladder_falsification_contract.md;mass_emergence_canonical_geometry.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;measure_fork_results.md;n_derivation_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;native_stabilizer_verifier_results.md;negative_phi_native_geometry.md;nonstationary_opener_results.md;ns_scan_results.md;ns_scan_verifier_results.md;open_domain_discreteness_results.md;p1_VERIFIER.md;p1_purity_harness_results.md;p2_VERIFIER.md;p2_matter_fullmetric_results.md;p2_operator_from_action_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p3_discipline_skills_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p5_live_state_shrink_results.md;p5_solver_survey_results.md;p_domain_closure_attempt_results.md;particle_spectrum_native_geometry.md;pde_p1_results.md;phase1_geon_results.md;phase2a_rotation_results.md;phase2b_ensemble_results.md;relativistic_metric_rederivation_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;sector_weight_spectral_probe_results.md;solution_space_map.md;sourced_second_jet_results.md;tier_d_round2_results.md;tier_d_round3_results.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md;udt_gravity_sector_rederivation_results.md;w2_uncovering_results.md;w3_results.md;w4_results.md;w5_results.md;w6_results.md;w7_results.md;w8_results.md;w_alg_results.md;w_stiffness_results.md;w_whole_results.md;weld_interface_mode_results.md;weld_status_results.md;weld_two_sided_results.md;winding_amplitude_gauge_derivation_results.md	806	8	3c52fd29e40fd1296168c2c6b6fff5df64dfc2c43a44bbb0aec1d5393a0c00f3
reorganization_r0/ROOT_RETENTION.tsv	HISTORICAL_SNAPSHOT_SOURCE	18	0	CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md;STATE.md;dimension_ladder_null_audit.md;legacy_hadron_survivor_filter.md;mass_emergence_canonical_geometry.md;negative_phi_native_geometry.md;particle_spectrum_native_geometry.md;udt_canonical_geometry.md	18	0	79a8a771a35a99e4a1d0ab986c054ca25d323789f9d6da28adfd6f3fc2accd8b
reorganization_r0/build_navigation_outputs.py	HISTORICAL_SNAPSHOT_SOURCE	8	0	CANON.md;CLAUDE.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md	8	0	89d583badbf3a37be578abe7943d37e3823708aad79202cbb59a78044935334c
reorganization_r0/build_r0_inventory.py	HISTORICAL_SNAPSHOT_SOURCE	14	0	CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md	14	0	f640a0fe568a811eeac13df11ba54279c983c7d4a3217f38f16844d32682aa46
