stratum_id	shell	coordinate_time	phi_gradient	angular_shape	shift_value_rank	angular_first_rank	shift_first_rank	collective_Hessian_rank	constructive_attempts	classification	status_replicate_0	status_replicate_1	flat_attempts	pair_screen_zero_attempts	tidal_repeated_attempts	tidal_repeated_nonzero_attempts	curvature_operator_ranks
P02S08220	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08221	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08222	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08223	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08224	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08225	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08226	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08227	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08228	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08229	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08230	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08231	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08232	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08233	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08234	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08235	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08236	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08237	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08238	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08239	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	0	3	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08240	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	3
P02S08241	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08242	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08243	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08244	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08245	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08246	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08247	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08248	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08249	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08250	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08251	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08252	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08253	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08254	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08255	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08256	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08257	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08258	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08259	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	0	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08260	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08261	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08262	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08263	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08264	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08265	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08266	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08267	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08268	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08269	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08270	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08271	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08272	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08273	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08274	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08275	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08276	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08277	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08278	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08279	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	1	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08280	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08281	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08282	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08283	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08284	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08285	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08286	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08287	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08288	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08289	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08290	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08291	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08292	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08293	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08294	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08295	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08296	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08297	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08298	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08299	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	2	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08300	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08301	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08302	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08303	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08304	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08305	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08306	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08307	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08308	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08309	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08310	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08311	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08312	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08313	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08314	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08315	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08316	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08317	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08318	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08319	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	1	3	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08320	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	3
P02S08321	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08322	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08323	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08324	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08325	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08326	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08327	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08328	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08329	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08330	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08331	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08332	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08333	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08334	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08335	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	3	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08336	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	4	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08337	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	4	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08338	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	4	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08339	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	0	4	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08340	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08341	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08342	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08343	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	0	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08344	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08345	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08346	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08347	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	1	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08348	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08349	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08350	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08351	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	2	8	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S08352	1.0	DYNAMIC_4D	SPACELIKE	DIAGONAL_ANISOTROPIC	2	1	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
