path	artifact_class	primary_alias_occurrences	alias_occurrences	ownership_term_occurrences	explicit_nonowner_occurrences	disposition	blob	sha256
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	3	5	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	18a5f7d4f6271655ca0b82e9826cd9d6afe823c5	9ea7348cca1f6200769908083f0a548aa03f95911d32e7b8c72b1ec501f2a80f
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	5	5	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	e29c93192c53f770644b9ad412551f2f1230d6cf	bc12d74d4f28bacb9764f26604bb667085dd2d359f6fdb19059bf715d09e07f6
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/EXTERNAL_REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	3	3	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	607a7e3bf843fd8b5b82ade6376d9b9426d63e7d	c77c3ee351ab1b2e6dedddf0a9f81e83b4b7bce60e92c53bfffd73b76ad5fc27
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	799f8d5aa6203c6173f69edb94e5230c7e3fb974	37dd3812914dc1c140a74a6eeaa9a29fce8e70b985c02ff65d8c0e3202f065c9
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	4	6	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	905ca19cf094e8b19ff6c16c09ce9438188c4d51	ab78a29bd28cda44ac362fb8ca7d06406ae32322976ac50e1acd73d8373ec765
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/derive_normal_holonomy.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	99fd5cae95da6a531593b299851d54e0c0b75c29	444fe9f770abd0f88eb919bc5afcdfdc47469f07f697cd272e8ac37f1c36e157
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/verify_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	3	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	4dc13c81865a90e3b238ad461ebd17e4313b9d96	487e9209bda74958b742cf6d6c44fb79763170fad82aac1c04ff542b656d4f1d
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/verify_normal_holonomy_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	73e3d8bec31dc56ae4a9c2f026c9e2773418e798	95588b66033f136f920dbb96e17c2e4f44a8eee0e5afde9b1233393f5da1babc
udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/verify_repository_gates.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	487650e5834c16edb995e8d224fabb51df93360e	5ba81c39b5145f90f4c079d0da60e66b169a542cb298bec8ad1750fdef7c5ae4
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	3	7	0	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	851d14e4d5dfdbd3176cc8ed1dcbeff7033a8a86	c87561e10fe90b1a4df173e95175ddceb78681314e72c0838f9a15cfa0814fe0
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/COMPLETENESS_MAP.md	RESEARCH_OR_EVIDENCE_PROSE	3	5	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	90ad2f3968b1dee86fc6cff7c02eff7cffee0ceb	407c1014c7e017b2bf7d2d2b8eaaf6d9b2b3db3fac5e7db1bcf57b950e62e98c
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	1	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	bacc1cdfdf8d39a74b89cf61a17f34208dbf06c4	f789f2196b451a0e9d9d530d7b436800ec3ea17c273a410ffc56c1e03a12aa50
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXTERNAL_REVIEW.md	RESEARCH_OR_EVIDENCE_PROSE	2	4	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	0030e49b7b2cf31ac24913792865dc7825e921d6	3afbef65015b5849e00cefbbf892ffd49b4c9cb806094f519eb7347cdd7f57c1
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXTERNAL_REVIEW_RAW.md	RESEARCH_OR_EVIDENCE_PROSE	2	4	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	90c55f1e4c21258c88dfcef2fdea92448ce2ba02	395c069f60b0f1d4018a2080e9ecb7bb12b4efbbdb6b167064a80f0b6dff0213
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	2	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	48be6dde902ad72368315120a225b2e696d8b125	813f3ef559b40e06f2bf9e369ebd725c20334a154f404051206e7122e7222818
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	4	6	2	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	fd15b8936498dc0c9b7177ccae69fe80ee5f7b88	8d6ff5c9ce0cbabf7dee68eeb36612bea6ac2e1769e3ad0d92d8de22b59d6bd6
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	e5428d2420a5504881db3d1b0fdc8f526bc53283	0d289956a22bd80eb74e8404f18661aa7bcf552f99e6a93c9978fb9700193a24
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/derive_path_labelled_connection.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	85b550174c5db1a39bb12948c1bb7d30ae394729	478e154c4320b7c03569a2274bc5c0826f1aa6f64f0d0850f6afb3121017d7fa
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/verify_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	4	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	f7c9ef0831aa9085c5b8925062e74c7e2007e8d4	51e5c2d716dd25b0007ba0d0373ddc8c95bce0fbfa4799b3fff15508e5133080
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/verify_repository_gates.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	54ac1b71f1cc107a154a8541a8079507f9f1f2a4	8b91017b42b0a6d7c946f77a9a0d8993a69ede8089e3af2cd995214d6374bd00
udt_reciprocal_plane_projector_audit_2026-07-21/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	2	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	f7ffb1a821aa7bd3fac467999301a2265110ed57	755c5f92664bd044056b9bb5809d7886e7b2374d70c4371ab9c190d8906b671a
udt_reciprocal_plane_projector_audit_2026-07-21/WITNESS_CLASSIFICATION.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	2	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4143145a69310a323827e7d98429acbceca749fe	5ab26c75fe7db34ebfcfa6c4b803dfc200cc48e4bcee10b17b38174ba3b6b617
udt_reciprocal_plane_projector_audit_2026-07-21/verify_reciprocal_plane_projector.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	7407ac2b867efefaa0a03e5a214e147964670050	039eab9dbd71156692db944d47f05c1c3502231cd85d107c4a2719414418a91a
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	3	5	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1c894c911f37d962776b5aa5a55fde163c925ed5	c398879f1d0c5b80bd10076990f851897bf2b4311c5a61ee98c67271e70ffbf4
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/CATCH_PROOFS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	7	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	a75eaf3e0e3cf62b22bc4fa3a902d52622be345d	c96294d0c50cd311896041b0c855acd2c9acbed7db6ffea2c29862eed8f98e8b
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/COLD_REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	213f7ef1a4dfb0111bb416f903c05e621c7f4321	e729a3c5f7169ea4b5060ca692d66462a67fa6ed713b535a1aef2976b5a5b55a
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	4	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	8c13ecaa3cc4af9c8d2517ea0ae28fca4ac918e1	20115f6d16f890367c16c96bbd3ca236584368cde18fc9e05ee176f24760cbd1
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	3	5	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	fed12c71b30a3a1a1bb412e882643ef3135eca9d	6fd2a2d4167b92ac62b060479fa8d6e5faf0f080a1f6a63b861cfff8f095b412
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/EXTERNAL_REVIEW_RAW.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	0d7507a412befc2b9631f5b7afae2e5fb71e9727	7e269caa75484b7337166bf439123600981514409bd81b8912d2de075f1fcb1a
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/FALSIFICATION_CONTRACT.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c23f7d3b5ff67c1571c6f3f27add680c9da19cb0	bb0c804f6379a8e5b60d354ffc7945a017db863c2c87533a637255bee2682ed3
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	7873277d8e070511f2a44f229e8680cf28bd6124	693777c05d62db53218e8e317153a29cfc16c5e8a0a1c72224cd4da5ad8885ac
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/PREMISE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	8b6f0741d38e0669456e754e09bd49dc0d6ba37b	60c089e2839964f05d0309eec25d5367233e8db6752d8099506836b3274d718c
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	6	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	8eccf5dfb46ba3d583845c4f7ac4c764fa995f97	5020162f7dcd7d9777238eeaf46e67e37e5ce0776183c711b5ef0f42050a899a
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/SOURCE_MANIFEST.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	9aaa3aa03c0b8f1df04e14d726d4a3408a8675df	4a9b6b4d3aa0329ead809ae7ede12304e07f389af132807687e16ed48fe264b2
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/SOURCE_SCOPE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	47df4fa9f286df99a7d24447685b5f16a80c99f8	61cef89d2c587865db452314227d4b46cc005fa0b0ec4cbcb9d931aae07fdfb3
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/derive_descent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	5	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	40b63ce76fb0da5a16bb407a9d8b42f306cdf31b	8d84023ded430e62d697203e9a4394bcc44240fc9d8c4ca83b44beb0534f8b35
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/run_catch_proofs.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	8	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	db4d2f254109496d23b66e39b2348521fc68373d	4972b7e223b55be1ec6f6b3e040cb53e7710cf64b28d4196ff2084e0d54fc539
udt_reciprocal_seam_descent_audit_2026-07-23/FRESH_ADVERSARIAL_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	1	19	123	101	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	860d9a369f911209a1b5740ccfb0ad1c8c22afcc	bf97d2b216eef2bd3dce749c0d2d608e319a379ba8c16eedf942c260e89b7901
udt_reciprocal_subbundle_ownership_audit_2026-07-22/EXACT_WITNESS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	2	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4bddbd22adc6628b60b297fdde38f2401788de11	eb3b135ce164b2dfb77e84493acf9d95a67b325817fb8e7e4305b3f4a7f7accb
udt_stability_foundations_audit_2026-08-01/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	61b9d0af88a1bbd969a83db3131921095e7c1ad7	8eebb99176e07430ea9d82f763b0079cbec28377a0be96a893aa462655e5d0f0
udt_stability_foundations_audit_2026-08-01/DERIVATION_STDOUT.txt	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	f4b22d03cfb0c661ce2e46411b80547b0e58fcc6	77fedd8ece8c888087a6e893353ac7a668a3b04ea41789c527c394a10bee91f8
udt_stability_foundations_audit_2026-08-01/FIXED_REALIZATION_GATE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	2	2	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	02a9885e24c42917bc8d841d28983a9b83a19147	5dd531aea0adfb78aab84b246441513825ac07d81a6c7e0ee730f580f2ddbde9
udt_stability_foundations_audit_2026-08-01/STABILITY_REQUIREMENT_MATRIX.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	3	3	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	54ced5855e7a16ec8febbd5cf64143a06c5c0006	2ac9eb59e08807b3c713c5a54203fe936c24e358076bddc4b1473bffe74643e0
udt_stability_foundations_audit_2026-08-01/derive_stability_foundations.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	9	6	6	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	8cd7b8dbb21f82b85c2cbda82762688751bf0b69	4bfe6630a271e0e4bcb133f766de5151d882df507372da44716bd8e23ccef264
udt_torus_bundle_full_screen_witness_2026-08-01/COMPLETE_WITNESS_CENSUS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	45afb33b95e9e520e9ce3be616b1233dd8330a53	3ac0fe0d2bdc225a5553485b2d18e61193b3903ea9c93331beb2cb1774a2332b
udt_torus_bundle_full_screen_witness_2026-08-01/INVARIANT_SCREEN_STRATA.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	2d1376b15012cb2a5c13c7c7b37be8f89fdd3a3f	245c8d7ebe28f81fb3ec576ddc2253dfb6655c95bc7a53e0ee9719d6b2c691dc
udt_torus_bundle_full_screen_witness_2026-08-01/LATTICE_BASIS_COVARIANCE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	efd599faf315cd4c733f597d7d939748317b3c4a	5230033b44708e9c428410da5fbc427e1eefba7bc8d86d9df59aba56dfee7ce6
udt_torus_bundle_full_screen_witness_2026-08-01/METRIC_CONGRUENCE_FIBER_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	eebc2dfc578561a8e81392a21660045c93864c52	226a214003d227401402ed236b29a4813b7cd0b56e61374b7cdc720852712f97
udt_torus_bundle_full_screen_witness_2026-08-01/MONODROMY_CANDIDATES.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	137463f16faac8e9e4d68854e442e3a21096fec9	52f41c5b5e605283aebeefea996acfa0cd3fb1d01a5d9830182e9ae0db6c9fd3
udt_torus_bundle_full_screen_witness_2026-08-01/PROJECTOR_DESCENT_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c5e235adb392754a50375e31c97285d7573e6246	b226ccfdb93e4df5e359fbf664720f4676289f1332d913d6f03a2e9925edff75
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	7	13	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	5028e027756c3299db9b7443dac82a4f63e81cf2	284b39437d484df81eb990651d7910eb48f4dda71820683d1a9c3f3da4c46ae3
udt_twisted_s3_killing_algebra_audit_2026-07-27/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	3	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	d3a6cde0298c8f7b5d4556c237a5c60340fac533	9f4b70236168a4e46298f688b3d42b23f6760123bf238041a008110c71f932e1
udt_two_frame_regime_metric_limit_audit_2026-07-22/TWO_FRAME_ROLE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	4208cd4ba4011d812d43d8fb0a2406866bfb9a5b	1a3bcf74e62a5a6791f7a31c384c6693802f231bf755ab38a637b9ba2c11ccd5
verify_current_scientific_premises.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	34	34	2	3	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	b9bc877713a5f395c27d59f4ac3a119a91b3b8ff	cacfb8170fc04bc7f8e853e49baeff115bd54c64ace63c3802d042d7dd7c22e7
