path	first_commit_date	first_commit	last_commit_date_at_base	last_commit_at_base	last_commit_subject_at_base	git_blob_oid_at_base	sha256_at_base	size_bytes_at_base	selection_reason	r0_classification	current_frontier_target	forensic_occurrences	operational_occurrences	operational_root_references	hard_frozen_root_sources	runtime_or_unknown_root_sources	editable_root_sources	prohibited_dependency_edges	prohibited_dependency_categories	unresolved_dynamic_touches	destination	destination_collision_at_base	supersession_excerpt	classification	family	rationale	affirmative_evidence	move_authorized
pde_p1_results.md	2026-06-11	039a0dfdd7d285129592e858c796ea1f9a27afe3	2026-06-11	039a0dfdd7d285129592e858c796ea1f9a27afe3	PDE P1 verified (61/61): static angular cells eliminated by theorem; solution set = spherical only; the fork is nonstationary vs native w-stiffness	b3ae3993c38d66040e41404635eafeb768b53689	08bbb3fa33177dbe4b6a6832c2360903bc542b203444a34e24ff3db2bc0d742f	6646	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	59	15	15	-	legacy/root_oneoffs_2026-07-01/w3_locus_maps.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeA_enlarged_class.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeB_forced_completion.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	NEGATIVES_REGISTRY.md;STATE.md;nonstationary_opener_results.md;rescued_workspaces/2026-06-11/README.md;udt_canonical_geometry.md	0	-	0	archive/pre_2026-07-01/pde_p1_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
phase1_geon_results.md	2026-06-18	80f5d63564416db022db94b68bf1b7f22f392173	2026-06-18	80f5d63564416db022db94b68bf1b7f22f392173	Phase-1 geon BANKED (blind-verified a955621e) = OUTCOME B: a single bare l=2 vacuum geon is box-controlled + carries no positive mass (not a particle)	d12df10b33bca964a42581c4880372b7d0a0989e	e21621a8d714b403f9a0cfd724876da11da0105644383afe769354ff94657c5a	18813	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	32	6	6	phase2a_rotation_results.md;phase2b_ensemble_results.md	-	H4_backreaction_mass_MAP.md;NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/phase1_geon_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
phase2a_rotation_results.md	2026-06-18	d58d67283b23c78092dd32176d26b87f5e823619	2026-06-18	d58d67283b23c78092dd32176d26b87f5e823619	Phase-2a (rotation) + 2b (ensembles) BANKED (blind-verified a80a2ba): both clean negatives -> bare-vacuum phase COMPLETE, Einstein demands a source	b3cb4521b389442882676c2daf8c73cbaa753298	9e6e5bc4a9a02047c059d99faa9038bb3293d062552147f2ca76583a38cc2210	17496	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	21	3	3	-	-	NEGATIVES_REGISTRY.md;microphysics_reentry_omega_reframe_MAP.md	0	-	0	archive/pre_2026-07-01/phase2a_rotation_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
phase2b_ensemble_results.md	2026-06-18	d58d67283b23c78092dd32176d26b87f5e823619	2026-06-18	d58d67283b23c78092dd32176d26b87f5e823619	Phase-2a (rotation) + 2b (ensembles) BANKED (blind-verified a80a2ba): both clean negatives -> bare-vacuum phase COMPLETE, Einstein demands a source	04748b0e5f4c786ef8405417fb2f7d5e8f8a68b1	a1082b1658311220e9047c62e376f8922c720648b44bdf1ab6ff0290844925db	15612	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	20	2	2	-	legacy/root_oneoffs_2026-07-01/phase2b_cross_and_box.py	NEGATIVES_REGISTRY.md	0	-	0	archive/pre_2026-07-01/phase2b_ensemble_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
relativistic_metric_rederivation_results.md	2026-06-18	d7ee757b2cf25162a56f20f4645cb3ec660fb69b	2026-06-18	d7ee757b2cf25162a56f20f4645cb3ec660fb69b	FOUNDATION re-established (blind-verified): UDT bare metric structure is DERIVED from 'remain relativistic'	5d771227648abaa7c2ad0a5a05f59d84e9f0aec5	21ab4d127355089d36501560d2ec4716586064eb674a3df6541dafee931b81c5	24994	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	71	17	17	CANON.md;F8_metric_choices_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_dilation_weight_derivation_results.md	branch_operator.py;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	i_flow_hbar_clock_MAP.md;macro_phase1_metric_only.md	0	-	0	archive/pre_2026-07-01/relativistic_metric_rederivation_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
scale_symmetry_bootstrap_analysis_results.md	2026-06-21	87ae1e204fda98ae0239a36f419e24bd6b5d0395	2026-07-06	b108d492c324750b4e3fd7084ea543b4cd54a786	Live macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.	2e88bd45ccf1544139471bb35890c90c3033019c	3e2cf8e02dc37b219de5d7defe0e0c6e137e4fa9a0f8304b9cc401b58a6505c5	31339	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ARCHIVE_CANDIDATE	NO	226	9	9	F2_matter_action_forcedness_results.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md	-	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;MATTER_SECTOR_MAP_new_foundation.md;STEP2_timelive_matter_MAP.md;archive/pre_2026-07-01/P1P5_reaudit_vs_derived_operator_results.md;matter_regrade_derived_operator_results.md	0	-	0	archive/pre_2026-07-01/scale_symmetry_bootstrap_analysis_results.md	NO	> **SUPERSEDED (2026-07-06 macro-spine pass) — NOT current native canon; mine for history.**	BLOCKED	SUPERSEDED_BUT_PATH_BLOCKED	Explicitly superseded, but three formal frozen foundation results require the root path.	scale_symmetry_bootstrap_analysis_results.md:1-5	NO
seal_junction_condition_results.md	2026-06-21	2235ef450e040db86c10b83ae66164596314fcc9	2026-06-21	2235ef450e040db86c10b83ae66164596314fcc9	F4 CLOSES: the seal is not a classical quantizer -> must-quantize unconditional w.r.t. the seal (verified)	2303264c4fab3aef9c86ee97f9b27494b0032555	da4d2d4c684dbcbf97650d975de371520e487260afac8cf31e23713337797e62	18147	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	130	30	30	CANON.md;F5_critical_universe_closure_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;node05_seal_parity_regrade_results.md;seal_matching_junction_results.md	native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;archive/pre_2026-07-01/P1P5_reaudit_vs_derived_operator_results.md;archive/pre_native_coupled/D1_FIX_DESIGN.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md;d1_angular_constants_native_rederivation.md;microphysics_reentry_omega_reframe_MAP.md	0	-	0	archive/pre_2026-07-01/seal_junction_condition_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
sector_weight_spectral_probe_results.md	2026-06-10	8d3fd6ff41318745753e950727e748034cbe2c25	2026-06-10	8d3fd6ff41318745753e950727e748034cbe2c25	Add sector-weight spectral probe: clean negative for eigenvalue-ladder coupling	318d5356345f71eb427116919ac0d5eb30781471	a9ebd39897b9090d917fb4b40d850abe331c6d75889965951df598a42935f01c	9650	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	26	4	3	-	-	NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/sector_weight_spectral_probe_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
solution_space_map.md	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	CANON C-2026-06-13-1: nonstationary diagonal sector PROPAGATES in T (sign-error overturn of #22, blind-verified)	59960dca727393f68635d23d11d383af940904ec	1873da9afe8c19b28f18320532554c7116dd35858eb0de29b45095d49a046503	10178	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	MOVE_CANDIDATE	NO	90	19	19	CANON.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	NEGATIVES_REGISTRY.md;archive/offdiag_scan_results.md;pre_native_era_census.md	0	-	0	archive/pre_2026-07-01/solution_space_map.md	NO	### Registry action (mandated CONDITIONS-CHANGED mechanism; reversible)	ACTIVE_CROSS_ERA	CANON_PROVENANCE	Clean cross-era solution-space record remains explicit canon provenance.	CANON.md:102-104;pre_native_era_census.md:89	NO
sourced_second_jet_results.md	2026-06-11	2254f58917a988089c61c89603e75ce1e8bda61d	2026-06-11	2254f58917a988089c61c89603e75ce1e8bda61d	Sourced second jet: fork collapses to one physical unknown n=W_ff; weld sector is the n=0 completion by omission; closure selector derived	29b5aa335816301e840250f6121779ea4e8638ea	5c0d726697ef2a551e6f4a769b6b932c0430809072d33656d0c4598a5d30fe8d	12632	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	41	11	11	n_derivation_results.md	legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	NEGATIVES_REGISTRY.md;STATE.md;archive/w8_catalog_problem.md	0	-	0	archive/pre_2026-07-01/sourced_second_jet_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
tier_d_round2_results.md	2026-06-10	3e47c9a8e4b880a62842eaeb1bac210afcdfa705	2026-06-10	3e47c9a8e4b880a62842eaeb1bac210afcdfa705	Tier-D round 2: clean miss (740/740); wall numbers need an object, not a number	11ae0f3b96a2f53ac0641270d15b8f34d4cf7656	d388c75c04c74a84cee7a8f0ce05749af6d65394c79858b317f6edad20472d03	2479	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	20	2	2	-	-	NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/tier_d_round2_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
tier_d_round3_results.md	2026-06-11	6a76f765dc798cad86e72b4d23e8744031f1d1b3	2026-06-11	6a76f765dc798cad86e72b4d23e8744031f1d1b3	Tier-D round 3: clean miss (12/12); derived readings all give C>=1, walls need C<1	4070de40a1501bb2c2bc1b6890f97cb34b7c4db5	7c7f59c410df95ee33396429484135b191a62e38487b12f0a28e482051778434	2809	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	13	3	3	-	-	NEGATIVES_REGISTRY.md;STATE.md;archive/sphi0_derivation_panel_results.md	0	-	0	archive/pre_2026-07-01/tier_d_round3_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
udt_canonical_geometry.md	2026-06-10	691e04a3fbbacdaaf04e16a78e49645a22677054	2026-07-08	2239a142d209e2f29c114a76b8b86bc3ba130aa2	RESULT (verified): SNe luminosity distance is n=2; n=1 fit was an error; macro needs a matter source	1d28efbcbd3ebb5fb2486202f0e94f09169a8812	8e4f27a4e15a4ab608661ea49a5fdbc9339de0a6ea2eb9f713192a2980c705a7	1190630	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ACTIVE	NO	284	72	60	luminosity_distance_n2_optics_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;udt_field_equations_derivation_results.md;udt_no_homogeneous_universe_results.md;udt_phi_blindness_relaxation_results.md	legacy/root_oneoffs_2026-07-01/step0_bridge.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line4_secondjet_census.py;sne_test_derived_law.py;sne_test_derived_n.py;sne_test_transverse_geometry.py	CLAUDE.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;archive/DYNAMIC_SCALE_SYNTHESIS.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_xmax_homogeneity_detour_2026-07-07.md;archive/RECON_A_cosmology.md;archive/UDT_REBUILD.md;archive/gravity_sector_local_reduction_results.md;archive/horizon_cmb_correspondence.md;archive/sparc_native_force_law_note.md;archive/step0_bridge_results.md;archive/udt_active_results.md;archive/udt_field_equation_vacuum_structure_results.md;archive/udt_max_distance_invariance_FRAME.md;archive/udt_validated_results.md;archive/udt_xmax_boost_derivation_results.md;d1_angular_constants_native_rederivation.md;derived_background_and_phi_coupling_DESIGN.md;grok/quarantine_free_DA/macro_sector_fork_resolution.md;legacy_hadron_survivor_filter.md;mass_emergence_canonical_geometry.md;negative_phi_native_geometry.md;simple_metric_operator_inspiration_SEARCH.md;simple_metric_third_path_derive.md;threadB_coupled_cell_flatness_Lselector_CHARTER.md	1	STARTUP	0	archive/pre_2026-07-01/udt_canonical_geometry.md	NO	-	ACTIVE_CROSS_ERA	R0_ACTIVE_CROSS_ERA	Base inventory and current repository navigation retain this pre-cutoff record as active cross-era evidence.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
udt_field_equations_derivation_results.md	2026-06-18	ea23bb992ab9351e473f4dca5431419549d6e520	2026-06-18	ea23bb992ab9351e473f4dca5431419549d6e520	Derive UDT's field equations from positional dilation (blind-verified a15684af, STANDS): the whole modification is ONE number 'a' in the matter source weight	1e55efe544caaa6670fde9cfdb2beae306019aee	5afd8011283a6c5f930cf8a736eafc2b0e886346a4e63d4fd65b6e3ce5560c81	23092	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	434	240	191	UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md;UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_A/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_B/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;p3_aphi_coupling_results.md;udt_gravity_sector_rederivation_results.md;universe_cell_fold_jc_sigma_results.md	legacy/root_oneoffs_2026-07-01/gravity_sector_variation.py;legacy/root_oneoffs_2026-07-01/p3_aphi_matter.py;legacy/root_oneoffs_2026-07-01/running_rate_bianchi_absorb.py;native_action_sync_audit_2026-07-17/round1_transcript.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	STATE.md;archive/gravity_sector_verifier_independent_results.md;archive/udt_a_exponent_derivation_results.md;archive/udt_field_equation_running_rate_results.md;archive/udt_matter_source_MAP_results.md;d1_angular_constants_native_rederivation.md	5	MANIFEST	0	archive/pre_2026-07-01/udt_field_equations_derivation_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
udt_gravity_sector_rederivation_results.md	2026-06-18	abd8f7437b6edc578e76432b7c9cc63ee98ad738	2026-06-18	abd8f7437b6edc578e76432b7c9cc63ee98ad738	Build UDT's field equation end-to-end: vacuum=GR, departure=one number a+1 in the matter source	c47b0b7ddcc37d2eff89f29f17a733aac2d832b8	8c5c999ee992c61081ccb20f7701ef65f27f2e2b37ab1cdf5b181d2a486d5639	19509	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	35	5	5	-	legacy/root_oneoffs_2026-07-01/gravity_local_c1_vs_fphiR.py	archive/gravity_sector_local_reduction_results.md;archive/gravity_sector_verifier_independent_results.md;archive/udt_field_equation_running_rate_results.md	0	-	0	archive/pre_2026-07-01/udt_gravity_sector_rederivation_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w2_uncovering_results.md	2026-06-12	aca48d28bd1ffd7cbe54b0a06a849db74188dc62	2026-06-12	aca48d28bd1ffd7cbe54b0a06a849db74188dc62	W2 banked: the wave sector (f-weighted hyperbolic w-operator at speed c_eff, theorem-grade, rides the sonic locus), conditional interface law, continuation failure = job description, locus inversion, phi-angular pairing (1-f)<->4w_thth, cross-block S1/theta-dial re-pose forced — both arms blind-verified	e04a321d0dd3648e0f4e3dafa31b77886f024c49	eb4d9ec16a283f1d6cb87938e1444cec4c46cd5dcb1d80d2d6efe707d043f7a1	11165	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	11	1	1	-	-	STATE.md	0	-	0	archive/pre_2026-07-01/w2_uncovering_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w3_results.md	2026-06-12	a9e946b2e20ac3ac9b6502d8f15f4598cb585766	2026-06-12	a9e946b2e20ac3ac9b6502d8f15f4598cb585766	W3 banked: no theta-dial selector on C1-only (family survives unselected); endpoint upheld verbatim on D_cell, chart-band-conditional on C1-only; Delta_w interior turning surface chart-robust; chart-conditionality is structural — verifier-adjudicated, test-both carried	9d3ea2c738c65add2d15a5c554b4fa4957e2e2bb	c8190ce3029c0823d4da5303217269e72e33282f1140acf8f0c4857491bb67bc	7203	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	16	2	2	-	-	NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/w3_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w4_results.md	2026-06-12	22439dc1a1dc5d41fd96390c19b813ec9b377d91	2026-06-12	22439dc1a1dc5d41fd96390c19b813ec9b377d91	W4 banked: solution-space probe verdict — durable shaped ringing matter outside a computed kappa-band (persistence selects); kappa_s/kappa_c ~ 1.90 seal-weight proximity on 10 members; bands-not-lines theorem-grade on D_cell-ON (registry #28); trust-window coupled system marches (seal-margin artifact); VA4 truncation finding names W5 (the -2/f balance structure) — all verifier-adjudicated, hypothesis-grade labels binding	d72a5ab44ba40d9a93779f2a063f8acb6203ecfe	40819a945b878e213fb083ce4dbbc695ee81aefbeac98de6df39c5b0d54aef24	10324	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	27	5	5	w5_results.md	legacy/root_oneoffs_2026-07-01/w5_arm2_verifier2_units.py	NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/w4_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w5_results.md	2026-06-12	cf50ca80837bdd2f0ca84ab8cf95aaeca6d9d3a0	2026-06-12	d4f6477f3b0d3f37abfb1f043de938c801750f82	W5 addendum: subtracted-force coupled runs complete — kappa<0 marches (artifact confirmed), kappa=+3 f-collapses under corrected force; durability scope corrected to moderate kappa both signs	4702bcb29a3744f31f0e499a5de22b8c1653775e	2f36111e985971069d2adf4c56946d188ecedb97a10060bd1deb91efde02df31	11367	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	36	6	6	-	legacy/root_oneoffs_2026-07-01/w_alg_closure.py;rescued_workspaces/scratch_2026-06-13/w6_arm1_c_deltaw_signs.py	NEGATIVES_REGISTRY.md;STATE.md;archive/w_stiffness_push_declaration.md	0	-	0	archive/pre_2026-07-01/w5_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w6_results.md	2026-06-13	cfe875bfb0d02d2f32a4a62491ad6f051b72ec93	2026-06-13	cfe875bfb0d02d2f32a4a62491ad6f051b72ec93	W6 flux test banked: the Delta_w surface is a MIRROR FOLD, not an edge (Charles's same-minus-fixed-surface reframe, independently verified). Exact class-general identity: time row lifts det g4 on D=0 to -(r sin)^2(b-fqa)^2/[f(1+w)^2] != 0; static-slice singularity is the measure-zero crease; geodesics cross smoothly (fold); CANON-consistent finite mirrored cell. Cell-count discreteness reopens in the fold/quotient on the nonstationary phi-angular sector. Registry #30 re-amended.	ff2ff333b60bd8b2f1d32f4582ba9e4fec5dd0e3	5c9106ebd8cc43bb901261df17d254a5dec449e25b4973b13c1bfc98cfe3cbc6	6914	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	62	12	12	-	legacy/root_oneoffs_2026-07-01/dpf2_junction.py;legacy/root_oneoffs_2026-07-01/w8b_qstar.py;rescued_workspaces/scratch_2026-06-13/w9_axis_regularity.py	F4_seal_boundary_MAP.md;NEGATIVES_REGISTRY.md;archive/CATALOG_FRAME.md;archive/fermion_forcing_results.md;archive/global_spin_structure_results.md;archive/solution_space_baseline.md;archive/w8_catalog_problem.md	0	-	0	archive/pre_2026-07-01/w6_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
w7_results.md	2026-06-13	a6590e344340dec442920cc23b9c7746149a84c8	2026-06-13	173e5ddc5565d7fa002efe611d5e1b18b1aa5621	W7 DOWNGRADE (independent verifier): the symphony spectrum is BOX-CONTROL recolored (registry #1), NOT native discreteness — absolute omega ~ 1/L; the outer Dirichlet quantizes, the mirror only labels parity. Real gains stand: exact Poschl-Teller closed forms, derived same-minus parity BC, depth-invariant Gelfand-Bratu OVERTONE RATIO, W_wave forced-as-required. Registry #1 re-confirmed not lifted; phi-angular hunch NOT realized (angular algebraic). Calibrate never dramatize.	32af12a46025bfbbe7c3dd29f1f0d6aac159af27	1af1064daca4211afe3291a5326fa980937460f6ed50ca685ad998ece7f47c71	14873	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	33	11	11	seal_junction_condition_results.md	-	F4_seal_boundary_MAP.md;NEGATIVES_REGISTRY.md;archive/solution_space_baseline.md	0	-	0	archive/pre_2026-07-01/w7_results.md	NO	The single-cell resonator template is RETIRED; this push solves the	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
