target	source	line	column	source_frozen	corrected_scanner	literal_git_grep	agreement
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13111	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13112	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13113	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13114	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	8	8468	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	98	809	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	1484	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	774	1	NO	MATCH	MATCH	YES
simple_metric_kaleidoscope_K1_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	892	1	NO	MATCH	MATCH	YES
simple_metric_kaleidoscope_K2b_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	896	1	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	F4_seal_boundary_MAP.md	109	5	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	165	13	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	HANDOFF_ARCHIVE.md	610	56	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	NEGATIVES_REGISTRY.md	196	4	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	P1P5_reaudit_vs_derived_operator_results.md	23	4	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	P5e_proper_results.md	24	2	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	STEP2_timelive_matter_MAP.md	12	48	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	STEP2_timelive_matter_MAP.md	23	10	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	STEP2_timelive_matter_results.md	24	2	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	archive/M12_winding_bc_closure_results.md	22	2	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	archive/M12_winding_bc_closure_results.md	113	4	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	archive/P5c_regrade_derived_operator_results.md	13	13	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	archive/P5c_regrade_derived_operator_results.md	16	37	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	b1prime_round_gate_derived_operator_results.md	29	56	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	b1prime_round_gate_derived_operator_results.md	43	2	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	b1prime_round_gate_derived_operator_results.md	88	2	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	branch_operator_contamination_ledger.md	70	8	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	175	59	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	175	108	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	223	70	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	223	119	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	415	54	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	415	103	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1060	57	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1060	106	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1112	78	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1112	127	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1123	56	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1123	105	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1229	63	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1229	112	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1237	67	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1237	116	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2143	76	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2143	125	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2152	82	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2152	131	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2680	81	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2680	130	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2718	74	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2718	123	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13883	1	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13884	1	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	853	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	1529	NO	MATCH	MATCH	YES
static_soliton_rerun_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1005	1	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	archive/pre_native_coupled/timelive_nonround_native_solve_results.md	302	60	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	2528	28	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	14498	1	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	14498	63	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	14498	93	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	14499	1	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	2748	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1035	1	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1035	286	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1036	491	NO	MATCH	MATCH	YES
timelive_nonround_VERIFIER.md	timelive_nonround_VERIFIER.md	1	52	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	NEGATIVES_REGISTRY.md	2101	5	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	STATE.md	454	34	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	STEP2_timelive_matter_MAP.md	28	40	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	archive/depth_selector_breather_results.md	25	28	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md	10	3	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	archive/pre_native_coupled/timelive_nonround_VERIFIER.md	4	14	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	archive/quantized_carrier_structure_results.md	21	71	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	archive/quantized_carrier_structure_results.md	194	117	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	d2b_no_structure_in_G.md	16	36	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	legacy/root_oneoffs_2026-07-01/quantized_carrier_structure.py	12	48	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1100	58	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1100	100	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1187	44	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1187	86	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1235	63	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1235	105	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2215	77	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2215	119	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2522	96	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2522	138	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2528	90	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2528	132	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2530	81	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2530	123	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	4079	59	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	4079	101	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7410	96	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7410	138	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14500	1	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14500	75	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14500	117	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14501	1	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	2778	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1036	1	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1036	655	NO	MATCH	MATCH	YES
timelive_nonround_native_solve_results.md	timelive_nonround_native_solve_results.md	1	52	NO	MATCH	MATCH	YES
u_plat_m1_18x8x8.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1038	1	NO	MATCH	MATCH	YES
u_plat_m1_18x8x8.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1039	1	NO	MATCH	MATCH	YES
u_plat_m2_18x8x8.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1040	1	NO	MATCH	MATCH	YES
u_plat_m3_18x8x8.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1042	1	NO	MATCH	MATCH	YES
u_plat_m3_18x8x8.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1043	1	NO	MATCH	MATCH	YES
weld_discriminator_results.md	NEGATIVES_REGISTRY.md	375	28	NO	MATCH	MATCH	YES
weld_discriminator_results.md	STATE.md	1758	31	NO	MATCH	MATCH	YES
weld_discriminator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1220	45	NO	MATCH	MATCH	YES
weld_discriminator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1220	75	NO	MATCH	MATCH	YES
weld_discriminator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1117	1	NO	MATCH	MATCH	YES
weld_status_results.md	NEGATIVES_REGISTRY.md	315	19	NO	MATCH	MATCH	YES
weld_status_results.md	NEGATIVES_REGISTRY.md	370	7	NO	MATCH	MATCH	YES
weld_status_results.md	STATE.md	1811	37	NO	MATCH	MATCH	YES
weld_status_results.md	archive/macro_contamination_map.md	17	79	NO	MATCH	MATCH	YES
weld_status_results.md	archive/macro_contamination_map.md	51	38	NO	MATCH	MATCH	YES
weld_status_results.md	legacy/root_oneoffs_2026-07-01/native_weld_interface_mode_spectrum.py	6	1	NO	MATCH	MATCH	YES
weld_status_results.md	legacy/root_oneoffs_2026-07-01/native_weld_macro_discriminator.py	15	16	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1223	45	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1223	68	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2260	69	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2260	92	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6603	103	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6603	126	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6614	100	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6614	123	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14851	65	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14851	88	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14852	1	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	5	1408	NO	MATCH	MATCH	YES
weld_status_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1119	1	NO	MATCH	MATCH	YES
weld_status_results.md	weld_interface_mode_results.md	11	34	YES	MATCH	MATCH	YES
xexplore_field_X10.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1126	1	NO	MATCH	MATCH	YES
xexplore_field_X100.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1127	1	NO	MATCH	MATCH	YES
xexplore_field_X1000.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1128	1	NO	MATCH	MATCH	YES
xexplore_field_X3.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1130	1	NO	MATCH	MATCH	YES
xexplore_field_X30.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1131	1	NO	MATCH	MATCH	YES
xexplore_field_X300.pt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1132	1	NO	MATCH	MATCH	YES
