current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
simple_metric_bao_lya_fullfit_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_bao_proper_pass_results.md	0	-
simple_metric_bao_process_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_bao_cf_process_results.md	0	-
simple_metric_bao_proper_pass_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_bao_pure_AP_character_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_kaleidoscope_MAP.md	0	-
simple_metric_bao_pure_AP_eboss_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_bao_pure_AP_character_results.md	0	-
simple_metric_bao_pure_AP_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_bao_pure_AP_character_results.md	0	-
simple_metric_c_analogy_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_F1_F2_dual_explore.md;simple_metric_c_analogy_rederive_results.md;simple_metric_operator_inventory.md	0	-
simple_metric_c_analogy_rederive_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_F1_F2_dual_explore.md	0	-
simple_metric_cascade_C2_C5_J1.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_xmax_POSTULATE.md	0	-
simple_metric_center_dS_external_verify_pass_results.md	MACRO	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	STARTUP;TEXT_REFERENCE	CANON.md;INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;simple_metric_Charles_rulings_center_dS_2026-07-09.md;simple_metric_EOS_power_window_dS_results.md	0	-
simple_metric_continue_hard_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_local_cavity_HG_results.md	0	-
simple_metric_cross_sector_root_check.md	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	STARTUP;TEST;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;tests/test_hygiene_header.py	0	-
simple_metric_dS_native_any_alpha_closed_results.md	MACRO	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	STARTUP;TEXT_REFERENCE	CANON.md;INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;simple_metric_Charles_rulings_center_dS_2026-07-09.md;simple_metric_center_dS_external_verify_pass_results.md;threadB_WORKSTATION_DISPATCH.md;threadB_coupled_cell_flatness_Lselector_CHARTER.md	0	-
simple_metric_distance_profile_dimensional_MAP.md	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	STARTUP;TEST;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_path_areal_split_results.md;tests/test_hygiene_header.py	0	-
simple_metric_dotted_line.py	MACRO	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	research/macro/simple_metric_dotted_line.py
simple_metric_dotted_line_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_dotted_line.py	0	-
simple_metric_elegance_SNe_character_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_elegance_uncover.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	UDT_ELEGANCE_UNCOVER.md;simple_metric_elegance_uncover.py	0	-
simple_metric_elegance_uncover_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_elegance_uncover.py	0	-
simple_metric_freeDA_lowz_observe.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_freeDA_lowz_observe_results.md;simple_metric_freeDA_unquarantine_HUNT.md	0	-
simple_metric_freeDA_lowz_observe_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_freeDA_lowz_observe.py	0	-
simple_metric_freeDA_lowz_observe_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_freeDA_unquarantine_HUNT.md;simple_metric_root_upstream_MAP.md	0	-
simple_metric_freeDA_unquarantine_HUNT.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_freeDA_lowz_observe_results.md	0	-
simple_metric_hard_explore_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_hard_explore_results.md	0	-
simple_metric_hard_explore_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_DOTTED_LINE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_hyperbolic_J1.py	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	simple_metric_J1_R2_characterize.py;simple_metric_J1_build_results.md	0	-
simple_metric_hyperbolic_derive.md	MACRO	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_ELEGANT_FRAME.md;archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_VERIFY_DISPATCH.md;codex_rehearsal_transcript.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;simple_metric_mass_xmax_cascade.md;simple_metric_xmax_POSTULATE.md	0	-
simple_metric_hyperbolic_refine_AGENDA.md	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	TEST;TEXT_REFERENCE	tests/test_hygiene_header.py	0	-
simple_metric_kaleidoscope_K1_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_K1_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_K2_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_kaleidoscope_K2_results.md	0	-
simple_metric_kaleidoscope_K2_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_K2b_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_K3_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_kaleidoscope_K3_results.md	0	-
simple_metric_kaleidoscope_K3_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_K4_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_kaleidoscope_K4_results.md	0	-
simple_metric_kaleidoscope_K4_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_kaleidoscope_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_kaleidoscope_MINE_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_kaleidoscope_MINE_results.md	0	-
simple_metric_kaleidoscope_MINE_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_kinetic_ledger.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_legacy_double_fix_side_excursion.md	MACRO	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	research/macro/simple_metric_legacy_double_fix_side_excursion.md
simple_metric_local_cavity_HG_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_lowz_linear_native_derive.md	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	TEST;TEXT_REFERENCE	simple_metric_sphere_ceiling_select_results.md;tests/test_hygiene_header.py	0	-
simple_metric_macro_elegance_ZOOM.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_solution_space_MAP.md	0	-
simple_metric_mass_xmax_cascade.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;simple_metric_J1_build_results.md;simple_metric_J1_honesty_skeleton_results.md;simple_metric_WR_L_external_triple_blind_audit_results.md;simple_metric_cascade_C2_C5_J1.md;simple_metric_xmax_POSTULATE.md	0	-
simple_metric_matter_asymptotics.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_matter_asymptotics_results.md	0	-
simple_metric_matter_asymptotics_data.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_matter_asymptotics.py;simple_metric_matter_asymptotics_results.md	0	-
simple_metric_matter_asymptotics_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_mine_EH_constraint.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_mine_EH_constraint.py;simple_metric_mine_EH_constraint_results.md	0	-
simple_metric_mine_EH_constraint_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_mine_EH_constraint.py	0	-
simple_metric_mine_EH_constraint_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_GR_corpus_mine_MAP.md	0	-
simple_metric_mine_SSS_Einstein.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_mine_SSS_Einstein.py;simple_metric_mine_SSS_Einstein_results.md	0	-
simple_metric_mine_SSS_Einstein_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_mine_SSS_Einstein.py	0	-
simple_metric_mine_SSS_Einstein_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_GR_corpus_mine_MAP.md	0	-
simple_metric_mine_junction.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_mine_junction.py;simple_metric_mine_junction_results.md	0	-
simple_metric_mine_junction_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_mine_junction.py	0	-
simple_metric_mine_junction_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_GR_corpus_mine_MAP.md	0	-
simple_metric_near_miss_explore_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_operator_inspiration_SEARCH.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_near_miss_explore_results.md	0	-
simple_metric_operator_inventory.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_c_analogy_rederive_results.md	0	-
simple_metric_pantheon_xmax_fit.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_pantheon_xmax_fit_fullcov.py;simple_metric_pantheon_xmax_fit_results.md	0	-
simple_metric_pantheon_xmax_fit_fullcov.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_elegance_SNe_character_results.md;simple_metric_pantheon_xmax_fit_results.md	0	-
simple_metric_pantheon_xmax_fit_fullcov_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	simple_metric_pantheon_xmax_fit_fullcov.py;simple_metric_pantheon_xmax_fit_results.md	0	-
simple_metric_pantheon_xmax_fit_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	simple_metric_pantheon_xmax_fit.py;simple_metric_pantheon_xmax_fit_results.md	0	-
simple_metric_pantheon_xmax_fit_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;simple_metric_cascade_C2_C5_J1.md;simple_metric_sne_validator_reconstruct_MAP.md;simple_metric_xmax_POSTULATE.md	0	-
simple_metric_path_areal_split_observe.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_path_areal_split_results.md	0	-
simple_metric_path_areal_split_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_path_areal_split_observe.py;simple_metric_path_areal_split_results.md	0	-
simple_metric_path_areal_split_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_Pell_mass_lock_derive.md;simple_metric_WR_L_external_triple_blind_audit_results.md;simple_metric_distance_profile_dimensional_MAP.md	0	-
simple_metric_promising_candidates_ZOOM.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_promising_candidates_zoom.py	MACRO	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	research/macro/simple_metric_promising_candidates_zoom.py
simple_metric_promising_candidates_zoom_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_promising_candidates_zoom.py	0	-
simple_metric_relational_rooms_continue.py	MACRO	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	research/macro/simple_metric_relational_rooms_continue.py
simple_metric_relational_rooms_continue_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_relational_rooms_continue.py;simple_metric_relational_rooms_continue_results.md	0	-
simple_metric_relational_rooms_continue_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_NATURE_LEAN_FRAME.md;codex_rehearsal_transcript.txt	0	-
simple_metric_rooms_filled_local.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_rooms_filled_local.py	0	-
simple_metric_rooms_filled_local_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_rooms_filled_local.py;simple_metric_rooms_filled_local_results.md	0	-
simple_metric_rooms_filled_local_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_NATURE_LEAN_FRAME.md;codex_rehearsal_transcript.txt	0	-
simple_metric_root_upstream_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_sourced_profile_observe.py;simple_metric_sourced_profile_observe_results.md	0	-
simple_metric_session_self_audit_2026-07-09.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;STRUCTURE_HYGIENE.md;codex_rehearsal_transcript.txt	0	-
simple_metric_skeleton_reach_closure.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_skeleton_reach_closure.py;simple_metric_skeleton_reach_closure_results.md	0	-
simple_metric_skeleton_reach_closure_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_skeleton_reach_closure.py	0	-
simple_metric_skeleton_reach_closure_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_NATURE_LEAN_FRAME.md;codex_rehearsal_transcript.txt	0	-
simple_metric_sne_validator_reconstruct_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_DA_native_derive.md	0	-
simple_metric_solution_space_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_S1_vacuum_space_results.md	0	-
simple_metric_solution_space_ZOOM.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;UDT_NATURE_LEAN_FRAME.md;codex_rehearsal_transcript.txt;simple_metric_GR_corpus_mine_MAP.md;simple_metric_S8_action_provenance_note.md	0	-
simple_metric_sourced_profile_observe.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_sourced_profile_observe_results.md	0	-
simple_metric_sourced_profile_observe_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_sourced_profile_observe.py;simple_metric_sourced_profile_observe_results.md	0	-
simple_metric_sourced_profile_observe_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_root_upstream_MAP.md	0	-
simple_metric_sphere_ceiling.py	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	simple_metric_sphere_ceiling_build.py;simple_metric_sphere_ceiling_build_results.md;simple_metric_sphere_ceiling_select_results.md	0	-
simple_metric_sphere_ceiling_build.py	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	simple_metric_sphere_ceiling_build_results.md	0	-
simple_metric_sphere_ceiling_build_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_sphere_ceiling_build.py	0	-
simple_metric_sphere_ceiling_build_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
simple_metric_sphere_ceiling_select_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_Charles_rulings_center_dS_2026-07-09.md;simple_metric_EOS_power_window_dS_results.md;simple_metric_center_dS_external_verify_pass_results.md	0	-
simple_metric_third_path_derive.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;SIMPLE_METRIC_MACRO.md;codex_rehearsal_transcript.txt;simple_metric_KA_develop.md	0	-
simple_metric_timelive_AP_exact_derive_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;simple_metric_timelive_residual_appearance_MAP.md;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_f2d_drain_solver_first_MAP.md	0	-
simple_metric_timelive_AP_intermediate_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_timelive_AP_intermediate_results.md	0	-
simple_metric_timelive_AP_intermediate_results.md	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_timelive_residual_appearance_MAP.md	0	-
simple_metric_timelive_AP_out.json	MACRO	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	simple_metric_timelive_AP_results.md	0	-
simple_metric_timelive_AP_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;simple_metric_timelive_residual_appearance_MAP.md	0	-
simple_metric_timelive_residual_appearance_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;simple_metric_timelive_AP_exact_derive_results.md;threadB_f2d_mirror_vs_wall_results.md	0	-
simple_metric_xmax_POSTULATE.md	MACRO	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	STARTUP;TEST;TEXT_REFERENCE	LIVE.md;UDT_ELEGANT_FRAME.md;codex_rehearsal_transcript.txt;simple_metric_cascade_C2_C5_J1.md;simple_metric_mass_xmax_cascade.md;tests/test_hygiene_header.py	0	-
smoke_composite_E2a.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	smoke_composite_E2a.py	0	-
sne_native_background_n2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	luminosity_distance_n2_optics_results.md;macro_clean_core_first_observe_CONTRACT.md;macro_clean_core_first_observe_results.md	0	-
sne_test_derived_law.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	sne_test_transverse_geometry.py	0	-
sne_test_derived_n.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	luminosity_distance_n2_optics_results.md;simple_metric_sne_validator_reconstruct_MAP.md	0	-
sne_test_transverse_geometry.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	sne_test_derived_n.py	0	-
solar_light_sector_confrontation_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md	0	-
solution_space_map.md	CROSS_LANE_SHARED	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	TEXT_REFERENCE	CANON.md;NEGATIVES_REGISTRY.md;archive/offdiag_scan_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;pre_native_era_census.md	0	-
