current_path	artifact_type	first_commit_date	last_commit_date	physics_status_source	frozen_manifest_status	runtime_import_test_dependencies	primary_owner	secondary_consumers	ownership_evidence	current_frontier_target
simple_metric_bao_pure_AP_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_pure_AP_character_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_c_analogy_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:178	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_c_analogy_rederive_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_c_analogy_rederive_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_cascade_C2_C5_J1.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:223	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_center_dS_external_verify_pass_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:413;INDEX.md:72;CANON.md:499	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_continue_hard_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_local_cavity_HG_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_cross_sector_root_check.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:252	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_dS_native_any_alpha_closed_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:411;INDEX.md:73;CANON.md:512	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_distance_profile_dimensional_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:264	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_dotted_line.py	PYTHON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_dotted_line_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_elegance_SNe_character_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_elegance_SNe_character_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_elegance_uncover.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:UDT_ELEGANCE_UNCOVER.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_elegance_uncover_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_freeDA_lowz_observe.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_freeDA_lowz_observe_results.md;simple_metric_freeDA_unquarantine_HUNT.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_freeDA_lowz_observe_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_freeDA_lowz_observe_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:256	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_freeDA_unquarantine_HUNT.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:255	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_hard_explore_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_hard_explore_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_hard_explore_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:360	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_hyperbolic_J1.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_J1_build_results.md	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[1]=simple_metric_J1_R2_characterize.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_hyperbolic_derive.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:217	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_hyperbolic_refine_AGENDA.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_hyperbolic_refine_AGENDA.md	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K1_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K1_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K1_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K2_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K2_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K2_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K2_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K2b_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K3_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K3_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K3_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K3_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K4_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K4_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_K4_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K4_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:367;INDEX.md:93	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_kaleidoscope_MINE_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_MINE_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_kaleidoscope_MINE_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:367;INDEX.md:93	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_kinetic_ledger.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:200	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_legacy_double_fix_side_excursion.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_legacy_double_fix_side_excursion.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_local_cavity_HG_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:360	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_lowz_linear_native_derive.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_lowz_linear_native_derive.md	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_macro_elegance_ZOOM.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:297	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mass_xmax_cascade.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:220,221;INDEX.md:97	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_matter_asymptotics.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_matter_asymptotics_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_matter_asymptotics_data.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_matter_asymptotics_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_matter_asymptotics_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_matter_asymptotics_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_EH_constraint.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_EH_constraint_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_EH_constraint_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_EH_constraint_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_mine_EH_constraint_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_SSS_Einstein.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_SSS_Einstein_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_SSS_Einstein_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_SSS_Einstein_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_mine_SSS_Einstein_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_junction.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_junction_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_junction_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_mine_junction_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:312	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_near_miss_explore_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:195	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_operator_inspiration_SEARCH.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:189	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_operator_inventory.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:178	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_pantheon_xmax_fit.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_pantheon_xmax_fit_fullcov.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_elegance_SNe_character_results.md;simple_metric_pantheon_xmax_fit_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_pantheon_xmax_fit_fullcov_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=simple_metric_pantheon_xmax_fit_fullcov.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_pantheon_xmax_fit_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=simple_metric_pantheon_xmax_fit.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_pantheon_xmax_fit_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:228;MEMORY.md:37	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_path_areal_split_observe.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_path_areal_split_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_path_areal_split_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_path_areal_split_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_path_areal_split_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:268	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_promising_candidates_ZOOM.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:333	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_promising_candidates_zoom.py	PYTHON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_promising_candidates_zoom_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_relational_rooms_continue.py	PYTHON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_relational_rooms_continue_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_relational_rooms_continue_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_relational_rooms_continue_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:326	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_rooms_filled_local.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:UDT_NATURE_LEAN_FRAME.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_rooms_filled_local_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_rooms_filled_local_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_rooms_filled_local_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:325	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_root_upstream_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:244	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_session_self_audit_2026-07-09.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:279	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_skeleton_reach_closure.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:UDT_NATURE_LEAN_FRAME.md;simple_metric_skeleton_reach_closure_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_skeleton_reach_closure_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_skeleton_reach_closure_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:321	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sne_validator_reconstruct_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:236	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_solution_space_MAP.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_solution_space_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_solution_space_ZOOM.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:301	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sourced_profile_observe.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:SIMPLE_METRIC_MACRO.md;simple_metric_root_upstream_MAP.md;simple_metric_sourced_profile_observe_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sourced_profile_observe_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_sourced_profile_observe_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sourced_profile_observe_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:247	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sphere_ceiling.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_sphere_ceiling_build_results.md;simple_metric_sphere_ceiling_select_results.md	NOT_FROZEN_OR_MANIFEST	PYTHON_IMPORT[1]=simple_metric_sphere_ceiling_build.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sphere_ceiling_build.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_sphere_ceiling_build_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sphere_ceiling_build_out.json	JSON	2026-07-09	2026-07-09	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sphere_ceiling_build_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_sphere_ceiling_build_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_sphere_ceiling_select_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_sphere_ceiling_select_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_third_path_derive.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:202	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_timelive_AP_exact_derive_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:387;INDEX.md:96;MEMORY.md:58	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_timelive_AP_intermediate_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_timelive_AP_intermediate_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_timelive_AP_intermediate_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:simple_metric_timelive_AP_intermediate_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_timelive_AP_out.json	JSON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:simple_metric_timelive_AP_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_timelive_AP_results.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:378	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
simple_metric_timelive_residual_appearance_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:380;INDEX.md:95	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	YES
simple_metric_xmax_POSTULATE.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:216	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
