profile_id	shape_id	amplitude	behavior_class	q_of_s	q_at_4_exact	h_H_original_exact	archetype_id	u_H_condition	b_H_condition	h_H_condition	classification	constructive_witness	seam_detail	frozen_cell_preserved	physical_status
G75_AM_S37_E05	S37	1/20	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/40 - s/40 + 1/20	-9/20	-9/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E05	S37	1/20	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/40 - s/40 + 1/20	-9/20	-9/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/10 - s/10 + 1/5	-9/5	-36/5	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/10 - s/10 + 1/5	-9/5	-36/5	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/10 - s/10 + 1/5	-9/5	-36/5	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/10 - s/10 + 1/5	-9/5	-36/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/10 - s/10 + 1/5	-9/5	-36/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/4 - s/4 + 1/2	-9/2	-18	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/4 - s/4 + 1/2	-9/2	-18	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/4 - s/4 + 1/2	-9/2	-18	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/4 - s/4 + 1/2	-9/2	-18	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/4 - s/4 + 1/2	-9/2	-18	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/2 - s/2 + 1	-9	-36	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/2 - s/2 + 1	-9	-36	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/2 - s/2 + 1	-9	-36	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/2 - s/2 + 1	-9	-36	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	ENDPOINT_TAPER_NO_INTERIOR_ROOT	-s**2/2 - s/2 + 1	-9	-36	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/20 - s/40	-1/20	-1/5	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/20 - s/40	-1/20	-1/5	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/20 - s/40	-1/20	-1/5	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/20 - s/40	-1/20	-1/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/20 - s/40	-1/20	-1/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/5 - s/10	-1/5	-4/5	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/5 - s/10	-1/5	-4/5	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/5 - s/10	-1/5	-4/5	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/5 - s/10	-1/5	-4/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/5 - s/10	-1/5	-4/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/2 - s/4	-1/2	-2	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/2 - s/4	-1/2	-2	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/2 - s/4	-1/2	-2	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/2 - s/4	-1/2	-2	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1/2 - s/4	-1/2	-2	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1 - s/2	-1	-4	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1 - s/2	-1	-4	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1 - s/2	-1	-4	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1 - s/2	-1	-4	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	1 - s/2	-1	-4	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/40 - s/40 + 1/20	7/20	7/5	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/40 - s/40 + 1/20	7/20	7/5	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/40 - s/40 + 1/20	7/20	7/5	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/40 - s/40 + 1/20	7/20	7/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/40 - s/40 + 1/20	7/20	7/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/10 - s/10 + 1/5	7/5	28/5	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/10 - s/10 + 1/5	7/5	28/5	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/10 - s/10 + 1/5	7/5	28/5	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/10 - s/10 + 1/5	7/5	28/5	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/10 - s/10 + 1/5	7/5	28/5	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/4 - s/4 + 1/2	7/2	14	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/4 - s/4 + 1/2	7/2	14	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/4 - s/4 + 1/2	7/2	14	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/4 - s/4 + 1/2	7/2	14	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/4 - s/4 + 1/2	7/2	14	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/2 - s/2 + 1	7	28	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/2 - s/2 + 1	7	28	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/2 - s/2 + 1	7	28	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/2 - s/2 + 1	7	28	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/2 - s/2 + 1	7	28	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/30 - s/60 + 1/30	1/2	2	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/30 - s/60 + 1/30	1/2	2	A02_MIXING_ONLY_TIMELIVE	0	0	h_H(t)!=0	POINTWISE_DEGENERATE	h time-live only	time derivatives cannot change seam rank	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/30 - s/60 + 1/30	1/2	2	A03_RADIAL_SHIFT_TIMELIVE	0	b_H(t)!=0	h_H(t)!=0	CONDITIONAL_ON_NONVANISHING_SHIFT	b=B*w(chi)*(1+eps*sin(omega*tau)); B>0 and abs(eps)<1	regular Lorentz global witness; seam timelike off-axis and null on axial subset	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/30 - s/60 + 1/30	1/2	2	A04_LAPSE_LIFT_TIMELIVE	u_H(t)<0	0	h_H(t)!=0	REGULAR_LORENTZ_NONNULL_SEAM	u=-A-L*w(chi)*(1+eps*sin(omega*tau)); L>0 and abs(eps)<1	regular Lorentz global witness; seam timelike and lapse asymptote removed	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	s**2/30 - s/60 + 1/30	1/2	2	A05_MIXING_TAPER_BEFORE_SEAM	0	zero_or_nonzero	h=A*h_tilde_Kruskal_smooth near seam	REGULAR_LORENTZ_UNIFORM_NULL_SEAM	C-infinity gate equals original h on cell; zero-shift requires h_tilde smooth in U,V	zero-shift local bifurcate or nonzero-shift global time-live witness; mere h_H=0 is insufficient	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E20	S40	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2*s**2/15 - s/15 + 2/15	2	8	A01_PRESERVE_STATIONARY_GERM	0	0	h_H_original!=0	POINTWISE_DEGENERATE	none	original G84 stationary-axis obstruction retained	true	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
