endpoint_pair_id	carrier_id	mask_id	bank_a	bank_b	identity_a	identity_b	causal_a	causal_b	pair_type
V004_MF_B1B3	V004	MF	B1	B3	B1_V004_MF	B3_V004_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V004_MF_B2B3	V004	MF	B2	B3	B2_V004_MF	B3_V004_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M8_B0B1	V005	M8	B0	B1	B0_V005_M8	B1_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M8_B0B2	V005	M8	B0	B2	B0_V005_M8	B2_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M8_B0B3	V005	M8	B0	B3	B0_V005_M8	B3_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M8_B1B2	V005	M8	B1	B2	B1_V005_M8	B2_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M8_B1B3	V005	M8	B1	B3	B1_V005_M8	B3_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M8_B2B3	V005	M8	B2	B3	B2_V005_M8	B3_V005_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M9_B0B1	V005	M9	B0	B1	B0_V005_M9	B1_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M9_B0B2	V005	M9	B0	B2	B0_V005_M9	B2_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M9_B0B3	V005	M9	B0	B3	B0_V005_M9	B3_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M9_B1B2	V005	M9	B1	B2	B1_V005_M9	B2_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_M9_B1B3	V005	M9	B1	B3	B1_V005_M9	B3_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_M9_B2B3	V005	M9	B2	B3	B2_V005_M9	B3_V005_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MA_B0B1	V005	MA	B0	B1	B0_V005_MA	B1_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MA_B0B2	V005	MA	B0	B2	B0_V005_MA	B2_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MA_B0B3	V005	MA	B0	B3	B0_V005_MA	B3_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MA_B1B2	V005	MA	B1	B2	B1_V005_MA	B2_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MA_B1B3	V005	MA	B1	B3	B1_V005_MA	B3_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MA_B2B3	V005	MA	B2	B3	B2_V005_MA	B3_V005_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MB_B0B1	V005	MB	B0	B1	B0_V005_MB	B1_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MB_B0B2	V005	MB	B0	B2	B0_V005_MB	B2_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MB_B0B3	V005	MB	B0	B3	B0_V005_MB	B3_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MB_B1B2	V005	MB	B1	B2	B1_V005_MB	B2_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MB_B1B3	V005	MB	B1	B3	B1_V005_MB	B3_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MB_B2B3	V005	MB	B2	B3	B2_V005_MB	B3_V005_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MC_B0B1	V005	MC	B0	B1	B0_V005_MC	B1_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MC_B0B2	V005	MC	B0	B2	B0_V005_MC	B2_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MC_B0B3	V005	MC	B0	B3	B0_V005_MC	B3_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MC_B1B2	V005	MC	B1	B2	B1_V005_MC	B2_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MC_B1B3	V005	MC	B1	B3	B1_V005_MC	B3_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MC_B2B3	V005	MC	B2	B3	B2_V005_MC	B3_V005_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MD_B0B1	V005	MD	B0	B1	B0_V005_MD	B1_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MD_B0B2	V005	MD	B0	B2	B0_V005_MD	B2_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MD_B0B3	V005	MD	B0	B3	B0_V005_MD	B3_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MD_B1B2	V005	MD	B1	B2	B1_V005_MD	B2_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MD_B1B3	V005	MD	B1	B3	B1_V005_MD	B3_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MD_B2B3	V005	MD	B2	B3	B2_V005_MD	B3_V005_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_ME_B0B1	V005	ME	B0	B1	B0_V005_ME	B1_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_ME_B0B2	V005	ME	B0	B2	B0_V005_ME	B2_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_ME_B0B3	V005	ME	B0	B3	B0_V005_ME	B3_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_ME_B1B2	V005	ME	B1	B2	B1_V005_ME	B2_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_ME_B1B3	V005	ME	B1	B3	B1_V005_ME	B3_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_ME_B2B3	V005	ME	B2	B3	B2_V005_ME	B3_V005_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MF_B0B1	V005	MF	B0	B1	B0_V005_MF	B1_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MF_B0B2	V005	MF	B0	B2	B0_V005_MF	B2_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MF_B0B3	V005	MF	B0	B3	B0_V005_MF	B3_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MF_B1B2	V005	MF	B1	B2	B1_V005_MF	B2_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V005_MF_B1B3	V005	MF	B1	B3	B1_V005_MF	B3_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V005_MF_B2B3	V005	MF	B2	B3	B2_V005_MF	B3_V005_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M8_B0B1	V006	M8	B0	B1	B0_V006_M8	B1_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M8_B0B2	V006	M8	B0	B2	B0_V006_M8	B2_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M8_B0B3	V006	M8	B0	B3	B0_V006_M8	B3_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M8_B1B2	V006	M8	B1	B2	B1_V006_M8	B2_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M8_B1B3	V006	M8	B1	B3	B1_V006_M8	B3_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M8_B2B3	V006	M8	B2	B3	B2_V006_M8	B3_V006_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M9_B0B1	V006	M9	B0	B1	B0_V006_M9	B1_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M9_B0B2	V006	M9	B0	B2	B0_V006_M9	B2_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M9_B0B3	V006	M9	B0	B3	B0_V006_M9	B3_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M9_B1B2	V006	M9	B1	B2	B1_V006_M9	B2_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_M9_B1B3	V006	M9	B1	B3	B1_V006_M9	B3_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_M9_B2B3	V006	M9	B2	B3	B2_V006_M9	B3_V006_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MA_B0B1	V006	MA	B0	B1	B0_V006_MA	B1_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MA_B0B2	V006	MA	B0	B2	B0_V006_MA	B2_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MA_B0B3	V006	MA	B0	B3	B0_V006_MA	B3_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MA_B1B2	V006	MA	B1	B2	B1_V006_MA	B2_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MA_B1B3	V006	MA	B1	B3	B1_V006_MA	B3_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MA_B2B3	V006	MA	B2	B3	B2_V006_MA	B3_V006_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MB_B0B1	V006	MB	B0	B1	B0_V006_MB	B1_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MB_B0B2	V006	MB	B0	B2	B0_V006_MB	B2_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MB_B0B3	V006	MB	B0	B3	B0_V006_MB	B3_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MB_B1B2	V006	MB	B1	B2	B1_V006_MB	B2_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MB_B1B3	V006	MB	B1	B3	B1_V006_MB	B3_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MB_B2B3	V006	MB	B2	B3	B2_V006_MB	B3_V006_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MC_B0B1	V006	MC	B0	B1	B0_V006_MC	B1_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MC_B0B2	V006	MC	B0	B2	B0_V006_MC	B2_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MC_B0B3	V006	MC	B0	B3	B0_V006_MC	B3_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MC_B1B2	V006	MC	B1	B2	B1_V006_MC	B2_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MC_B1B3	V006	MC	B1	B3	B1_V006_MC	B3_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MC_B2B3	V006	MC	B2	B3	B2_V006_MC	B3_V006_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MD_B0B1	V006	MD	B0	B1	B0_V006_MD	B1_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MD_B0B2	V006	MD	B0	B2	B0_V006_MD	B2_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MD_B0B3	V006	MD	B0	B3	B0_V006_MD	B3_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MD_B1B2	V006	MD	B1	B2	B1_V006_MD	B2_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MD_B1B3	V006	MD	B1	B3	B1_V006_MD	B3_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MD_B2B3	V006	MD	B2	B3	B2_V006_MD	B3_V006_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_ME_B0B1	V006	ME	B0	B1	B0_V006_ME	B1_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_ME_B0B2	V006	ME	B0	B2	B0_V006_ME	B2_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_ME_B0B3	V006	ME	B0	B3	B0_V006_ME	B3_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_ME_B1B2	V006	ME	B1	B2	B1_V006_ME	B2_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_ME_B1B3	V006	ME	B1	B3	B1_V006_ME	B3_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_ME_B2B3	V006	ME	B2	B3	B2_V006_ME	B3_V006_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MF_B0B1	V006	MF	B0	B1	B0_V006_MF	B1_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MF_B0B2	V006	MF	B0	B2	B0_V006_MF	B2_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MF_B0B3	V006	MF	B0	B3	B0_V006_MF	B3_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MF_B1B2	V006	MF	B1	B2	B1_V006_MF	B2_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V006_MF_B1B3	V006	MF	B1	B3	B1_V006_MF	B3_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V006_MF_B2B3	V006	MF	B2	B3	B2_V006_MF	B3_V006_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M8_B0B1	V007	M8	B0	B1	B0_V007_M8	B1_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M8_B0B2	V007	M8	B0	B2	B0_V007_M8	B2_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M8_B0B3	V007	M8	B0	B3	B0_V007_M8	B3_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M8_B1B2	V007	M8	B1	B2	B1_V007_M8	B2_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M8_B1B3	V007	M8	B1	B3	B1_V007_M8	B3_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M8_B2B3	V007	M8	B2	B3	B2_V007_M8	B3_V007_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M9_B0B1	V007	M9	B0	B1	B0_V007_M9	B1_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M9_B0B2	V007	M9	B0	B2	B0_V007_M9	B2_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M9_B0B3	V007	M9	B0	B3	B0_V007_M9	B3_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M9_B1B2	V007	M9	B1	B2	B1_V007_M9	B2_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_M9_B1B3	V007	M9	B1	B3	B1_V007_M9	B3_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_M9_B2B3	V007	M9	B2	B3	B2_V007_M9	B3_V007_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MA_B0B1	V007	MA	B0	B1	B0_V007_MA	B1_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MA_B0B2	V007	MA	B0	B2	B0_V007_MA	B2_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MA_B0B3	V007	MA	B0	B3	B0_V007_MA	B3_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MA_B1B2	V007	MA	B1	B2	B1_V007_MA	B2_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MA_B1B3	V007	MA	B1	B3	B1_V007_MA	B3_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MA_B2B3	V007	MA	B2	B3	B2_V007_MA	B3_V007_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MB_B0B1	V007	MB	B0	B1	B0_V007_MB	B1_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MB_B0B2	V007	MB	B0	B2	B0_V007_MB	B2_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MB_B0B3	V007	MB	B0	B3	B0_V007_MB	B3_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MB_B1B2	V007	MB	B1	B2	B1_V007_MB	B2_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MB_B1B3	V007	MB	B1	B3	B1_V007_MB	B3_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MB_B2B3	V007	MB	B2	B3	B2_V007_MB	B3_V007_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MC_B0B1	V007	MC	B0	B1	B0_V007_MC	B1_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MC_B0B2	V007	MC	B0	B2	B0_V007_MC	B2_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MC_B0B3	V007	MC	B0	B3	B0_V007_MC	B3_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MC_B1B2	V007	MC	B1	B2	B1_V007_MC	B2_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MC_B1B3	V007	MC	B1	B3	B1_V007_MC	B3_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MC_B2B3	V007	MC	B2	B3	B2_V007_MC	B3_V007_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MD_B0B1	V007	MD	B0	B1	B0_V007_MD	B1_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MD_B0B2	V007	MD	B0	B2	B0_V007_MD	B2_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MD_B0B3	V007	MD	B0	B3	B0_V007_MD	B3_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MD_B1B2	V007	MD	B1	B2	B1_V007_MD	B2_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MD_B1B3	V007	MD	B1	B3	B1_V007_MD	B3_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MD_B2B3	V007	MD	B2	B3	B2_V007_MD	B3_V007_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_ME_B0B1	V007	ME	B0	B1	B0_V007_ME	B1_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_ME_B0B2	V007	ME	B0	B2	B0_V007_ME	B2_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_ME_B0B3	V007	ME	B0	B3	B0_V007_ME	B3_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_ME_B1B2	V007	ME	B1	B2	B1_V007_ME	B2_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_ME_B1B3	V007	ME	B1	B3	B1_V007_ME	B3_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_ME_B2B3	V007	ME	B2	B3	B2_V007_ME	B3_V007_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MF_B0B1	V007	MF	B0	B1	B0_V007_MF	B1_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MF_B0B2	V007	MF	B0	B2	B0_V007_MF	B2_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MF_B0B3	V007	MF	B0	B3	B0_V007_MF	B3_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MF_B1B2	V007	MF	B1	B2	B1_V007_MF	B2_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V007_MF_B1B3	V007	MF	B1	B3	B1_V007_MF	B3_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V007_MF_B2B3	V007	MF	B2	B3	B2_V007_MF	B3_V007_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M8_B0B1	V008	M8	B0	B1	B0_V008_M8	B1_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M8_B0B2	V008	M8	B0	B2	B0_V008_M8	B2_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M8_B0B3	V008	M8	B0	B3	B0_V008_M8	B3_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M8_B1B2	V008	M8	B1	B2	B1_V008_M8	B2_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M8_B1B3	V008	M8	B1	B3	B1_V008_M8	B3_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M8_B2B3	V008	M8	B2	B3	B2_V008_M8	B3_V008_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M9_B0B1	V008	M9	B0	B1	B0_V008_M9	B1_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M9_B0B2	V008	M9	B0	B2	B0_V008_M9	B2_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M9_B0B3	V008	M9	B0	B3	B0_V008_M9	B3_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M9_B1B2	V008	M9	B1	B2	B1_V008_M9	B2_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
V008_M9_B1B3	V008	M9	B1	B3	B1_V008_M9	B3_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
V008_M9_B2B3	V008	M9	B2	B3	B2_V008_M9	B3_V008_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
