edge_id	direction_id	bank	point_id	from_configuration	to_configuration	from_radius	to_radius	delta_determinant	delta_scalar_curvature	delta_riemann_max_abs	ricci_rank_change	curvature_rank_change	shear_rank_change	twist_rank_change	from_geometry_class	to_geometry_class	from_dphi_class	to_dphi_class	diagnostic_tuple_changed	physical_transition_claimed
D07_B1_P5_E4	D07	B1	P5	R07_3_B1_P5	R07_4_B1_P5	0.75	1.0	0.13715764187827395	-0.19651350717379296	0.05597093902307504	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P2_E0	D07	B2	P2	O00_B2_P2	R07_0_B2_P2	0.0	0.125	0.022347270276033226	0.06370452687757573	0.030260301109098855	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B2_P2_E1	D07	B2	P2	R07_0_B2_P2	R07_1_B2_P2	0.125	0.25	0.02200574955400758	0.06900926695754565	0.029468767185025422	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P2_E2	D07	B2	P2	R07_1_B2_P2	R07_2_B2_P2	0.25	0.5	0.04300773425276083	0.15356147281298282	0.05631444497783733	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P2_E3	D07	B2	P2	R07_2_B2_P2	R07_3_B2_P2	0.5	0.75	0.04170325296099242	0.17355148713008195	0.052366541219492135	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P2_E4	D07	B2	P2	R07_3_B2_P2	R07_4_B2_P2	0.75	1.0	0.04043833830695065	0.192488793253771	0.047824278298297246	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P6_E0	D07	B2	P6	O00_B2_P6	R07_0_B2_P6	0.0	0.125	-0.09435429436221532	0.05656329746427864	0.03134047557632196	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B2_P6_E1	D07	B2	P6	R07_0_B2_P6	R07_1_B2_P6	0.125	0.25	-0.1004425298048377	0.048237790378290665	0.032752981154404136	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P6_E2	D07	B2	P6	R07_1_B2_P6	R07_2_B2_P6	0.25	0.5	-0.22074649427897652	0.0747427596986488	0.06976422600433187	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P6_E3	D07	B2	P6	R07_2_B2_P6	R07_3_B2_P6	0.5	0.75	-0.2501530245414587	0.050399787510414656	0.07546151094117057	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B2_P6_E4	D07	B2	P6	R07_3_B2_P6	R07_4_B2_P6	0.75	1.0	-0.28347691722865864	0.030677416675208985	0.08116502268707715	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B3_P3_E0	D07	B3	P3	O00_B3_P3	R07_0_B3_P3	0.0	0.125	-0.004540022800777255	0.05425714536415847	0.01701958265951308	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D07_B3_P3_E1	D07	B3	P3	R07_0_B3_P3	R07_1_B3_P3	0.125	0.25	-0.004554118420181608	0.05230368464740972	0.018257564069601585	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P3_E2	D07	B3	P3	R07_1_B3_P3	R07_2_B3_P3	0.25	0.5	-0.009150698887738118	0.09881142716761085	0.04022650024637722	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P3_E3	D07	B3	P3	R07_2_B3_P3	R07_3_B3_P3	0.5	0.75	-0.009207608294127922	0.0911910959205344	0.04517074186770481	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P3_E4	D07	B3	P3	R07_3_B3_P3	R07_4_B3_P3	0.75	1.0	-0.009264871627640225	0.08370014310579038	0.061580831435943256	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P7_E0	D07	B3	P7	O00_B3_P7	R07_0_B3_P7	0.0	0.125	-0.00045139205983169006	0.05496499634407433	0.017264099740042442	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D07_B3_P7_E1	D07	B3	P7	R07_0_B3_P7	R07_1_B3_P7	0.125	0.25	-0.00045153139986942037	0.054397249707147044	0.01899404511708766	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P7_E2	D07	B3	P7	R07_1_B3_P7	R07_2_B3_P7	0.25	0.5	-0.0009034809919237219	0.10693193308770309	0.043192388396052585	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P7_E3	D07	B3	P7	R07_2_B3_P7	R07_3_B3_P7	0.5	0.75	-0.0009040388684040668	0.10406635686798815	0.050154062576434705	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B3_P7_E4	D07	B3	P7	R07_3_B3_P7	R07_4_B3_P7	0.75	1.0	-0.0009045970893626354	0.1005654137515346	0.05714069749665915	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B0_P0_E0	D08	B0	P0	O00_B0_P0	R08_0_B0_P0	0.0	0.125	0.0	0.02168036954941113	0.015353937540341199	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B0_P0_E1	D08	B0	P0	R08_0_B0_P0	R08_1_B0_P0	0.125	0.25	0.0	0.01562171585692457	0.018624985911127927	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P0_E2	D08	B0	P0	R08_1_B0_P0	R08_2_B0_P0	0.25	0.5	0.0	0.013067470636389557	0.047063116934616074	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P0_E3	D08	B0	P0	R08_2_B0_P0	R08_3_B0_P0	0.5	0.75	0.0	-0.011167144133556739	0.06014731041776303	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P0_E4	D08	B0	P0	R08_3_B0_P0	R08_4_B0_P0	0.75	1.0	0.0	-0.03540175890350289	0.07323150390090993	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P4_E0	D08	B0	P4	O00_B0_P4	R08_0_B0_P4	0.0	0.125	-0.0019445254175349813	0.022776564804208383	0.015306598945321447	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B0_P4_E1	D08	B0	P4	R08_0_B0_P4	R08_1_B0_P4	0.125	0.25	-0.0019471112200031282	0.01897091808547584	0.01849191792315343	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P4_E2	D08	B0	P4	R08_1_B0_P4	R08_2_B0_P4	0.25	0.5	-0.003901993606234777	0.02687861971693329	0.04660111671850467	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P4_E3	D08	B0	P4	R08_2_B0_P4	R08_3_B0_P4	0.5	0.75	-0.003912378138347439	0.012692705181592712	0.059545306608847215	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B0_P4_E4	D08	B0	P4	R08_3_B0_P4	R08_4_B0_P4	0.75	1.0	-0.003922790307233193	-0.0008486598269277223	0.07266109871996529	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P1_E0	D08	B1	P1	O00_B1_P1	R08_0_B1_P1	0.0	0.125	-0.017471566673177508	-0.042884317986810784	0.0239677801019355	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B1_P1_E1	D08	B1	P1	R08_0_B1_P1	R08_1_B1_P1	0.125	0.25	-0.01768031922669633	-0.04778428731425478	0.023522108269205536	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P1_E2	D08	B1	P1	R08_1_B1_P1	R08_2_B1_P1	0.25	0.5	-0.03599690272577005	-0.11009457562928075	0.045790435014820156	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P1_E3	D08	B1	P1	R08_2_B1_P1	R08_3_B1_P1	0.5	0.75	-0.03686223292654378	-0.12918712672460628	0.04425708023562265	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P1_E4	D08	B1	P1	R08_3_B1_P1	R08_4_B1_P1	0.75	1.0	-0.037748364815788804	-0.14796766838209924	0.04288908445020162	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P5_E0	D08	B1	P5	O00_B1_P5	R08_0_B1_P5	0.0	0.125	-0.03531249919655344	-0.0407492953862425	0.024357452775164014	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B1_P5_E1	D08	B1	P5	R08_0_B1_P5	R08_1_B1_P5	0.125	0.25	-0.03616525563570172	-0.04176506699195863	0.024795923862645956	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P5_E2	D08	B1	P5	R08_1_B1_P5	R08_2_B1_P5	0.25	0.5	-0.07497165025642616	-0.08870524728968356	0.051612187795997785	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P5_E3	D08	B1	P5	R08_2_B1_P5	R08_3_B1_P5	0.5	0.75	-0.07863633035708562	-0.09915603850182758	0.055489601677948544	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B1_P5_E4	D08	B1	P5	R08_3_B1_P5	R08_4_B1_P5	0.75	1.0	-0.08248014323919062	-0.11391430640845779	0.06085615163606259	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P2_E0	D08	B2	P2	O00_B2_P2	R08_0_B2_P2	0.0	0.125	-0.02868623698081363	-0.004955864176957706	0.023344893351039415	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B2_P2_E1	D08	B2	P2	R08_0_B2_P2	R08_1_B2_P2	0.125	0.25	-0.029248986665837418	-0.004160925462245443	0.023162744338877914	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P2_E2	D08	B2	P2	R08_1_B2_P2	R08_2_B2_P2	0.25	0.5	-0.060230597723106793	-0.0068939452682508645	0.04561252051704629	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P2_E3	D08	B2	P2	R08_2_B2_P2	R08_3_B2_P2	0.5	0.75	-0.06261691374850598	-0.006495432721663613	0.044380546585760905	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P2_E4	D08	B2	P2	R08_3_B2_P2	R08_4_B2_P2	0.75	1.0	-0.06509777481227785	-0.007783486185679159	0.04404635370209864	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P6_E0	D08	B2	P6	O00_B2_P6	R08_0_B2_P6	0.0	0.125	0.07906266018420727	-0.007719028807917	0.02329989523763263	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D08_B2_P6_E1	D08	B2	P6	R08_0_B2_P6	R08_1_B2_P6	0.125	0.25	0.07478790800493162	-0.012160617658059286	0.02305988002629178	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P6_E2	D08	B2	P6	R08_1_B2_P6	R08_2_B2_P6	0.25	0.5	0.13766357045754174	-0.036884045245377084	0.045403530162828575	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P6_E3	D08	B2	P6	R08_2_B2_P6	R08_3_B2_P6	0.5	0.75	0.12317964668041048	-0.05231818527998208	0.04439237380446698	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B2_P6_E4	D08	B2	P6	R08_3_B2_P6	R08_4_B2_P6	0.75	1.0	0.11021961224658605	-0.06610005097670671	0.04322094489497663	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D08_B3_P3_E0	D08	B3	P3	O00_B3_P3	R08_0_B3_P3	0.0	0.125	0.002489233252555012	-0.052362489222500606	0.018533874593240376	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D08_B3_P3_E1	D08	B3	P3	R08_0_B3_P3	R08_1_B3_P3	0.125	0.25	0.002484995854286076	-0.045542991082764946	0.018004353986413483	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P3_E2	D08	B3	P3	R08_1_B3_P3	R08_2_B3_P3	0.25	0.5	0.004957308354624601	-0.07071276214265348	0.03449589906048105	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P3_E3	D08	B3	P3	R08_2_B3_P3	R08_3_B3_P3	0.5	0.75	0.004940445161449425	-0.043696405770893676	0.032603780759063256	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P3_E4	D08	B3	P3	R08_3_B3_P3	R08_4_B3_P3	0.75	1.0	0.004923639331516849	-0.016865659282224027	0.030859810908034954	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P7_E0	D08	B3	P7	O00_B3_P7	R08_0_B3_P7	0.0	0.125	0.05794394385047874	-0.052765030201327855	0.0182062087932755	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D08_B3_P7_E1	D08	B3	P7	R08_0_B3_P7	R08_1_B3_P7	0.125	0.25	0.05564787873893495	-0.046713882738913116	0.0166943165284102	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P7_E2	D08	B3	P7	R08_1_B3_P7	R08_2_B3_P7	0.25	0.5	0.10476788896362188	-0.07515237212876491	0.029387586171018436	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P7_E3	D08	B3	P7	R08_2_B3_P7	R08_3_B3_P7	0.5	0.75	0.0966294078894101	-0.05062190921056248	0.023866925509177184	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D08_B3_P7_E4	D08	B3	P7	R08_3_B3_P7	R08_4_B3_P7	0.75	1.0	0.08912313268333594	-0.025953752852464984	0.018332524522247512	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B0_P0_E0	D09	B0	P0	O00_B0_P0	R09_0_B0_P0	0.0	0.125	0.0	0.053410876862989884	0.019410219365770403	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B0_P0_E1	D09	B0	P0	R09_0_B0_P0	R09_1_B0_P0	0.125	0.25	0.0	0.048400577263716424	0.017425782107239187	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P0_E2	D09	B0	P0	R09_1_B0_P0	R09_2_B0_P0	0.25	0.5	0.0	0.08177025572961241	0.03912276520485771	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P0_E3	D09	B0	P0	R09_2_B0_P0	R09_3_B0_P0	0.5	0.75	0.0	0.06172905733251838	0.041760607541762224	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P0_E4	D09	B0	P0	R09_3_B0_P0	R09_4_B0_P0	0.75	1.0	0.0	0.041687858935424316	0.04428142367698121	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P4_E0	D09	B0	P4	O00_B0_P4	R09_0_B0_P4	0.0	0.125	0.011817773520436115	0.05359006837950371	0.018968612281774794	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B0_P4_E1	D09	B0	P4	R09_0_B0_P4	R09_1_B0_P4	0.125	0.25	0.011722265592643666	0.04902687717049259	0.017897068141087102	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P4_E2	D09	B0	P4	R09_1_B0_P4	R09_2_B0_P4	0.25	0.5	0.0231610886369209	0.08488703371388949	0.039599357878154995	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P4_E3	D09	B0	P4	R09_2_B0_P4	R09_3_B0_P4	0.5	0.75	0.022788238552638562	0.06817944867053177	0.04221375481516623	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B0_P4_E4	D09	B0	P4	R09_3_B0_P4	R09_4_B0_P4	0.75	1.0	0.022421390655367412	0.05245747030107045	0.04471089789769442	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P1_E0	D09	B1	P1	O00_B1_P1	R09_0_B1_P1	0.0	0.125	0.0015765213499123742	0.026674151127293502	0.018700137816804834	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B1_P1_E1	D09	B1	P1	R09_0_B1_P1	R09_1_B1_P1	0.125	0.25	0.0015748216673836524	0.025545337635179	0.019233341933931034	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P1_E2	D09	B1	P1	R09_1_B1_P1	R09_2_B1_P1	0.25	0.5	0.003144551615072766	0.04886575983300918	0.040130216642146554	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P1_E3	D09	B1	P1	R09_2_B1_P1	R09_3_B1_P1	0.5	0.75	0.003137774848875896	0.047898430359568006	0.04245557891733752	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P1_E4	D09	B1	P1	R09_3_B1_P1	R09_4_B1_P1	0.75	1.0	0.0031310126871664234	0.0494219613915616	0.04491077773646332	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P5_E0	D09	B1	P5	O00_B1_P5	R09_0_B1_P5	0.0	0.125	-0.07559579189877241	0.024806507719933625	0.019536365583939855	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B1_P5_E1	D09	B1	P5	R09_0_B1_P5	R09_1_B1_P5	0.125	0.25	-0.07950387093762501	0.020155038496213758	0.021964037157397476	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P5_E2	D09	B1	P5	R09_1_B1_P5	R09_2_B1_P5	0.25	0.5	-0.17155056821130232	0.02877294656701905	0.052647480573803154	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P5_E3	D09	B1	P5	R09_2_B1_P5	R09_3_B1_P5	0.5	0.75	-0.18974636640354126	0.017445352763594962	0.06675982391986915	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B1_P5_E4	D09	B1	P5	R09_3_B1_P5	R09_4_B1_P5	0.75	1.0	-0.20987213239072644	0.011046655529105748	0.08395698601619167	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P2_E0	D09	B2	P2	O00_B2_P2	R09_0_B2_P2	0.0	0.125	0.008770648143779258	-0.018121723495773637	0.013574166087041407	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B2_P2_E1	D09	B2	P2	R09_0_B2_P2	R09_1_B2_P2	0.125	0.25	0.008718042604871634	-0.01444623721262453	0.015333454540384858	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P2_E2	D09	B2	P2	R09_1_B2_P2	R09_2_B2_P2	0.25	0.5	0.017279528793234133	-0.01500614077216253	0.03587450037360578	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P2_E3	D09	B2	P2	R09_2_B2_P2	R09_3_B2_P2	0.5	0.75	0.017072868381484474	0.008342816332345113	0.04628155418864041	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P2_E4	D09	B2	P2	R09_3_B2_P2	R09_4_B2_P2	0.75	1.0	0.016868679595338776	0.037589313444956945	0.06558599976039804	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P6_E0	D09	B2	P6	O00_B2_P6	R09_0_B2_P6	0.0	0.125	0.025569697869271213	-0.027556684511087483	0.012863835486273538	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D09_B2_P6_E1	D09	B2	P6	R09_0_B2_P6	R09_1_B2_P6	0.125	0.25	0.02512258281803459	-0.0444185510777999	0.014185421018279203	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P6_E2	D09	B2	P6	R09_1_B2_P6	R09_2_B2_P6	0.25	0.5	0.048934957017312763	-0.14683029649279597	0.041364315243298505	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P6_E3	D09	B2	P6	R09_2_B2_P6	R09_3_B2_P6	0.5	0.75	0.04723855359866991	-0.2371422233032166	0.0554714085170326	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B2_P6_E4	D09	B2	P6	R09_3_B2_P6	R09_4_B2_P6	0.75	1.0	0.04560095853982249	-0.34403490665291403	0.07485143478137257	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D09_B3_P3_E0	D09	B3	P3	O00_B3_P3	R09_0_B3_P3	0.0	0.125	0.0031279091317228946	-0.08126136205337756	0.024639405448513795	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D09_B3_P3_E1	D09	B3	P3	R09_0_B3_P3	R09_1_B3_P3	0.125	0.25	0.0031212183578417374	-0.08393284333611292	0.02518799201444127	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P3_E2	D09	B3	P3	R09_1_B3_P3	R09_2_B3_P3	0.25	0.5	0.006222421611199014	-0.17595421981419568	0.05195917525977197	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P3_E3	D09	B3	P3	R09_2_B3_P3	R09_3_B3_P3	0.5	0.75	0.006195829861397106	-0.1868648123613369	0.0539681856898542	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P3_E4	D09	B3	P3	R09_3_B3_P3	R09_4_B3_P3	0.75	1.0	0.006169351752424612	-0.19792988898961328	0.055858196585920034	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P7_E0	D09	B3	P7	O00_B3_P7	R09_0_B3_P7	0.0	0.125	-0.026871946704144722	-0.079631234196804	0.025385136428131134	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D09_B3_P7_E1	D09	B3	P7	R09_0_B3_P7	R09_1_B3_P7	0.125	0.25	-0.027365764066980658	-0.0792645096534549	0.02749820974584501	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P7_E2	D09	B3	P7	R09_1_B3_P7	R09_2_B3_P7	0.25	0.5	-0.056249445895021344	-0.1588124732242034	0.06179404611193743	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D09_B3_P7_E3	D09	B3	P7	R09_2_B3_P7	R09_3_B3_P7	0.5	0.75	-0.058335798441941034	-0.16144529256927187	0.0718456432164125	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
