key	weyl_relative_error	ricci_relative_error	ladder_weyl_outer_error	ladder_ricci_outer_error	production_petrov	independent_petrov	production_owner	independent_owner	pass
G85|G75_AM_S44_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	5.4614619576624773e-10	3.4679568940741754e-10	1.47527320005031e-09	5.1792201912584484e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	5.3859495538320915e-10	3.4595920384272933e-10	1.7095155345134966e-09	3.4503745965893879e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	4.7428585007484655e-10	4.7271845118980214e-10	4.0954099380620265e-10	3.5638106699687862e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.7409755335382508e-10	4.7273769145516074e-10	4.0877980401851569e-10	3.5644615590604306e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.7482058846796779e-10	4.7267522192829798e-10	4.0922980472054789e-10	3.5643274949097862e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A04_LAPSE_LIFT_TIMELIVE|C0	4.7400830194927642e-10	4.7258630235006663e-10	4.0970377243213825e-10	3.5619182860992311e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.7400050724190027e-10	4.7262644945642752e-10	4.0972492612020746e-10	3.56245805079502e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.7411704422455062e-10	4.7258858759121122e-10	4.08994765774695e-10	3.5600986573916333e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	3.7066347092429791e-10	3.1601438401191029e-10	6.5853166261610898e-10	2.065733256978886e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.7475309955593474e-10	3.1844674325896105e-10	6.54693302721559e-10	2.1384205522343669e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.5951384456652148e-10	3.0738692918615197e-10	6.5577854914591248e-10	2.1167512607382823e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A04_LAPSE_LIFT_TIMELIVE|C0	3.6543920860368995e-10	3.098749249651772e-10	6.9922332879449173e-10	2.1645531259106465e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.651985627410988e-10	3.1098874393633338e-10	6.9130828378059451e-10	2.1540218356371128e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.6751710892054469e-10	3.1151325165636398e-10	7.1061391333389297e-10	2.062390983406142e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	4.7984622081287573e-10	4.5837707539793433e-10	4.7432760028762136e-10	3.8714622815896542e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.7950932643247739e-10	4.5853382108414957e-10	4.7265422868449273e-10	3.8805936264492856e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.8134180972358655e-10	4.5783487127656493e-10	4.7400023660148301e-10	3.8775992222792642e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A04_LAPSE_LIFT_TIMELIVE|C0	4.7843626748161542e-10	4.5785943635832541e-10	4.7543371873616109e-10	3.8680664927332157e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.7843957381457493e-10	4.5802768449924734e-10	4.7492605343430565e-10	3.8707336903225768e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.7872727673951959e-10	4.5799409578123453e-10	4.7375777735746324e-10	3.850355774912249e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S44_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S44_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	1.2404302628030385e-10	1.8740314898645628e-10	4.7463478239308235e-10	2.946638287101782e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	1.8868670486955199e-10	2.3860968396343377e-10	1.0580783828477559e-09	9.2059883104483299e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	6.1027221354629443e-10	4.9880814980553396e-10	8.9392539291493492e-10	7.6056578157063391e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A04_LAPSE_LIFT_TIMELIVE|C0	1.8152996210780716e-10	3.1559630403000278e-10	1.0344930805893743e-09	6.3132770775888499e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.0666867628730486e-10	3.1298709624168031e-10	8.8625241232873076e-10	6.5465588226488622e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.3677064745846539e-10	3.3611257182208519e-10	1.4180313888747458e-09	3.7184832378432052e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	5.1135136788700166e-10	4.3932678650596804e-10	1.1959823406336988e-09	4.4717675871772151e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	5.1093069684669189e-10	4.3984949170106373e-10	1.1986478804330905e-09	4.4579585698769009e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	5.1491617006686816e-10	4.3751699064551985e-10	1.1952495294923762e-09	4.4619443067398994e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A04_LAPSE_LIFT_TIMELIVE|C0	5.1000825058797419e-10	4.372492699473842e-10	1.2081857495074117e-09	4.4197875391315705e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	5.1020957256904006e-10	4.371799761603846e-10	1.2066369690299391e-09	4.4260347884462968e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	5.111548702513069e-10	4.3724879270831051e-10	1.2160674801780782e-09	4.4382383402961374e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	1.1039098460978052e-09	5.9895567317536079e-10	3.2748589921143579e-09	7.4403000164959673e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	1.1485946018421015e-09	6.2288800630231637e-10	3.1389282129303789e-09	7.0259634866424218e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	1.1605959677580731e-09	5.5292100450145351e-10	3.2437468169375131e-09	7.0801363008261214e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A04_LAPSE_LIFT_TIMELIVE|C0	9.6064984954963628e-10	4.6631208912962921e-10	3.0863376314718144e-09	3.9312139025514828e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	1.0066621523001885e-09	4.7382372869866911e-10	3.0417765253052461e-09	4.1069795533094186e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	1.0007183552884336e-09	4.6599404653321555e-10	3.4841985707975684e-09	4.6720622313915797e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	6.5329122812919913e-10	4.2960412873781703e-10	1.6538852852557177e-09	4.3932280760945459e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	6.5848893206923879e-10	4.3277647379001229e-10	1.6387112814237122e-09	4.3223372905146913e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	6.4524326550461668e-10	4.1879562932991992e-10	1.6413513406876432e-09	4.346352138747191e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A04_LAPSE_LIFT_TIMELIVE|C0	6.4642175117723049e-10	4.1689075815210764e-10	1.7151442214196943e-09	4.0837359618880712e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	6.4751592370701516e-10	4.1699659825742643e-10	1.7015757237339642e-09	4.1071254526901768e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	6.5248334681906531e-10	4.1739643185755235e-10	1.7616743839800792e-09	4.1924367892690955e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S45_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S45_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	3.7614931299821086e-10	3.5955669694919038e-10	1.3642118004874434e-09	9.3154614006397965e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	5.0954400861672732e-10	4.1120251615969664e-10	1.9942186798939572e-09	1.2924623174280447e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	7.1502595060453214e-10	3.5072738873655486e-10	1.5851313828991357e-09	1.1012528529989706e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A04_LAPSE_LIFT_TIMELIVE|C0	3.1704930623316185e-10	2.8077580021799109e-10	1.6225363071812658e-09	7.4694570264721708e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.7843053928289958e-10	2.8201142880839722e-10	1.6094344131046151e-09	7.7910806122386547e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.7086154307682592e-10	2.9084079017144492e-10	1.6736078925790088e-09	5.3948235427621823e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	3.4066854814701609e-10	3.5932061656711089e-10	3.5632059315201935e-10	2.9528629674397033e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.4054171670507617e-10	3.5933549849033312e-10	3.5555788770166649e-10	2.9538564209938891e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.4114568701155701e-10	3.592755804332106e-10	3.5611838375911431e-10	2.9538415320703636e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A04_LAPSE_LIFT_TIMELIVE|C0	3.4051572384724985e-10	3.5922145344401009e-10	3.5619847931726355e-10	2.9502127299779369e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.4051669885106765e-10	3.5921876665876953e-10	3.5617510751107034e-10	2.9505166212662276e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.4065982388527966e-10	3.5920534015133731e-10	3.5552379104398941e-10	2.9486898785735094e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S46_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S46_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
