top_group	tracked_paths	hit_files	match_count	rule_ids	audit_report	audit_report_sha256	first_commit	first_commit_date	last_commit	last_commit_date	scientific_disposition
udt_observer_pair_clock_operator_audit_2026-07-24	36	18	33	D04;D05;D06	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87	6784638fd60d4307081d1ee25364ea987ffe3a7f	2026-07-24T13:29:55-04:00	6784638fd60d4307081d1ee25364ea987ffe3a7f	2026-07-24T13:29:55-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_observer_pair_navigation_checkpoint_2026-07-24	13	2	2	D06	udt_observer_pair_navigation_checkpoint_2026-07-24/AUDIT_REPORT.md	dbac90b6f1e48f8d0394ee2f60b19d11956340393e62f142a5b1f9b3f60491a1	a678bd7f57034728e2d37085cd6f1e50fea6f86d	2026-07-24T14:07:08-04:00	ae9bf3ea67634263a539e50c335c5aebbbc8f38e	2026-07-24T14:12:12-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26	35	25	90	D03;D04;D05;D06	udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	0640ce58d6bb98dfb88197958f9c982cc8f8c990	2026-07-26T18:30:54-04:00	0640ce58d6bb98dfb88197958f9c982cc8f8c990	2026-07-26T18:30:54-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_observer_pair_triangle_consistency_audit_2026-07-26	34	21	65	D03;D04;D05;D06	udt_observer_pair_triangle_consistency_audit_2026-07-26/AUDIT_REPORT.md	17135b77dca89bab8729e3bb4737eb61fb484b0d94d8fb5ca6b5e142c8b1a621	5b9d06f40bf26785fef60f664f9eadf3cc8f9eab	2026-07-26T15:07:54-04:00	5b9d06f40bf26785fef60f664f9eadf3cc8f9eab	2026-07-26T15:07:54-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_observer_pair_xmax_bridge_audit_2026-07-27	40	10	18	D03;D04;D05;D06	udt_observer_pair_xmax_bridge_audit_2026-07-27/AUDIT_REPORT.md	8abc7408b2586e9d0c6d515f90e5eee8fda3014067ff0939ce350464f4a21e74	0d674f878d72e314cb1ff8a0b8ac3829617e1aa6	2026-07-27T16:43:58-04:00	0d674f878d72e314cb1ff8a0b8ac3829617e1aa6	2026-07-27T16:43:58-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_p4_angular_completion_2026-07-30	11	10	75	D06	udt_p4_angular_completion_2026-07-30/AUDIT_REPORT.md	38e53d1efdf4f2fe6ae21bb0f316cd70250fe3a4807c50021615b461195f1241	5978573bf5526cc41a9b5e098a5be692d7390c69	2026-07-30T18:26:02-04:00	5978573bf5526cc41a9b5e098a5be692d7390c69	2026-07-30T18:26:02-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_angular_map_2026-07-31	1	1	7	D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_OR_PROVENANCE_NOT_STANDALONE_BRANCH
udt_p4_angular_stage_A1_2026-07-31	10	9	16	D04;D06	udt_p4_angular_stage_A1_2026-07-31/AUDIT_REPORT.md	ab2a247638f45b9478d428a70e5c905a2cf399040b5d1a1e037bc2289131efcb	2fd4af3df4ee2d952c34eaac91fb06056e026906	2026-07-31T16:10:10-04:00	2fd4af3df4ee2d952c34eaac91fb06056e026906	2026-07-31T16:10:10-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_angular_stage_A2_2026-07-31	10	10	108	D04;D06	udt_p4_angular_stage_A2_2026-07-31/AUDIT_REPORT.md	773fa5187638fa5943f84dc4ab3e73d9f9423d3ff20e0239a2b36d96c524034c	b85bea61cb1b432379e9f61de7c6c0ba16aaa99c	2026-07-31T17:45:27-04:00	b85bea61cb1b432379e9f61de7c6c0ba16aaa99c	2026-07-31T17:45:27-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_angular_stage_A3_2026-07-31	26	24	489	D03;D04;D05;D06	udt_p4_angular_stage_A3_2026-07-31/AUDIT_REPORT.md	a1a7e875a60e9c63e6d05583abcab6012f0677c90fe113d99d172b5dd50c5bb3	e37909863ce09afd7f2fcf61a1b99ff4952fdcce	2026-08-01T09:54:49-04:00	e37909863ce09afd7f2fcf61a1b99ff4952fdcce	2026-08-01T09:54:49-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_bookkeeping_forcing_2026-07-29	11	3	3	D06	udt_p4_bookkeeping_forcing_2026-07-29/AUDIT_REPORT.md	184dc0d4f65035947c5df58286f5ff2745670bedb33bd6af16c7a9048159931c	38577c9d510482598c21d2c02c31fc536d60ebf1	2026-07-29T18:17:50-04:00	38577c9d510482598c21d2c02c31fc536d60ebf1	2026-07-29T18:17:50-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_boundary_action_gate_2026-07-30	11	8	48	D04;D06	udt_p4_boundary_action_gate_2026-07-30/AUDIT_REPORT.md	0e2a7f7f6ea406c9634ae353ef6c2106c7d1f8623fae9b342e682a461b8eb047	f859d6251d93c8176996ac88771d8b6d3607c883	2026-07-30T21:12:45-04:00	f859d6251d93c8176996ac88771d8b6d3607c883	2026-07-30T21:12:45-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_cold_adversarial_review_2026-08-01	36	15	112	D03;D04;D05;D06	udt_p4_cold_adversarial_review_2026-08-01/AUDIT_REPORT.md	6f389c914007aff0b8eded3ffa02ba386a8c7b580235674b2bae51649991704c	c9c8b3848a7ff85b7941e803bf87c0ff48b9f98c	2026-08-01T11:12:27-04:00	c9c8b3848a7ff85b7941e803bf87c0ff48b9f98c	2026-08-01T11:12:27-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_cold_review_repair_2026-08-01	30	2	2	D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_REFERENCE_OR_REVIEW
udt_p4_coupling_derivation_2026-07-31	11	3	3	D04	udt_p4_coupling_derivation_2026-07-31/AUDIT_REPORT.md	26608677cb7081fc755fd90b90a9269ac5786058658991da1bf724a016d355c3	254161709488168010715bc2e1a2b4a6826f2128	2026-07-31T09:15:08-04:00	254161709488168010715bc2e1a2b4a6826f2128	2026-07-31T09:15:08-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_p4_doorway_study_2026-07-31	11	9	90	D04;D06	udt_p4_doorway_study_2026-07-31/AUDIT_REPORT.md	1682fd6af08a88cfffcd8305147700df42e7a1e28e8465e8e92777dc9171e241	f27b5ca7e5548b4e6b096953574e84efee1b3df4	2026-07-31T02:40:12-04:00	f27b5ca7e5548b4e6b096953574e84efee1b3df4	2026-07-31T02:40:12-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_period_gate_2026-07-30	11	11	98	D04;D06	udt_p4_period_gate_2026-07-30/AUDIT_REPORT.md	f977814725c0333c954c9ed24b72b802cc8891924f073deb05edf62a45b3a4d7	807ad0d75ab46f4f406e3a07434eca4ab67b34f0	2026-07-30T22:35:37-04:00	807ad0d75ab46f4f406e3a07434eca4ab67b34f0	2026-07-30T22:35:37-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_routeA_response_inverse_problem_2026-07-29	12	10	42	D04;D06	udt_p4_routeA_response_inverse_problem_2026-07-29/AUDIT_REPORT.md	0e1b0e5b2d9f8b4c220ebbdec93126ecbf7052ca01c0fd280d1f34391642cfa7	b5aac4adaec1752e90d3dbea95ec5e3ef3254ed3	2026-07-29T00:46:56-04:00	b5aac4adaec1752e90d3dbea95ec5e3ef3254ed3	2026-07-29T00:46:56-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_routeA_slice2b_full_cell_2026-07-29	13	5	14	D04;D05	udt_p4_routeA_slice2b_full_cell_2026-07-29/AUDIT_REPORT.md	77ecaf12d7c184742255d8de81907e8cf6657c463096c2bc6e623319017da0aa	2fc9597427e88e987d26b57af1127606e44d33d9	2026-07-29T13:41:16-04:00	2fc9597427e88e987d26b57af1127606e44d33d9	2026-07-29T13:41:16-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_p4_routeA_stage2_pointwise_reduction_2026-07-29	13	6	9	D03;D04;D06	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/AUDIT_REPORT.md	a494c21bd00ba38cbe38b9411d48563bddcbe81d6562b7ee7505f0a0ac62704e	2c0e7cc37f9ed95819e59a090cccb0e086ad2b08	2026-07-29T09:34:54-04:00	2c0e7cc37f9ed95819e59a090cccb0e086ad2b08	2026-07-29T09:34:54-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_p4_routeA_stage3_gate_cut_2026-07-29	12	10	35	D04;D06	udt_p4_routeA_stage3_gate_cut_2026-07-29/AUDIT_REPORT.md	b33df64a50f1b268f9cfb4208ac5bb5e1272161919cdf7c082c09c80f2ef6a58	21d589cda4dab1d84e00b2c3b848f21f09042af3	2026-07-29T10:48:36-04:00	21d589cda4dab1d84e00b2c3b848f21f09042af3	2026-07-29T10:48:36-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_routeB_extension_selection_2026-07-28	11	9	76	D04;D05;D06	udt_p4_routeB_extension_selection_2026-07-28/AUDIT_REPORT.md	5253540dc54b23ee4e79c3b4a16bb40b7c8d91c5ac37e57f84a6a8a1cd8a6239	da301b11e699b49dbc698c4c94e644fb92b97648	2026-07-28T23:19:50-04:00	da301b11e699b49dbc698c4c94e644fb92b97648	2026-07-28T23:19:50-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_routeC_shared_static_sector_2026-07-28	13	5	12	D06	udt_p4_routeC_shared_static_sector_2026-07-28/AUDIT_REPORT.md	d16696e6e44861bf4aa9bece3cd103358ec288027013fb164bbc80f160ba3aec	25078b919b58473260985eabc15e27ccb66137fe	2026-07-28T23:30:39-04:00	25078b919b58473260985eabc15e27ccb66137fe	2026-07-28T23:30:39-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_routeD_field_registration_2026-07-29	11	6	28	D04;D05	udt_p4_routeD_field_registration_2026-07-29/AUDIT_REPORT.md	7dc0144a8ceca79d14908bb2b18b963a7b87226474500821269cadccc96f3e5e	a8510286b4464e254b959a08632b644ed7749ac4	2026-07-29T19:55:07-04:00	a8510286b4464e254b959a08632b644ed7749ac4	2026-07-29T19:55:07-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_routeP_seal_parity_2026-07-29	11	9	42	D06	udt_p4_routeP_seal_parity_2026-07-29/AUDIT_REPORT.md	d77a544c7acea4fde70541da041992f76d8867150e9fcbb906db031595a154f6	ea5d8a3aac812e46be49d014e58f08d2d889e117	2026-07-29T19:58:59-04:00	ea5d8a3aac812e46be49d014e58f08d2d889e117	2026-07-29T19:58:59-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_seam_closure_derivation_2026-07-30	11	8	47	D06	udt_p4_seam_closure_derivation_2026-07-30/AUDIT_REPORT.md	dc5ebd898b2aa6cc3fc718184bc9c502329b76cd4da9a70ea01474798f843453	0d0d57532822312cc030158c7a9ec76cc0b3e14c	2026-07-30T20:06:54-04:00	0d0d57532822312cc030158c7a9ec76cc0b3e14c	2026-07-30T20:06:54-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_p4_stability_slice_2026-07-30	11	10	25	D03;D04	udt_p4_stability_slice_2026-07-30/AUDIT_REPORT.md	fd68aa8b1c1858358317e07d9415cb44792f2339938c1bd7d3ac8b74fecc9ae9	cc8b87216a0ebe71cd70b605b29a643a92985f6e	2026-07-31T02:00:27-04:00	cc8b87216a0ebe71cd70b605b29a643a92985f6e	2026-07-31T02:00:27-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_timelive_stage_T1_2026-07-31	10	9	16	D04;D06	udt_p4_timelive_stage_T1_2026-07-31/AUDIT_REPORT.md	01862b94cb823c3fccd408d078111392bedaba5259ce2dc663eecfd590c1392a	f2343b78dde9965b7137361aeab22e935c23b694	2026-07-31T11:47:17-04:00	f2343b78dde9965b7137361aeab22e935c23b694	2026-07-31T11:47:17-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_p4_timelive_stage_T2_2026-07-31	9	6	12	D04;D06	udt_p4_timelive_stage_T2_2026-07-31/AUDIT_REPORT.md	a69cb03d58a131d106cdea535c0eaa575a52f9c1bd99ce8327d0f666db3e7373	fdae2dcde88566e8a856aef357083d00713a9a52	2026-07-31T12:53:30-04:00	fdae2dcde88566e8a856aef357083d00713a9a52	2026-07-31T12:53:30-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_p4_timelive_stage_T3_2026-07-31	10	6	17	D04;D06	udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	13ca285bd8497f326e1ae16a34cc9db51debc7da817f467e7ab4f0a13a12142e	a56c2ab45553cc6af92fd0a9e44d6e5289807d7a	2026-07-31T13:46:40-04:00	a56c2ab45553cc6af92fd0a9e44d6e5289807d7a	2026-07-31T13:46:40-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24	40	2	3	D05	udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	27092f2cc077fc3a639355abb6cde258f49175b277809a4ae166fde9113396a2	c67c0c1bcd94af6364d93f21fd9dd3a2194f5d3b	2026-07-24T15:18:39-04:00	c67c0c1bcd94af6364d93f21fd9dd3a2194f5d3b	2026-07-24T15:18:39-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_phi_causal_interface_atlas_2026-07-22	39	20	1739	D03;D04;D05;D06	udt_phi_causal_interface_atlas_2026-07-22/AUDIT_REPORT.md	fbfced171bcb77377a850fc4562c3aff06df9f732c9ccc176faf37753325e2ec	adf8f92d95c387cc647f04b16f1f3b17e1e670d2	2026-07-22T23:26:42-04:00	adf8f92d95c387cc647f04b16f1f3b17e1e670d2	2026-07-22T23:26:42-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_phi_metric_ontology_audit_2026-07-22	28	17	1081	D03;D04;D05;D06	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_post_july_mass_branch_reconciliation_2026-08-01	25	2	73	D03;D04;D05;D06	udt_post_july_mass_branch_reconciliation_2026-08-01/AUDIT_REPORT.md	c6774704531a0b22a859e2e7ad4e295b7750ead4823404ffc01bb289e8c7ff2f	856ffeaba2f6134c97acbdc1543861e24318cba7	2026-08-01T19:01:40-04:00	856ffeaba2f6134c97acbdc1543861e24318cba7	2026-08-01T19:01:40-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_post_july_offshell_response_availability_audit_2026-07-25	24	5	14	D06	udt_post_july_offshell_response_availability_audit_2026-07-25/AUDIT_REPORT.md	81335d549129849c7b6f0da50c25b1c93f0f45fce3ce6a2f4b4d724f4d0cf2dd	6d39479db444da32ed184d0f70cd4ac053ebb6fa	2026-07-25T22:22:21-04:00	6d39479db444da32ed184d0f70cd4ac053ebb6fa	2026-07-25T22:22:21-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_pre_density_substrate_response_atlas_2026-07-24	40	19	116	D03;D04;D05;D06	udt_pre_density_substrate_response_atlas_2026-07-24/AUDIT_REPORT.md	8f3a3947ce8421b53c95285266421f45df354c2bb5a6f96c6c5d6129e89f7d5a	d49a7af2024224deec7818236b6dd2dc646ac881	2026-07-24T05:13:12-04:00	d49a7af2024224deec7818236b6dd2dc646ac881	2026-07-24T05:13:12-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_pre_p06_boundary_selector_audit_2026-07-21	27	13	35	D03;D04;D05;D06	udt_pre_p06_boundary_selector_audit_2026-07-21/AUDIT_REPORT.md	15f3321a00829762ae2181261f48ebb2600c03c8da5ad8c7f716d0ce14f271c9	21cfeb8f25fe18afe5a5a924ea073a9cfc24238b	2026-07-21T12:30:28-04:00	21cfeb8f25fe18afe5a5a924ea073a9cfc24238b	2026-07-21T12:30:28-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_premise_reset_audit_2026-07-19	24	13	64	D04;D05;D06	udt_premise_reset_audit_2026-07-19/AUDIT_REPORT.md	fc1c3d9edb7ce87415470da09c01cf2223ec4fa2022ee4565f32d77ccbc50ada	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_r09_certificate_adjudication_2026-07-28	7	6	16	D03;D06	udt_r09_certificate_adjudication_2026-07-28/AUDIT_REPORT.md	4f5c787d25674929d65a1507cabb64d98aa1133ab92e7af28ddcbb0dee927e6f	d86f2133a944f839cb60a49d3fa102afc51347e2	2026-07-28T20:43:36-04:00	d86f2133a944f839cb60a49d3fa102afc51347e2	2026-07-28T20:43:36-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_reciprocal_angular_intertwiner_audit_2026-07-23	41	15	307	D03;D04;D05;D06	udt_reciprocal_angular_intertwiner_audit_2026-07-23/AUDIT_REPORT.md	3d368c4e8c16db18aec43280f8edb3205765d4ebc5349b2795dfb1847e87355d	2fb3fd59207acd6da3c85b81dd320ce551888997	2026-07-23T12:39:21-04:00	2fb3fd59207acd6da3c85b81dd320ce551888997	2026-07-23T12:39:21-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_reciprocal_c_metric_meaning_audit_2026-07-22	25	9	18	D03;D04;D05;D06	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_reciprocal_closure_joint_selector_audit_2026-08-01	36	23	196	D03;D04;D05;D06	udt_reciprocal_closure_joint_selector_audit_2026-08-01/AUDIT_REPORT.md	10971f28345c27e88299bc49b0f38fece9d7899701c5d5c24a8c66eeeb4370a1	0b2a305690b7a395fa1777a27768ade9e8bbe8bf	2026-08-01T20:33:51-04:00	0b2a305690b7a395fa1777a27768ade9e8bbe8bf	2026-08-01T20:33:51-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_reciprocal_pair_global_module_audit_2026-07-24	41	22	98	D03;D04;D05;D06	udt_reciprocal_pair_global_module_audit_2026-07-24/AUDIT_REPORT.md	4627ad0480ca7fe55b253755efe46c9264c3fbe16a091eb8226345b67361e53f	b71e240dd06d287103a6a906af0c43f6c81ab520	2026-07-24T10:32:44-04:00	b71e240dd06d287103a6a906af0c43f6c81ab520	2026-07-24T10:32:44-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_reciprocal_plane_projector_audit_2026-07-21	22	20	272	D03;D04;D05;D06	udt_reciprocal_plane_projector_audit_2026-07-21/AUDIT_REPORT.md	8833d53428a9e23b4e6f50df81d20ff1b99a35c28612b780a6c1da649d361295	fa3d3afda98b2516e58b83a4f383190df9a0aa68	2026-07-21T09:05:21-04:00	fa3d3afda98b2516e58b83a4f383190df9a0aa68	2026-07-21T09:05:21-04:00	SIX_GATE_SOURCE
udt_reciprocal_seam_descent_audit_2026-07-23	35	19	880	D03;D04;D05;D06	udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	43ac1ef41a2e99e156078ff4de460ff2e1f233fd4da8bb52a7692cad99e45d63	9403690fa3940f482364eb034bed67fd2a0d260d	2026-07-23T12:09:06-04:00	9403690fa3940f482364eb034bed67fd2a0d260d	2026-07-23T12:09:06-04:00	SIX_GATE_SOURCE
udt_reciprocal_subbundle_ownership_audit_2026-07-22	23	15	203	D03;D04;D05;D06	udt_reciprocal_subbundle_ownership_audit_2026-07-22/AUDIT_REPORT.md	f8c2b7fb5b1073d685dc5032b0a6c29bfc2b755b6cb7008e4b46eb5da655442a	f5f30018dda111f4bf131a5675f8480ca605a268	2026-07-22T15:16:24-04:00	f5f30018dda111f4bf131a5675f8480ca605a268	2026-07-22T15:16:24-04:00	SIX_GATE_SOURCE
udt_reciprocal_transport_holonomy_atlas_2026-07-26	36	30	310	D03;D04;D05;D06	udt_reciprocal_transport_holonomy_atlas_2026-07-26/AUDIT_REPORT.md	64ca175da25fbed41531acdcca1106ec6eccc5368178634b1965553296f55f29	df57d4c3e797baec6c65c3f713e0d5deb1772156	2026-07-26T15:33:12-04:00	df57d4c3e797baec6c65c3f713e0d5deb1772156	2026-07-26T15:33:12-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_reciprocal_transport_naturality_selector_audit_2026-07-23	19	14	125	D03;D04;D06	udt_reciprocal_transport_naturality_selector_audit_2026-07-23/AUDIT_REPORT.md	10f2f83f0dc2e12d5ac9e80c7ce9ea747d5adebc4c2c354b680b9db0b61165bf	ce61fbd170962a09daeb427fa9078b6960b5b5a1	2026-07-23T21:52:10-04:00	ce61fbd170962a09daeb427fa9078b6960b5b5a1	2026-07-23T21:52:10-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_reciprocity_regime_angular_center_audit_2026-07-22	25	13	25	D03;D04;D05;D06	udt_reciprocity_regime_angular_center_audit_2026-07-22/AUDIT_REPORT.md	37ee959ad8a38283b8ba3d1a625de07cb7ce52ff11b06ac87629f8065169a3b9	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_reduced_holonomy_condition_audit_2026-07-27	42	24	82	D03;D04;D05;D06	udt_reduced_holonomy_condition_audit_2026-07-27/AUDIT_REPORT.md	e6d9d41974c540e00ba8f1787576eccd4046b208ff15545cf0604bcfce6f7eab	3afd1350ab20c22c7e5224c703e080b3459abe7c	2026-07-27T12:37:57-04:00	3afd1350ab20c22c7e5224c703e080b3459abe7c	2026-07-27T12:37:57-04:00	SIX_GATE_SOURCE
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24	35	11	26	D05;D06	udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/AUDIT_REPORT.md	c82f3888b0783b18f69ff934e1521d433b98c5b2c9a10b953ee5e1cbfeab0d2b	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	148f84ea467d9716f8706c161efd45d0a381ecaa	2026-07-24T14:55:45-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_relational_metric_fixed_point_typing_audit_2026-07-26	41	14	34	D04;D05;D06	udt_relational_metric_fixed_point_typing_audit_2026-07-26/AUDIT_REPORT.md	f2a1498d40f48ca5a3f7c92c77ad44e8997fd70ad7877fc6926d9fa1e18b2f9b	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	0b02b25f362cf43c150fefdb6a77216d9bf167c4	2026-07-26T21:58:24-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_relational_pair_depth_realization_audit_2026-07-24	38	16	36	D04;D05;D06	udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	6f3c5cab4b40837d84470f84937e71e814f8e3a4	2026-07-24T13:50:13-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_relative_angular_area_shape_selector_audit_2026-07-23	35	10	24	D03;D04;D05;D06	udt_relative_angular_area_shape_selector_audit_2026-07-23/AUDIT_REPORT.md	ad142150e340fe43b300f9ea1ec6547232007a9bebff9e6e7bf9aa77f6a0b004	758f16e9330d5ba054c6bcd694c29a9340c315b5	2026-07-23T13:22:46-04:00	758f16e9330d5ba054c6bcd694c29a9340c315b5	2026-07-23T13:22:46-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_scientific_consolidation_checkpoint_2026-07-23	34	21	94	D03;D04;D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_REFERENCE_OR_REVIEW
udt_stability_action_boundary_bridge_audit_2026-08-01	32	7	12	D04;D05;D06	udt_stability_action_boundary_bridge_audit_2026-08-01/AUDIT_REPORT.md	222fa78eed00ff49e421d8919eb09fffeb4cee8d2ee303e2f7a0506f6506e20f	dc96fbad42d15f122ee7361344bd1685a10721ca	2026-08-01T18:02:42-04:00	dc96fbad42d15f122ee7361344bd1685a10721ca	2026-08-01T18:02:42-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_stability_derivation_closure_sweep_2026-08-01	47	9	66	D04;D06	udt_stability_derivation_closure_sweep_2026-08-01/AUDIT_REPORT.md	2697530272ff6db9c3c18103301bdcc7295b34dd77f0839ee8645b0752020dfc	73aea8633668a759cfa20610bb43b27a4ead7dad	2026-08-01T15:50:35-04:00	73aea8633668a759cfa20610bb43b27a4ead7dad	2026-08-01T15:50:35-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_stability_family_ontology_audit_2026-08-01	46	13	106	D04;D05;D06	udt_stability_family_ontology_audit_2026-08-01/AUDIT_REPORT.md	f65dcf8e86c2a191ce10f42044419514d6c87ba69d64a8d3c3fb4b7dd55583bb	a90954c51a54cb0ad468854c20a7861024f68e29	2026-08-01T16:40:13-04:00	a90954c51a54cb0ad468854c20a7861024f68e29	2026-08-01T16:40:13-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_stability_family_survivor_map_2026-08-01	45	7	57	D04;D06	udt_stability_family_survivor_map_2026-08-01/AUDIT_REPORT.md	dedfd4ee52dda0dd56dae220bcd08b7167195c88ff9b8cf27a72ed3b4e641ee6	c38953cfe6cf36facdbc9f4670aabc3ffd17e2b2	2026-08-01T15:26:03-04:00	c38953cfe6cf36facdbc9f4670aabc3ffd17e2b2	2026-08-01T15:26:03-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_stability_foundations_audit_2026-08-01	42	8	23	D06	udt_stability_foundations_audit_2026-08-01/AUDIT_REPORT.md	65e13b80f7cae12e7bf0553c257d1f22fa4b80463198a88eebe653596a9e83d4	089e2044be1b2e801f9b4f07e83efb5296dc1375	2026-08-01T12:12:55-04:00	089e2044be1b2e801f9b4f07e83efb5296dc1375	2026-08-01T12:12:55-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
