identity_order	identity_id	bank	carrier_id	mask_id	start_point	end_point	global_domain_status
2594	B3_R02_3_M2	B3	R02_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2595	B3_R02_3_M3	B3	R02_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2596	B3_R02_3_M4	B3	R02_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2597	B3_R02_3_M5	B3	R02_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2598	B3_R02_3_M6	B3	R02_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2599	B3_R02_3_M7	B3	R02_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2600	B3_R02_3_M8	B3	R02_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2601	B3_R02_3_M9	B3	R02_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2602	B3_R02_3_MA	B3	R02_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2603	B3_R02_3_MB	B3	R02_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2604	B3_R02_3_MC	B3	R02_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2605	B3_R02_3_MD	B3	R02_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2606	B3_R02_3_ME	B3	R02_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2607	B3_R02_3_MF	B3	R02_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2608	B3_R03_3_M0	B3	R03_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2609	B3_R03_3_M1	B3	R03_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2610	B3_R03_3_M2	B3	R03_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2611	B3_R03_3_M3	B3	R03_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2612	B3_R03_3_M4	B3	R03_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2613	B3_R03_3_M5	B3	R03_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2614	B3_R03_3_M6	B3	R03_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2615	B3_R03_3_M7	B3	R03_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2616	B3_R03_3_M8	B3	R03_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2617	B3_R03_3_M9	B3	R03_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2618	B3_R03_3_MA	B3	R03_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2619	B3_R03_3_MB	B3	R03_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2620	B3_R03_3_MC	B3	R03_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2621	B3_R03_3_MD	B3	R03_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2622	B3_R03_3_ME	B3	R03_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2623	B3_R03_3_MF	B3	R03_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2624	B3_R04_3_M0	B3	R04_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2625	B3_R04_3_M1	B3	R04_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2626	B3_R04_3_M2	B3	R04_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2627	B3_R04_3_M3	B3	R04_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2628	B3_R04_3_M4	B3	R04_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2629	B3_R04_3_M5	B3	R04_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2630	B3_R04_3_M6	B3	R04_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2631	B3_R04_3_M7	B3	R04_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2632	B3_R04_3_M8	B3	R04_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2633	B3_R04_3_M9	B3	R04_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2634	B3_R04_3_MA	B3	R04_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2635	B3_R04_3_MB	B3	R04_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2636	B3_R04_3_MC	B3	R04_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2637	B3_R04_3_MD	B3	R04_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2638	B3_R04_3_ME	B3	R04_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2639	B3_R04_3_MF	B3	R04_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2640	B3_R05_3_M0	B3	R05_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2641	B3_R05_3_M1	B3	R05_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2642	B3_R05_3_M2	B3	R05_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2643	B3_R05_3_M3	B3	R05_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2644	B3_R05_3_M4	B3	R05_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2645	B3_R05_3_M5	B3	R05_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2646	B3_R05_3_M6	B3	R05_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2647	B3_R05_3_M7	B3	R05_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2648	B3_R05_3_M8	B3	R05_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2649	B3_R05_3_M9	B3	R05_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2650	B3_R05_3_MA	B3	R05_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2651	B3_R05_3_MB	B3	R05_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2652	B3_R05_3_MC	B3	R05_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2653	B3_R05_3_MD	B3	R05_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2654	B3_R05_3_ME	B3	R05_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2655	B3_R05_3_MF	B3	R05_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2656	B3_R06_3_M0	B3	R06_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2657	B3_R06_3_M1	B3	R06_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2658	B3_R06_3_M2	B3	R06_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2659	B3_R06_3_M3	B3	R06_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2660	B3_R06_3_M4	B3	R06_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2661	B3_R06_3_M5	B3	R06_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2662	B3_R06_3_M6	B3	R06_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2663	B3_R06_3_M7	B3	R06_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2664	B3_R06_3_M8	B3	R06_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2665	B3_R06_3_M9	B3	R06_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2666	B3_R06_3_MA	B3	R06_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2667	B3_R06_3_MB	B3	R06_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2668	B3_R06_3_MC	B3	R06_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2669	B3_R06_3_MD	B3	R06_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2670	B3_R06_3_ME	B3	R06_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2671	B3_R06_3_MF	B3	R06_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2672	B3_R07_3_M0	B3	R07_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2673	B3_R07_3_M1	B3	R07_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2674	B3_R07_3_M2	B3	R07_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2675	B3_R07_3_M3	B3	R07_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2676	B3_R07_3_M4	B3	R07_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2677	B3_R07_3_M5	B3	R07_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2678	B3_R07_3_M6	B3	R07_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2679	B3_R07_3_M7	B3	R07_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2680	B3_R07_3_M8	B3	R07_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2681	B3_R07_3_M9	B3	R07_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2682	B3_R07_3_MA	B3	R07_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2683	B3_R07_3_MB	B3	R07_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2684	B3_R07_3_MC	B3	R07_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2685	B3_R07_3_MD	B3	R07_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2686	B3_R07_3_ME	B3	R07_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2687	B3_R07_3_MF	B3	R07_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2688	B3_R08_3_M0	B3	R08_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2689	B3_R08_3_M1	B3	R08_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2690	B3_R08_3_M2	B3	R08_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2691	B3_R08_3_M3	B3	R08_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2692	B3_R08_3_M4	B3	R08_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2693	B3_R08_3_M5	B3	R08_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2694	B3_R08_3_M6	B3	R08_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2695	B3_R08_3_M7	B3	R08_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2696	B3_R08_3_M8	B3	R08_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2697	B3_R08_3_M9	B3	R08_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2698	B3_R08_3_MA	B3	R08_3	MA	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2699	B3_R08_3_MB	B3	R08_3	MB	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2700	B3_R08_3_MC	B3	R08_3	MC	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2701	B3_R08_3_MD	B3	R08_3	MD	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2702	B3_R08_3_ME	B3	R08_3	ME	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2703	B3_R08_3_MF	B3	R08_3	MF	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2704	B3_R09_3_M0	B3	R09_3	M0	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2705	B3_R09_3_M1	B3	R09_3	M1	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2706	B3_R09_3_M2	B3	R09_3	M2	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2707	B3_R09_3_M3	B3	R09_3	M3	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2708	B3_R09_3_M4	B3	R09_3	M4	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2709	B3_R09_3_M5	B3	R09_3	M5	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2710	B3_R09_3_M6	B3	R09_3	M6	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2711	B3_R09_3_M7	B3	R09_3	M7	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2712	B3_R09_3_M8	B3	R09_3	M8	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2713	B3_R09_3_M9	B3	R09_3	M9	[0.2,0.16666666666666666,-0.14285714285714285,-0.125]	[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
