pair_id	source	target	T_source	L_source	beta_source	T_target	L_target	beta_target	gram_class	reverse_gram_class	R11	R12	R22	area_ratio	reciprocal_ratio	delta_beta
P069_060	S069	S060	2	4	1	2	3	-1	INCOMPARABLE	INCOMPARABLE	1	-1	3/4	3/4	4/3	-2
P069_061	S069	S061	2	4	1	2	3	-1/2	INCOMPARABLE	INCOMPARABLE	1	-3/4	3/4	3/4	4/3	-3/2
P069_062	S069	S062	2	4	1	2	3	0	INCOMPARABLE	INCOMPARABLE	1	-1/2	3/4	3/4	4/3	-1
P069_063	S069	S063	2	4	1	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1	-1/4	3/4	3/4	4/3	-1/2
P069_064	S069	S064	2	4	1	2	3	1	INCOMPARABLE	PSD_RANK_1	1	0	3/4	3/4	4/3	0
P069_065	S069	S065	2	4	1	2	4	-1	INCOMPARABLE	INCOMPARABLE	1	-1	1	1	1	-2
P069_066	S069	S066	2	4	1	2	4	-1/2	INCOMPARABLE	INCOMPARABLE	1	-3/4	1	1	1	-3/2
P069_067	S069	S067	2	4	1	2	4	0	INCOMPARABLE	INCOMPARABLE	1	-1/2	1	1	1	-1
P069_068	S069	S068	2	4	1	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1	-1/4	1	1	1	-1/2
P069_069	S069	S069	2	4	1	2	4	1	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P069_070	S069	S070	2	4	1	2	5	-1	INCOMPARABLE	INCOMPARABLE	1	-1	5/4	5/4	4/5	-2
P069_071	S069	S071	2	4	1	2	5	-1/2	INCOMPARABLE	INCOMPARABLE	1	-3/4	5/4	5/4	4/5	-3/2
P069_072	S069	S072	2	4	1	2	5	0	INCOMPARABLE	INCOMPARABLE	1	-1/2	5/4	5/4	4/5	-1
P069_073	S069	S073	2	4	1	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1	-1/4	5/4	5/4	4/5	-1/2
P069_074	S069	S074	2	4	1	2	5	1	PSD_RANK_1	INCOMPARABLE	1	0	5/4	5/4	4/5	0
P069_075	S069	S075	2	4	1	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	1/4	1/8	2	-2
P069_076	S069	S076	2	4	1	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/8	1/4	1/8	2	-3/2
P069_077	S069	S077	2	4	1	1	1	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1/4	1/8	2	-1
P069_078	S069	S078	2	4	1	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/8	1/4	1/8	2	-1/2
P069_079	S069	S079	2	4	1	1	1	1	INCOMPARABLE	INCOMPARABLE	1/2	0	1/4	1/8	2	0
P069_080	S069	S080	2	4	1	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	1/2	1/4	1	-2
P069_081	S069	S081	2	4	1	1	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/8	1/2	1/4	1	-3/2
P069_082	S069	S082	2	4	1	1	2	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1/2	1/4	1	-1
P069_083	S069	S083	2	4	1	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/8	1/2	1/4	1	-1/2
P069_084	S069	S084	2	4	1	1	2	1	INCOMPARABLE	INCOMPARABLE	1/2	0	1/2	1/4	1	0
P069_085	S069	S085	2	4	1	1	3	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	3/4	3/8	2/3	-2
P069_086	S069	S086	2	4	1	1	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/8	3/4	3/8	2/3	-3/2
P069_087	S069	S087	2	4	1	1	3	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	3/4	3/8	2/3	-1
P069_088	S069	S088	2	4	1	1	3	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/8	3/4	3/8	2/3	-1/2
P069_089	S069	S089	2	4	1	1	3	1	INCOMPARABLE	INCOMPARABLE	1/2	0	3/4	3/8	2/3	0
P069_090	S069	S090	2	4	1	1	4	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	1	1/2	1/2	-2
P069_091	S069	S091	2	4	1	1	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/8	1	1/2	1/2	-3/2
P069_092	S069	S092	2	4	1	1	4	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1	1/2	1/2	-1
P069_093	S069	S093	2	4	1	1	4	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/8	1	1/2	1/2	-1/2
P069_094	S069	S094	2	4	1	1	4	1	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P069_095	S069	S095	2	4	1	1	5	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/2	5/4	5/8	2/5	-2
P069_096	S069	S096	2	4	1	1	5	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	-3/8	5/4	5/8	2/5	-3/2
P069_097	S069	S097	2	4	1	1	5	0	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	5/4	5/8	2/5	-1
P069_098	S069	S098	2	4	1	1	5	1/2	PSD_RANK_2	INCOMPARABLE	1/2	-1/8	5/4	5/8	2/5	-1/2
P069_099	S069	S099	2	4	1	1	5	1	PSD_RANK_2	INCOMPARABLE	1/2	0	5/4	5/8	2/5	0
P070_000	S070	S000	2	5	-1	4	1	-1	INCOMPARABLE	PSD_RANK_2	2	0	1/5	2/5	10	0
P070_001	S070	S001	2	5	-1	4	1	-1/2	INCOMPARABLE	PSD_RANK_2	2	2/5	1/5	2/5	10	1/2
P070_002	S070	S002	2	5	-1	4	1	0	INCOMPARABLE	PSD_RANK_2	2	4/5	1/5	2/5	10	1
P070_003	S070	S003	2	5	-1	4	1	1/2	INCOMPARABLE	PSD_RANK_2	2	6/5	1/5	2/5	10	3/2
P070_004	S070	S004	2	5	-1	4	1	1	INCOMPARABLE	PSD_RANK_2	2	8/5	1/5	2/5	10	2
P070_005	S070	S005	2	5	-1	4	2	-1	INCOMPARABLE	PSD_RANK_2	2	0	2/5	4/5	5	0
P070_006	S070	S006	2	5	-1	4	2	-1/2	INCOMPARABLE	PSD_RANK_2	2	2/5	2/5	4/5	5	1/2
P070_007	S070	S007	2	5	-1	4	2	0	INCOMPARABLE	PSD_RANK_2	2	4/5	2/5	4/5	5	1
P070_008	S070	S008	2	5	-1	4	2	1/2	INCOMPARABLE	PSD_RANK_2	2	6/5	2/5	4/5	5	3/2
P070_009	S070	S009	2	5	-1	4	2	1	INCOMPARABLE	INCOMPARABLE	2	8/5	2/5	4/5	5	2
P070_010	S070	S010	2	5	-1	4	3	-1	INCOMPARABLE	PSD_RANK_2	2	0	3/5	6/5	10/3	0
P070_011	S070	S011	2	5	-1	4	3	-1/2	INCOMPARABLE	PSD_RANK_2	2	2/5	3/5	6/5	10/3	1/2
P070_012	S070	S012	2	5	-1	4	3	0	INCOMPARABLE	PSD_RANK_2	2	4/5	3/5	6/5	10/3	1
P070_013	S070	S013	2	5	-1	4	3	1/2	INCOMPARABLE	PSD_RANK_2	2	6/5	3/5	6/5	10/3	3/2
P070_014	S070	S014	2	5	-1	4	3	1	INCOMPARABLE	INCOMPARABLE	2	8/5	3/5	6/5	10/3	2
P070_015	S070	S015	2	5	-1	4	4	-1	INCOMPARABLE	PSD_RANK_2	2	0	4/5	8/5	5/2	0
P070_016	S070	S016	2	5	-1	4	4	-1/2	INCOMPARABLE	PSD_RANK_2	2	2/5	4/5	8/5	5/2	1/2
P070_017	S070	S017	2	5	-1	4	4	0	INCOMPARABLE	PSD_RANK_2	2	4/5	4/5	8/5	5/2	1
P070_018	S070	S018	2	5	-1	4	4	1/2	INCOMPARABLE	INCOMPARABLE	2	6/5	4/5	8/5	5/2	3/2
P070_019	S070	S019	2	5	-1	4	4	1	INCOMPARABLE	INCOMPARABLE	2	8/5	4/5	8/5	5/2	2
P070_020	S070	S020	2	5	-1	4	5	-1	INCOMPARABLE	PSD_RANK_1	2	0	1	2	2	0
P070_021	S070	S021	2	5	-1	4	5	-1/2	INCOMPARABLE	INCOMPARABLE	2	2/5	1	2	2	1/2
P070_022	S070	S022	2	5	-1	4	5	0	INCOMPARABLE	INCOMPARABLE	2	4/5	1	2	2	1
P070_023	S070	S023	2	5	-1	4	5	1/2	INCOMPARABLE	INCOMPARABLE	2	6/5	1	2	2	3/2
P070_024	S070	S024	2	5	-1	4	5	1	INCOMPARABLE	INCOMPARABLE	2	8/5	1	2	2	2
P070_025	S070	S025	2	5	-1	3	1	-1	INCOMPARABLE	PSD_RANK_2	3/2	0	1/5	3/10	15/2	0
P070_026	S070	S026	2	5	-1	3	1	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/10	1/5	3/10	15/2	1/2
P070_027	S070	S027	2	5	-1	3	1	0	INCOMPARABLE	PSD_RANK_2	3/2	3/5	1/5	3/10	15/2	1
P070_028	S070	S028	2	5	-1	3	1	1/2	INCOMPARABLE	PSD_RANK_2	3/2	9/10	1/5	3/10	15/2	3/2
P070_029	S070	S029	2	5	-1	3	1	1	INCOMPARABLE	INCOMPARABLE	3/2	6/5	1/5	3/10	15/2	2
P070_030	S070	S030	2	5	-1	3	2	-1	INCOMPARABLE	PSD_RANK_2	3/2	0	2/5	3/5	15/4	0
P070_031	S070	S031	2	5	-1	3	2	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/10	2/5	3/5	15/4	1/2
P070_032	S070	S032	2	5	-1	3	2	0	INCOMPARABLE	PSD_RANK_2	3/2	3/5	2/5	3/5	15/4	1
P070_033	S070	S033	2	5	-1	3	2	1/2	INCOMPARABLE	PSD_RANK_2	3/2	9/10	2/5	3/5	15/4	3/2
P070_034	S070	S034	2	5	-1	3	2	1	INCOMPARABLE	INCOMPARABLE	3/2	6/5	2/5	3/5	15/4	2
P070_035	S070	S035	2	5	-1	3	3	-1	INCOMPARABLE	PSD_RANK_2	3/2	0	3/5	9/10	5/2	0
P070_036	S070	S036	2	5	-1	3	3	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/10	3/5	9/10	5/2	1/2
P070_037	S070	S037	2	5	-1	3	3	0	INCOMPARABLE	PSD_RANK_2	3/2	3/5	3/5	9/10	5/2	1
P070_038	S070	S038	2	5	-1	3	3	1/2	INCOMPARABLE	INCOMPARABLE	3/2	9/10	3/5	9/10	5/2	3/2
P070_039	S070	S039	2	5	-1	3	3	1	INCOMPARABLE	INCOMPARABLE	3/2	6/5	3/5	9/10	5/2	2
P070_040	S070	S040	2	5	-1	3	4	-1	INCOMPARABLE	PSD_RANK_2	3/2	0	4/5	6/5	15/8	0
P070_041	S070	S041	2	5	-1	3	4	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/10	4/5	6/5	15/8	1/2
P070_042	S070	S042	2	5	-1	3	4	0	INCOMPARABLE	PSD_RANK_2	3/2	3/5	4/5	6/5	15/8	1
P070_043	S070	S043	2	5	-1	3	4	1/2	INCOMPARABLE	INCOMPARABLE	3/2	9/10	4/5	6/5	15/8	3/2
P070_044	S070	S044	2	5	-1	3	4	1	INCOMPARABLE	INCOMPARABLE	3/2	6/5	4/5	6/5	15/8	2
P070_045	S070	S045	2	5	-1	3	5	-1	INCOMPARABLE	PSD_RANK_1	3/2	0	1	3/2	3/2	0
P070_046	S070	S046	2	5	-1	3	5	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/10	1	3/2	3/2	1/2
P070_047	S070	S047	2	5	-1	3	5	0	INCOMPARABLE	INCOMPARABLE	3/2	3/5	1	3/2	3/2	1
P070_048	S070	S048	2	5	-1	3	5	1/2	INCOMPARABLE	INCOMPARABLE	3/2	9/10	1	3/2	3/2	3/2
P070_049	S070	S049	2	5	-1	3	5	1	INCOMPARABLE	INCOMPARABLE	3/2	6/5	1	3/2	3/2	2
P070_050	S070	S050	2	5	-1	2	1	-1	INCOMPARABLE	PSD_RANK_1	1	0	1/5	1/5	5	0
P070_051	S070	S051	2	5	-1	2	1	-1/2	INCOMPARABLE	INCOMPARABLE	1	1/5	1/5	1/5	5	1/2
P070_052	S070	S052	2	5	-1	2	1	0	INCOMPARABLE	INCOMPARABLE	1	2/5	1/5	1/5	5	1
P070_053	S070	S053	2	5	-1	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1	3/5	1/5	1/5	5	3/2
P070_054	S070	S054	2	5	-1	2	1	1	INCOMPARABLE	INCOMPARABLE	1	4/5	1/5	1/5	5	2
P070_055	S070	S055	2	5	-1	2	2	-1	INCOMPARABLE	PSD_RANK_1	1	0	2/5	2/5	5/2	0
P070_056	S070	S056	2	5	-1	2	2	-1/2	INCOMPARABLE	INCOMPARABLE	1	1/5	2/5	2/5	5/2	1/2
P070_057	S070	S057	2	5	-1	2	2	0	INCOMPARABLE	INCOMPARABLE	1	2/5	2/5	2/5	5/2	1
P070_058	S070	S058	2	5	-1	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1	3/5	2/5	2/5	5/2	3/2
P070_059	S070	S059	2	5	-1	2	2	1	INCOMPARABLE	INCOMPARABLE	1	4/5	2/5	2/5	5/2	2
P070_060	S070	S060	2	5	-1	2	3	-1	INCOMPARABLE	PSD_RANK_1	1	0	3/5	3/5	5/3	0
P070_061	S070	S061	2	5	-1	2	3	-1/2	INCOMPARABLE	INCOMPARABLE	1	1/5	3/5	3/5	5/3	1/2
P070_062	S070	S062	2	5	-1	2	3	0	INCOMPARABLE	INCOMPARABLE	1	2/5	3/5	3/5	5/3	1
P070_063	S070	S063	2	5	-1	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1	3/5	3/5	3/5	5/3	3/2
P070_064	S070	S064	2	5	-1	2	3	1	INCOMPARABLE	INCOMPARABLE	1	4/5	3/5	3/5	5/3	2
P070_065	S070	S065	2	5	-1	2	4	-1	INCOMPARABLE	PSD_RANK_1	1	0	4/5	4/5	5/4	0
P070_066	S070	S066	2	5	-1	2	4	-1/2	INCOMPARABLE	INCOMPARABLE	1	1/5	4/5	4/5	5/4	1/2
P070_067	S070	S067	2	5	-1	2	4	0	INCOMPARABLE	INCOMPARABLE	1	2/5	4/5	4/5	5/4	1
P070_068	S070	S068	2	5	-1	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1	3/5	4/5	4/5	5/4	3/2
P070_069	S070	S069	2	5	-1	2	4	1	INCOMPARABLE	INCOMPARABLE	1	4/5	4/5	4/5	5/4	2
P070_070	S070	S070	2	5	-1	2	5	-1	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P070_071	S070	S071	2	5	-1	2	5	-1/2	INCOMPARABLE	INCOMPARABLE	1	1/5	1	1	1	1/2
P070_072	S070	S072	2	5	-1	2	5	0	INCOMPARABLE	INCOMPARABLE	1	2/5	1	1	1	1
P070_073	S070	S073	2	5	-1	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1	3/5	1	1	1	3/2
P070_074	S070	S074	2	5	-1	2	5	1	INCOMPARABLE	INCOMPARABLE	1	4/5	1	1	1	2
P070_075	S070	S075	2	5	-1	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	0	1/5	1/10	5/2	0
P070_076	S070	S076	2	5	-1	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/10	1/5	1/10	5/2	1/2
P070_077	S070	S077	2	5	-1	1	1	0	INCOMPARABLE	INCOMPARABLE	1/2	1/5	1/5	1/10	5/2	1
P070_078	S070	S078	2	5	-1	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	3/10	1/5	1/10	5/2	3/2
P070_079	S070	S079	2	5	-1	1	1	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	1/5	1/10	5/2	2
P070_080	S070	S080	2	5	-1	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	0	2/5	1/5	5/4	0
P070_081	S070	S081	2	5	-1	1	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/10	2/5	1/5	5/4	1/2
P070_082	S070	S082	2	5	-1	1	2	0	INCOMPARABLE	INCOMPARABLE	1/2	1/5	2/5	1/5	5/4	1
P070_083	S070	S083	2	5	-1	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	3/10	2/5	1/5	5/4	3/2
P070_084	S070	S084	2	5	-1	1	2	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	2/5	1/5	5/4	2
P070_085	S070	S085	2	5	-1	1	3	-1	INCOMPARABLE	INCOMPARABLE	1/2	0	3/5	3/10	5/6	0
P070_086	S070	S086	2	5	-1	1	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/10	3/5	3/10	5/6	1/2
P070_087	S070	S087	2	5	-1	1	3	0	INCOMPARABLE	INCOMPARABLE	1/2	1/5	3/5	3/10	5/6	1
P070_088	S070	S088	2	5	-1	1	3	1/2	INCOMPARABLE	INCOMPARABLE	1/2	3/10	3/5	3/10	5/6	3/2
P070_089	S070	S089	2	5	-1	1	3	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	3/5	3/10	5/6	2
P070_090	S070	S090	2	5	-1	1	4	-1	INCOMPARABLE	INCOMPARABLE	1/2	0	4/5	2/5	5/8	0
P070_091	S070	S091	2	5	-1	1	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/10	4/5	2/5	5/8	1/2
P070_092	S070	S092	2	5	-1	1	4	0	INCOMPARABLE	INCOMPARABLE	1/2	1/5	4/5	2/5	5/8	1
P070_093	S070	S093	2	5	-1	1	4	1/2	INCOMPARABLE	INCOMPARABLE	1/2	3/10	4/5	2/5	5/8	3/2
P070_094	S070	S094	2	5	-1	1	4	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	4/5	2/5	5/8	2
P070_095	S070	S095	2	5	-1	1	5	-1	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P070_096	S070	S096	2	5	-1	1	5	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/10	1	1/2	1/2	1/2
P070_097	S070	S097	2	5	-1	1	5	0	INCOMPARABLE	INCOMPARABLE	1/2	1/5	1	1/2	1/2	1
P070_098	S070	S098	2	5	-1	1	5	1/2	INCOMPARABLE	INCOMPARABLE	1/2	3/10	1	1/2	1/2	3/2
P070_099	S070	S099	2	5	-1	1	5	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	1	1/2	1/2	2
P071_000	S071	S000	2	5	-1/2	4	1	-1	INCOMPARABLE	PSD_RANK_2	2	-2/5	1/5	2/5	10	-1/2
P071_001	S071	S001	2	5	-1/2	4	1	-1/2	INCOMPARABLE	PSD_RANK_2	2	0	1/5	2/5	10	0
P071_002	S071	S002	2	5	-1/2	4	1	0	INCOMPARABLE	PSD_RANK_2	2	2/5	1/5	2/5	10	1/2
P071_003	S071	S003	2	5	-1/2	4	1	1/2	INCOMPARABLE	PSD_RANK_2	2	4/5	1/5	2/5	10	1
P071_004	S071	S004	2	5	-1/2	4	1	1	INCOMPARABLE	PSD_RANK_2	2	6/5	1/5	2/5	10	3/2
P071_005	S071	S005	2	5	-1/2	4	2	-1	INCOMPARABLE	PSD_RANK_2	2	-2/5	2/5	4/5	5	-1/2
P071_006	S071	S006	2	5	-1/2	4	2	-1/2	INCOMPARABLE	PSD_RANK_2	2	0	2/5	4/5	5	0
P071_007	S071	S007	2	5	-1/2	4	2	0	INCOMPARABLE	PSD_RANK_2	2	2/5	2/5	4/5	5	1/2
P071_008	S071	S008	2	5	-1/2	4	2	1/2	INCOMPARABLE	PSD_RANK_2	2	4/5	2/5	4/5	5	1
P071_009	S071	S009	2	5	-1/2	4	2	1	INCOMPARABLE	PSD_RANK_2	2	6/5	2/5	4/5	5	3/2
P071_010	S071	S010	2	5	-1/2	4	3	-1	INCOMPARABLE	PSD_RANK_2	2	-2/5	3/5	6/5	10/3	-1/2
P071_011	S071	S011	2	5	-1/2	4	3	-1/2	INCOMPARABLE	PSD_RANK_2	2	0	3/5	6/5	10/3	0
P071_012	S071	S012	2	5	-1/2	4	3	0	INCOMPARABLE	PSD_RANK_2	2	2/5	3/5	6/5	10/3	1/2
P071_013	S071	S013	2	5	-1/2	4	3	1/2	INCOMPARABLE	PSD_RANK_2	2	4/5	3/5	6/5	10/3	1
P071_014	S071	S014	2	5	-1/2	4	3	1	INCOMPARABLE	PSD_RANK_2	2	6/5	3/5	6/5	10/3	3/2
P071_015	S071	S015	2	5	-1/2	4	4	-1	INCOMPARABLE	PSD_RANK_2	2	-2/5	4/5	8/5	5/2	-1/2
P071_016	S071	S016	2	5	-1/2	4	4	-1/2	INCOMPARABLE	PSD_RANK_2	2	0	4/5	8/5	5/2	0
P071_017	S071	S017	2	5	-1/2	4	4	0	INCOMPARABLE	PSD_RANK_2	2	2/5	4/5	8/5	5/2	1/2
P071_018	S071	S018	2	5	-1/2	4	4	1/2	INCOMPARABLE	PSD_RANK_2	2	4/5	4/5	8/5	5/2	1
P071_019	S071	S019	2	5	-1/2	4	4	1	INCOMPARABLE	INCOMPARABLE	2	6/5	4/5	8/5	5/2	3/2
P071_020	S071	S020	2	5	-1/2	4	5	-1	INCOMPARABLE	INCOMPARABLE	2	-2/5	1	2	2	-1/2
P071_021	S071	S021	2	5	-1/2	4	5	-1/2	INCOMPARABLE	PSD_RANK_1	2	0	1	2	2	0
P071_022	S071	S022	2	5	-1/2	4	5	0	INCOMPARABLE	INCOMPARABLE	2	2/5	1	2	2	1/2
P071_023	S071	S023	2	5	-1/2	4	5	1/2	INCOMPARABLE	INCOMPARABLE	2	4/5	1	2	2	1
P071_024	S071	S024	2	5	-1/2	4	5	1	INCOMPARABLE	INCOMPARABLE	2	6/5	1	2	2	3/2
P071_025	S071	S025	2	5	-1/2	3	1	-1	INCOMPARABLE	PSD_RANK_2	3/2	-3/10	1/5	3/10	15/2	-1/2
P071_026	S071	S026	2	5	-1/2	3	1	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	0	1/5	3/10	15/2	0
P071_027	S071	S027	2	5	-1/2	3	1	0	INCOMPARABLE	PSD_RANK_2	3/2	3/10	1/5	3/10	15/2	1/2
P071_028	S071	S028	2	5	-1/2	3	1	1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/5	1/5	3/10	15/2	1
P071_029	S071	S029	2	5	-1/2	3	1	1	INCOMPARABLE	PSD_RANK_2	3/2	9/10	1/5	3/10	15/2	3/2
P071_030	S071	S030	2	5	-1/2	3	2	-1	INCOMPARABLE	PSD_RANK_2	3/2	-3/10	2/5	3/5	15/4	-1/2
P071_031	S071	S031	2	5	-1/2	3	2	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	0	2/5	3/5	15/4	0
P071_032	S071	S032	2	5	-1/2	3	2	0	INCOMPARABLE	PSD_RANK_2	3/2	3/10	2/5	3/5	15/4	1/2
P071_033	S071	S033	2	5	-1/2	3	2	1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/5	2/5	3/5	15/4	1
P071_034	S071	S034	2	5	-1/2	3	2	1	INCOMPARABLE	PSD_RANK_2	3/2	9/10	2/5	3/5	15/4	3/2
P071_035	S071	S035	2	5	-1/2	3	3	-1	INCOMPARABLE	PSD_RANK_2	3/2	-3/10	3/5	9/10	5/2	-1/2
P071_036	S071	S036	2	5	-1/2	3	3	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	0	3/5	9/10	5/2	0
P071_037	S071	S037	2	5	-1/2	3	3	0	INCOMPARABLE	PSD_RANK_2	3/2	3/10	3/5	9/10	5/2	1/2
P071_038	S071	S038	2	5	-1/2	3	3	1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/5	3/5	9/10	5/2	1
P071_039	S071	S039	2	5	-1/2	3	3	1	INCOMPARABLE	INCOMPARABLE	3/2	9/10	3/5	9/10	5/2	3/2
P071_040	S071	S040	2	5	-1/2	3	4	-1	INCOMPARABLE	PSD_RANK_2	3/2	-3/10	4/5	6/5	15/8	-1/2
P071_041	S071	S041	2	5	-1/2	3	4	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	0	4/5	6/5	15/8	0
P071_042	S071	S042	2	5	-1/2	3	4	0	INCOMPARABLE	PSD_RANK_2	3/2	3/10	4/5	6/5	15/8	1/2
P071_043	S071	S043	2	5	-1/2	3	4	1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/5	4/5	6/5	15/8	1
P071_044	S071	S044	2	5	-1/2	3	4	1	INCOMPARABLE	INCOMPARABLE	3/2	9/10	4/5	6/5	15/8	3/2
P071_045	S071	S045	2	5	-1/2	3	5	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/10	1	3/2	3/2	-1/2
P071_046	S071	S046	2	5	-1/2	3	5	-1/2	INCOMPARABLE	PSD_RANK_1	3/2	0	1	3/2	3/2	0
P071_047	S071	S047	2	5	-1/2	3	5	0	INCOMPARABLE	INCOMPARABLE	3/2	3/10	1	3/2	3/2	1/2
P071_048	S071	S048	2	5	-1/2	3	5	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/5	1	3/2	3/2	1
P071_049	S071	S049	2	5	-1/2	3	5	1	INCOMPARABLE	INCOMPARABLE	3/2	9/10	1	3/2	3/2	3/2
P071_050	S071	S050	2	5	-1/2	2	1	-1	INCOMPARABLE	INCOMPARABLE	1	-1/5	1/5	1/5	5	-1/2
P071_051	S071	S051	2	5	-1/2	2	1	-1/2	INCOMPARABLE	PSD_RANK_1	1	0	1/5	1/5	5	0
P071_052	S071	S052	2	5	-1/2	2	1	0	INCOMPARABLE	INCOMPARABLE	1	1/5	1/5	1/5	5	1/2
P071_053	S071	S053	2	5	-1/2	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1	2/5	1/5	1/5	5	1
P071_054	S071	S054	2	5	-1/2	2	1	1	INCOMPARABLE	INCOMPARABLE	1	3/5	1/5	1/5	5	3/2
P071_055	S071	S055	2	5	-1/2	2	2	-1	INCOMPARABLE	INCOMPARABLE	1	-1/5	2/5	2/5	5/2	-1/2
P071_056	S071	S056	2	5	-1/2	2	2	-1/2	INCOMPARABLE	PSD_RANK_1	1	0	2/5	2/5	5/2	0
P071_057	S071	S057	2	5	-1/2	2	2	0	INCOMPARABLE	INCOMPARABLE	1	1/5	2/5	2/5	5/2	1/2
P071_058	S071	S058	2	5	-1/2	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1	2/5	2/5	2/5	5/2	1
P071_059	S071	S059	2	5	-1/2	2	2	1	INCOMPARABLE	INCOMPARABLE	1	3/5	2/5	2/5	5/2	3/2
P071_060	S071	S060	2	5	-1/2	2	3	-1	INCOMPARABLE	INCOMPARABLE	1	-1/5	3/5	3/5	5/3	-1/2
P071_061	S071	S061	2	5	-1/2	2	3	-1/2	INCOMPARABLE	PSD_RANK_1	1	0	3/5	3/5	5/3	0
P071_062	S071	S062	2	5	-1/2	2	3	0	INCOMPARABLE	INCOMPARABLE	1	1/5	3/5	3/5	5/3	1/2
P071_063	S071	S063	2	5	-1/2	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1	2/5	3/5	3/5	5/3	1
P071_064	S071	S064	2	5	-1/2	2	3	1	INCOMPARABLE	INCOMPARABLE	1	3/5	3/5	3/5	5/3	3/2
P071_065	S071	S065	2	5	-1/2	2	4	-1	INCOMPARABLE	INCOMPARABLE	1	-1/5	4/5	4/5	5/4	-1/2
P071_066	S071	S066	2	5	-1/2	2	4	-1/2	INCOMPARABLE	PSD_RANK_1	1	0	4/5	4/5	5/4	0
P071_067	S071	S067	2	5	-1/2	2	4	0	INCOMPARABLE	INCOMPARABLE	1	1/5	4/5	4/5	5/4	1/2
P071_068	S071	S068	2	5	-1/2	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1	2/5	4/5	4/5	5/4	1
