path	group	buckets	bucket_count	qualifying_group
udt_native_global_observable_closure_census_2026-07-26/VARIATION_LEDGER.tsv	udt_native_global_observable_closure_census_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_native_global_observable_closure_census_2026-07-26/VERIFICATION_RESULT.json	udt_native_global_observable_closure_census_2026-07-26	B5_JOINT	1	NO
udt_native_global_observable_closure_census_2026-07-26/build_source_manifest.py	udt_native_global_observable_closure_census_2026-07-26	B3_LIFT	1	NO
udt_native_global_observable_closure_census_2026-07-26/derive_observable_census.py	udt_native_global_observable_closure_census_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_native_global_observable_closure_census_2026-07-26/run_isolated_replay.py	udt_native_global_observable_closure_census_2026-07-26	B4_GLOBAL	1	NO
udt_native_global_observable_closure_census_2026-07-26/verify_independent.py	udt_native_global_observable_closure_census_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_native_global_observable_closure_census_2026-07-26/verify_package.py	udt_native_global_observable_closure_census_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_native_global_observable_closure_census_2026-07-26/verify_repository_gates.py	udt_native_global_observable_closure_census_2026-07-26	B3_LIFT;B5_JOINT	2	NO
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/AUDIT_REPORT.md	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/BUNDLE_LAYER_OUTCOMES.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/CATCH_PROOFS.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/COMPLETENESS_MAP.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/DERIVATION_RESULT.json	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/EXACT_DERIVATION.md	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/EXECUTED_COMMANDS.txt	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B5_JOINT	2	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/FALSIFICATION_CONTRACT.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/INDEPENDENT_RESULT.json	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT	2	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/INDEPENDENT_STDOUT.txt	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT	2	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/LAY_REPORT.md	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/NEXT_STEP.md	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/PREMISE_LEDGER.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B5_JOINT	2	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/PREREGISTRATION.md	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/PRODUCTION_STDOUT.txt	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/REPOSITORY_GATES.json	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SEVEN_DIRECTION_CLASSIFICATION.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B3_LIFT	1	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SHA256SUMS.txt	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B5_JOINT	2	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SOURCE_MANIFEST.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/SOURCE_SCOPE.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/STATUS_LEDGER.tsv	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/VERIFICATION_RESULT.json	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING	1	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/VERIFICATION_STDOUT.txt	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING	1	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/derive_reciprocal_comparison_bundle.py	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/verify_audit.py	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/verify_reciprocal_comparison_bundle_independent.py	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/verify_repository_gates.py	udt_native_reciprocal_comparison_bundle_audit_2026-07-27	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_no_homogeneous_universe_results.md	ROOT::udt_no_homogeneous_universe_results.md	B1_FOUNDING;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_COORDINATE_STDOUT.txt	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B5_JOINT	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_KOSZUL_STDOUT.txt	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B4_GLOBAL	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_REVIEW.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_SOURCE_FIRST_EXPECTATION.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/AUDIT_REPORT.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/CATCH_PROOFS.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B4_GLOBAL	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/CHANNEL_UNIVERSE.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/COMPLETION_APPLICABILITY.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/COMPLETION_UNIVERSE.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B4_GLOBAL	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/DENSITY_FUTURE_PROTOCOL.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/FALSIFICATION_CONTRACT.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/FOUR_GATES.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/IDENTITY_DYNAMICS_LEDGER.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/LAY_REPORT.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/NEXT_STEP.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/NONLINEAR_CHANNEL_GRAPH.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B4_GLOBAL	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/OUTPUT_UNIVERSE.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PREMISE_LEDGER.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PREREGISTRATION.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PREREGISTRATION_CORRECTION.md	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B5_JOINT	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PRODUCTION_STDOUT.txt	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/REPOSITORY_GATES.json	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/REPOSITORY_GATES_STDOUT.txt	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/RESULT.json	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SHA256SUMS.txt	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_MANIFEST.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_SCOPE.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/STATUS_LEDGER.tsv	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/build_manifest.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/build_source_manifest.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/derive_cartan_ensemble.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/run_adversarial_replay.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/run_isolated_replay.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B4_GLOBAL	1	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_adversarial_coordinate_metric.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B5_JOINT	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_adversarial_koszul.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B1_FOUNDING;B4_GLOBAL	2	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_package.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_repository_gates.py	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	B3_LIFT;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/ACCELERATION_LEDGER.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/AUDIT_REPORT.md	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/CATCH_PROOFS.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/CENTER_COMPATIBILITY.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/COMMANDS.md	udt_observer_centered_xmax_frame_correction_2026-07-23	B5_JOINT	1	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/DERIVATION_RESULT.json	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/LAY_REPORT.md	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/NEXT_STEP.md	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/PARENT_REGRADE.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/PREMISE_LEDGER.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/PREREGISTRATION.md	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/REPOSITORY_GATES.json	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/SOURCE_LINEAGE.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/SOURCE_UNIVERSE.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/STATUS_LEDGER.tsv	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/derive_observer_centered_xmax.py	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/verify_observer_centered_xmax_independent.py	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B5_JOINT	2	NO
udt_observer_centered_xmax_frame_correction_2026-07-23/verify_repository_gates.py	udt_observer_centered_xmax_frame_correction_2026-07-23	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
udt_observer_depth_angle_transition_audit_2026-07-24/ADVERSARIAL_REVIEW.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/AUDIT_REPORT.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_observer_depth_angle_transition_audit_2026-07-24/CANDIDATE_REGISTRY.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/COMMANDS.txt	udt_observer_depth_angle_transition_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/DEPTH_ANGLE_COMPOSITION_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/DERIVATION_RESULT.json	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/EXACT_DERIVATION.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_depth_angle_transition_audit_2026-07-24/FALSIFICATION_CONTRACT.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/FOUR_GATES.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_depth_angle_transition_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/LAY_REPORT.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/NEXT_STEP.md	udt_observer_depth_angle_transition_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/PREMISE_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_depth_angle_transition_audit_2026-07-24/PREREGISTRATION.md	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/PRODUCTION_STDOUT.txt	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/PROFILE_METRIC_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B3_LIFT;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/PROJECTIVE_TRANSITION_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/REPOSITORY_GATES.json	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/RUN_ENVIRONMENT.json	udt_observer_depth_angle_transition_audit_2026-07-24	B5_JOINT	1	YES
udt_observer_depth_angle_transition_audit_2026-07-24/SHA256SUMS.txt	udt_observer_depth_angle_transition_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/SOLDER_GATE_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/SOURCE_LINEAGE.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT	2	YES
udt_observer_depth_angle_transition_audit_2026-07-24/STATUS_LEDGER.tsv	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/capture_tests.py	udt_observer_depth_angle_transition_audit_2026-07-24	B4_GLOBAL	1	YES
udt_observer_depth_angle_transition_audit_2026-07-24/derive_observer_depth_angle_transition.py	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/replay_and_capture.py	udt_observer_depth_angle_transition_audit_2026-07-24	B5_JOINT	1	YES
udt_observer_depth_angle_transition_audit_2026-07-24/verify_observer_depth_angle_transition_independent.py	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
udt_observer_depth_angle_transition_audit_2026-07-24/verify_repository_gates.py	udt_observer_depth_angle_transition_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/ADVERSARIAL_REVIEW.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/BRANCH_COCYCLE_ATLAS.tsv	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/COCYCLE_TYPE_LEDGER.tsv	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B5_JOINT	2	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/COMMANDS.txt	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/DERIVATION_RESULT.json	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/EXACT_DERIVATION.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/FALSIFICATION_CONTRACT.tsv	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/FOUR_GATES.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/INDEPENDENT_STDOUT.txt	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/LAY_REPORT.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING	1	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/NEXT_STEP.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/PREMISE_LEDGER.tsv	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	YES
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/PREREGISTRATION.md	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
