group	text_files	hit_files	buckets	bucket_count	qualifies	candidate_files
ROOT::stageD_bv_forecast_check.py	1	1	B5_JOINT	1	NO	0
ROOT::stageD_bv_reshoot.py	1	0		0	NO	0
ROOT::stageD_bv_reshoot_results.json	1	0		0	NO	0
ROOT::stageD_compare.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::stageD_comparison.json	1	1	B5_JOINT	1	NO	0
ROOT::stageD_forecast_gen.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::stageD_frozen_forecast.json	1	0		0	NO	0
ROOT::stageD_frozen_forecast.md	1	1	B5_JOINT	1	NO	0
ROOT::stageD_refine_pass2.json	1	1	B2_DEPTH	1	NO	0
ROOT::stageD_scan_pass1.json	1	0		0	NO	0
ROOT::stageD_sweep_results_raw.json	1	1	B2_DEPTH;B4_GLOBAL	2	NO	0
ROOT::stageD_sweep_results_raw.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::sweep_E2b_A1Z1.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A1Z1_anatomy.py	1	0		0	NO	0
ROOT::sweep_E2b_A1Z1_gridcheck.py	1	0		0	NO	0
ROOT::sweep_E2b_A1Z1_phase2.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A1Z8.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A1Z8_anatomy.py	1	0		0	NO	0
ROOT::sweep_E2b_A1Z8_gridcheck.py	1	0		0	NO	0
ROOT::sweep_E2b_A1Z8_phase2.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z1.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z1_anatomy.py	1	0		0	NO	0
ROOT::sweep_E2b_A3Z1_extfloor.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z1_gridcheck.py	1	1	B4_GLOBAL	1	NO	0
ROOT::sweep_E2b_A3Z1_phase2.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z8.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z8_anatomy.py	1	0		0	NO	0
ROOT::sweep_E2b_A3Z8_extfloor.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::sweep_E2b_A3Z8_gridcheck.py	1	1	B4_GLOBAL	1	NO	0
ROOT::sweep_E2b_A3Z8_phase2.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::switch_criterion_derivation.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::threadB_WORKSTATION_DISPATCH.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::threadB_coupled_cell_flatness_Lselector_CHARTER.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::threadB_coupled_cell_flatness_Lselector_results.md	1	1	B5_JOINT	1	NO	0
ROOT::threadB_f2d_drain_solver_first_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::threadB_f2d_mirror_vs_wall_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::threadB_f2d_nonround_topological_audit_results.md	1	1	B5_JOINT	1	NO	0
ROOT::threadB_timelive_linear_nogo_and_finite_amp_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::tier_d_round2_results.md	1	1	B5_JOINT	1	NO	0
ROOT::tier_d_round3_results.md	1	1	B5_JOINT	1	NO	0
ROOT::twin_ladder_involution_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::u_plat_m1_18x8x8.json	1	0		0	NO	0
ROOT::u_plat_m2_18x8x8.json	1	0		0	NO	0
ROOT::u_plat_m3_18x8x8.json	1	0		0	NO	0
ROOT::udt_canonical_geometry.md	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	1
ROOT::udt_field_equations_derivation_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::udt_gravity_sector_rederivation_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::udt_no_homogeneous_universe_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::udt_phi_blindness_relaxation_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::universe_cell_T2_identities_results.md	1	1	B5_JOINT	1	NO	0
ROOT::universe_cell_T3_closure_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::universe_cell_fold_jc_sigma_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::universe_cell_vacuum_impossibility_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::verify_TAB_transverse_stress.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_alpha_coeff_ANCHORED.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_alpha_source_coeff.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_classB_derivations.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_composite_reduction.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::verify_cosine_reconciliation.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_current_scientific_premises.py	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B5_JOINT	4	NO	0
ROOT::verify_embedded_closure.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_embedded_rulings.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_f2d_reduction.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_f2d_virial_step0.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_lorentz_light_clue.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::verify_luminosity_distance_n2.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::verify_matter_reduction.py	1	0		0	NO	0
ROOT::verify_native_fieldeq.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::verify_native_geo_action.py	1	1	B3_LIFT	1	NO	0
ROOT::verify_noNull_behavioral_F.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_noNull_boundary_virial.py	1	1	B3_LIFT	1	NO	0
ROOT::verify_noNull_phaseG_mass.py	1	1	B4_GLOBAL	1	NO	0
ROOT::verify_offround_uniqueness.py	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::verify_redshift_profile_derivation.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::verify_seal_matching.py	1	0		0	NO	0
ROOT::verify_sne_adversarial.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_udt_reciprocal_c_postulate.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::verify_udt_reciprocal_c_postulate_out.txt	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::verify_universe_bv2_a_reduction.py	1	0		0	NO	0
ROOT::verify_universe_bv2_b_ident.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_bv2_c_folds.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_bv2_d_budget.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_bv2_e_sigma.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_bv2_f_einstein.py	1	0		0	NO	0
ROOT::verify_universe_bv2_g_transv_toy.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_bv3_q1_q4_cas.py	1	1	B3_LIFT	1	NO	0
ROOT::verify_universe_bv3_q4a_nonmonotone.py	1	0		0	NO	0
ROOT::verify_universe_bv3_q5_numeric.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_universe_bv4_q1_validate.py	1	0		0	NO	0
ROOT::verify_universe_bv4_q2_powers.py	1	0		0	NO	0
ROOT::verify_universe_bv4_q3_bisect.py	1	0		0	NO	0
ROOT::verify_universe_bv4_q3_roots.py	1	0		0	NO	0
ROOT::verify_universe_bv4_q3_scan.py	1	0		0	NO	0
ROOT::verify_universe_bv4_q4_q5.py	1	0		0	NO	0
ROOT::verify_universe_bv4_shoot.py	1	1	B3_LIFT	1	NO	0
ROOT::verify_universe_rigidity_cas_attack.py	1	1	B5_JOINT	1	NO	0
ROOT::verify_universe_rigidity_numeric_probe.py	1	1	B3_LIFT	1	NO	0
ROOT::verify_universe_vacuum_numeric_q4.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::verify_universe_vacuum_orbits.py	1	0		0	NO	0
ROOT::verify_universe_vacuum_q1q4.py	1	0		0	NO	0
ROOT::verify_universe_vacuum_q5q6.py	1	0		0	NO	0
ROOT::verify_virial_identity_cas.py	1	0		0	NO	0
ROOT::verify_virial_identity_cas_output.txt	1	0		0	NO	0
ROOT::verify_xmax_mass_optics.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::w2_uncovering_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::w3_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::w4_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::w5_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::w6_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::w7_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::w8_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::w_alg_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::w_stiffness_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::w_whole_results.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::weld_interface_mode_results.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::weld_status_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::weld_two_sided_results.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::whole_metric_3d_core.py	1	0		0	NO	0
ROOT::whole_metric_3d_matter.py	1	1	B5_JOINT	1	NO	0
ROOT::winding_amplitude_gauge_derivation_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::winding_catalog_out.json	1	0		0	NO	0
angular_derivative_weight_selector_2026-07-20	34	27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
angular_toric_closure_selector_2026-07-19	19	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
archive	185	182	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	182
archive/native_action_chat_2026-07-14_15	125	120	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	120
archive/pre_2026-07-01	19	11	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	11
archive/pre_native_coupled	11	10	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
archive/scratch_f2d_2026-07-02	4	2	B5_JOINT	1	NO	0
asymptotic_boundary_lineage_audit_2026-07-19	39	29	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
bootstrap_csn_phi_angular_selector_2026-07-19	22	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
bootstrap_variation_selector_2026-07-18	12	11	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
boundary_bootstrap_representative_selector_audit_2026-07-19	27	23	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
boundary_virial_evidence_2026-07-16	2	0		0	NO	0
c2_angular_reduction_selector_2026-07-20	34	27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_coupled_reciprocal_twist_onshell_2026-07-20	23	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_failed_basin_homotopy_2026-07-20	45	30	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	31
c2_finite_cell_boundary_variation_2026-07-20	36	29	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_intrinsic_angular_product_selector_2026-07-20	28	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_nonlinear_stationary_solution_space_2026-07-20	41	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_open_path_checkpoint_continuation_2026-07-20	39	19	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	22
c2_reciprocal_transverse_twist_jacobi_2026-07-20	24	18	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_rigidity_three_route_zoomout_2026-07-20	36	29	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_time_fiber_shift_jacobi_2026-07-20	34	24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
c2_transverse_coframe_closure_2026-07-20	31	24	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	24
c2_variable_lapse_selector_2026-07-20	34	22	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
clock_curvature_selector_audit_2026-07-19	23	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
complete_coframe_seal_involution_2026-07-20	37	29	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
copresence_causal_accessibility_selector_2026-07-19	19	18	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
copresence_gr_constraint_regrade_2026-07-19	21	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
finite_cell_seal_boundary_phase_join_2026-07-20	37	31	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
gr_constraint_paired_trial_2026-07-18	12	11	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
grok	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
grok/quarantine_free_DA	16	14	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
grok/quarantine_free_DA/explore_2026-07-08	27	17	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
h4_scripts	28	13	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
hopfion_arc_scripts_2026-07-05	22	9	B3_LIFT;B5_JOINT	2	NO	0
hygiene_baseline_correction_2026-07-23	17	6	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
infinite_c_reciprocity_adjudication_2026-07-18	17	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
invariant_reciprocal_causal_flow_2026-07-18	16	15	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	15
legacy	5	5	B2_DEPTH;B5_JOINT	2	NO	0
legacy/root_oneoffs_2026-07-01	1085	814	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	814
matter_bootstrap_dimensional_inventory_2026-07-20	33	22	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
metric_cartan_holonomy_audit_2026-07-19	22	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_action_arm_c_2026-07-18	21	17	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_action_external_verifier_2026-07-18	6	3	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
native_action_final_adjudication_2026-07-18	37	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_action_stage1_2026-07-18	46	22	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_action_stage2_2026-07-18	26	20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
native_action_sync_audit_2026-07-17	19	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_boundary_generator_scale_audit_2026-07-19	33	25	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
native_hopfion_topology_audit_2026-07-19	15	14	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
null_section_hopfion_metric_audit_2026-07-19	17	13	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
phaseG_evidence_2026-07-16	4	0		0	NO	0
projective_position_direction_magnitude_correction_2026-07-19	21	18	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	18
projective_position_join_audit_2026-07-19	21	18	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	18
projective_transport_section_selector_2026-07-19	19	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
prototype	14	14	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
raw_outputs	3	0		0	NO	0
reciprocal_c_clock_channel_correction_2026-07-19	21	18	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	18
reciprocal_clock_optical_scale_selector_2026-07-19	16	14	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	14
reciprocal_line_realization_selector_2026-07-18	15	14	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reciprocal_metric_null_line_selector_2026-07-19	19	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reciprocity_offshell_constraint_selector_2026-07-18	12	11	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	11
reorganization_r0	16	8	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1_checkpoint	6	4	B5_JOINT	1	NO	0
reorganization_r1_checkpoint/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1a	23	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1a/correction_2026-07-18	18	11	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1a/postmove_census	7	3	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1b	22	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1b/adjudication	10	4	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1b/base_census	7	6	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1b/base_forensic_census	4	2	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1b/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1b/migration	7	1	B5_JOINT	1	NO	0
reorganization_r1b/postmove_forensic_census	4	2	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1b/postmove_operational_census	2	2	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1c	9	9	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1c/correction	8	8	B4_GLOBAL;B5_JOINT	2	NO	0
reorganization_r1c/correction/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1c/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1d	12	6	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1d/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1e	19	16	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1e/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1f	18	13	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1f/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1f/post_move	10	4	B4_GLOBAL;B5_JOINT	2	NO	0
reorganization_r1f/pre_move	10	4	B4_GLOBAL;B5_JOINT	2	NO	0
reorganization_r1f_checkpoint	5	4	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1f_checkpoint/behavioral_replay	9	4	B4_GLOBAL;B5_JOINT	2	NO	0
reorganization_r1f_checkpoint/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1g	24	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
reorganization_r1g/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1g_checkpoint	4	4	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1g_checkpoint/final_validation	2	1	B5_JOINT	1	NO	0
reorganization_r1h	11	11	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
reorganization_r1h/final_validation	2	2	B5_JOINT	1	NO	0
rescued_workspaces/2026-06-11	1	1	B5_JOINT	1	NO	0
rescued_workspaces/2026-06-11/nonstat_n1	12	6	B2_DEPTH;B4_GLOBAL;B5_JOINT	3	NO	0
rescued_workspaces/2026-06-11/nonstat_n2	4	4	B3_LIFT;B5_JOINT	2	NO	0
rescued_workspaces/2026-06-11/pde_p1	14	11	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
rescued_workspaces/2026-06-11/tmp_loose_scripts	287	157	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	157
rescued_workspaces/2026-06-11/verify_angular	5	4	B3_LIFT;B5_JOINT	2	NO	0
rescued_workspaces/2026-06-11/verify_blind	7	6	B3_LIFT;B5_JOINT	2	NO	0
rescued_workspaces/2026-06-11/verify_ens	6	6	B2_DEPTH;B3_LIFT;B5_JOINT	3	NO	0
rescued_workspaces/2026-06-11/verify_mass	7	3	B3_LIFT;B5_JOINT	2	NO	0
rescued_workspaces/2026-06-11/verify_mf	9	9	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
rescued_workspaces/2026-06-11/verify_n_adjudication	8	8	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
rescued_workspaces/2026-06-11/verify_nonstat	8	6	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
rescued_workspaces/2026-06-11/verify_pde	3	2	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
rescued_workspaces/2026-06-11/verify_s2	13	6	B3_LIFT;B5_JOINT	2	NO	0
rescued_workspaces/2026-06-11/verify_x1	14	7	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
rescued_workspaces/scratch_2026-06-13	9	8	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
rescued_workspaces/w_whole_2026-06-13	2	2	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
research	25	24	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	24
rung2_weld_postjuly_regrade_2026-07-19	22	19	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
scale_breaking_closure_census_2026-07-20	30	24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
scratchpad	13	4	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
tests	11	8	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
transverse_reciprocal_realization_selector_2026-07-19	19	16	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	16
udt_amplitude_volume_metric_atlas_2026-07-21	32	15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23	40	32	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_angular_generator_branch_census_2026-07-23	36	27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_bank_simplex_interior_atlas_2026-07-23	37	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_bootstrap_clock_angular_closure_audit_2026-07-24	37	31	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23	27	27	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_bootstrap_to_local_response_map_audit_2026-07-25	37	35	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	37	33	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_canonical_geometry_evaluator_p01_2026-07-21	26	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_center_free_observer_optical_correspondence_audit_2026-07-24	37	30	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_century_adjacent_mathematics_survey_2026-07-22	21	16	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_chart_coframe_invariance_atlas_2026-07-21	68	23	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_cleanroom_metric_reduction_readiness_audit_2026-07-27	42	23	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	23
udt_clock_anchor_scale_threading_audit_2026-07-22	25	23	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	23
udt_clock_angular_solder_regularity_audit_2026-07-24	36	29	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_clock_ruler_soldering_selector_audit_2026-07-20	22	20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_cmb_polarization_observable_typing_audit_2026-07-27	48	38	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_coframe_hopf_bridge_audit_2026-07-23	36	24	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	24
udt_common_scale_neutrality_provenance_audit_2026-07-24	35	28	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
udt_complete_branch_founded_pair_pullback_audit_2026-07-26	38	32	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	32
